,Droplet ID,File,Channel,Intensity
25481,12291,Inlet5,4X_FITC_15%,16659.333333333332
25482,12291,Inlet5,Brightfield,4723.25
25483,12292,Inlet5,4X_FITC_15%,2169.6428571428573
25484,12292,Inlet5,Brightfield,4379.071428571428
25485,12293,Inlet5,4X_FITC_15%,17404.928571428572
25486,12293,Inlet5,Brightfield,4591.571428571428
25487,12294,Inlet5,4X_FITC_15%,18378.0
25488,12294,Inlet5,Brightfield,4474.727272727273
25489,12295,Inlet5,4X_FITC_15%,16305.916666666666
25490,12295,Inlet5,Brightfield,4323.333333333333
25491,12296,Inlet5,4X_FITC_15%,16742.76923076923
25492,12296,Inlet5,Brightfield,4545.846153846154
25493,12297,Inlet5,4X_FITC_15%,15923.076923076924
25494,12297,Inlet5,Brightfield,4627.153846153846
25495,12298,Inlet5,4X_FITC_15%,17020.636363636364
25496,12298,Inlet5,Brightfield,4705.363636363636
25497,12299,Inlet5,4X_FITC_15%,17627.076923076922
25498,12299,Inlet5,Brightfield,4815.538461538462
25499,12300,Inlet5,4X_FITC_15%,23045.0
25500,12300,Inlet5,Brightfield,4166.142857142857
25501,12301,Inlet5,4X_FITC_15%,16918.30769230769
25502,12301,Inlet5,Brightfield,4416.153846153846
25503,12302,Inlet5,4X_FITC_15%,15198.272727272728
25504,12302,Inlet5,Brightfield,3955.0
25505,12303,Inlet5,4X_FITC_15%,15791.09090909091
25506,12303,Inlet5,Brightfield,4340.727272727273
25507,12304,Inlet5,4X_FITC_15%,16551.30769230769
25508,12304,Inlet5,Brightfield,4644.384615384615
25509,12305,Inlet5,4X_FITC_15%,18107.285714285714
25510,12305,Inlet5,Brightfield,4314.214285714285
25511,12306,Inlet5,4X_FITC_15%,17585.076923076922
25512,12306,Inlet5,Brightfield,4499.461538461538
25513,12307,Inlet5,4X_FITC_15%,16851.923076923078
25514,12307,Inlet5,Brightfield,4123.384615384615
25515,12308,Inlet5,4X_FITC_15%,16067.09090909091
25516,12308,Inlet5,Brightfield,4186.090909090909
25517,12309,Inlet5,4X_FITC_15%,17605.846153846152
25518,12309,Inlet5,Brightfield,4532.692307692308
25519,12310,Inlet5,4X_FITC_15%,18194.416666666668
25520,12310,Inlet5,Brightfield,4509.083333333333
25521,12311,Inlet5,4X_FITC_15%,15073.416666666666
25522,12311,Inlet5,Brightfield,4256.75
25523,12312,Inlet5,4X_FITC_15%,14448.272727272728
25524,12312,Inlet5,Brightfield,4349.454545454545
25525,12313,Inlet5,4X_FITC_15%,17595.833333333332
25526,12313,Inlet5,Brightfield,4844.333333333333
25527,12314,Inlet5,4X_FITC_15%,18595.909090909092
25528,12314,Inlet5,Brightfield,4619.545454545455
25529,12315,Inlet5,4X_FITC_15%,15524.307692307691
25530,12315,Inlet5,Brightfield,4524.461538461538
25531,12316,Inlet5,4X_FITC_15%,16737.81818181818
25532,12316,Inlet5,Brightfield,4280.818181818182
25533,12317,Inlet5,4X_FITC_15%,17161.0
25534,12317,Inlet5,Brightfield,4519.923076923077
25535,12318,Inlet5,4X_FITC_15%,16939.285714285714
25536,12318,Inlet5,Brightfield,4298.0
25537,12319,Inlet5,4X_FITC_15%,16609.85714285714
25538,12319,Inlet5,Brightfield,4487.714285714285
25539,12320,Inlet5,4X_FITC_15%,16991.30769230769
25540,12320,Inlet5,Brightfield,4443.461538461538
25541,12321,Inlet5,4X_FITC_15%,17125.545454545456
25542,12321,Inlet5,Brightfield,4459.727272727273
25543,12322,Inlet6,4X_FITC_15%,13335.083333333334
25544,12322,Inlet6,Brightfield,4639.916666666667
25545,12323,Inlet6,4X_FITC_15%,12370.615384615385
25546,12323,Inlet6,Brightfield,4248.153846153846
25547,12324,Inlet6,4X_FITC_15%,13321.57142857143
25548,12324,Inlet6,Brightfield,4660.571428571428
25549,12325,Inlet6,4X_FITC_15%,15320.76923076923
25550,12325,Inlet6,Brightfield,5652.846153846154
25551,12326,Inlet6,4X_FITC_15%,14426.92857142857
25552,12326,Inlet6,Brightfield,4835.642857142857
25553,12327,Inlet6,4X_FITC_15%,13557.923076923076
25554,12327,Inlet6,Brightfield,4609.076923076923
25555,12328,Inlet6,4X_FITC_15%,12919.0
25556,12328,Inlet6,Brightfield,4289.615384615385
25557,12329,Inlet6,4X_FITC_15%,14263.785714285714
25558,12329,Inlet6,Brightfield,3948.6428571428573
25559,12330,Inlet6,4X_FITC_15%,12725.5
25560,12330,Inlet6,Brightfield,4085.3333333333335
25561,12331,Inlet6,4X_FITC_15%,15031.636363636364
25562,12331,Inlet6,Brightfield,4875.363636363636
25563,12332,Inlet6,4X_FITC_15%,12767.833333333334
25564,12332,Inlet6,Brightfield,4592.166666666667
25565,12333,Inlet6,4X_FITC_15%,12271.461538461539
25566,12333,Inlet6,Brightfield,4248.846153846154
25567,12334,Inlet6,4X_FITC_15%,12083.636363636364
25568,12334,Inlet6,Brightfield,3971.0
25569,12335,Inlet6,4X_FITC_15%,13402.538461538461
25570,12335,Inlet6,Brightfield,4835.2307692307695
25571,12336,Inlet6,4X_FITC_15%,16969.333333333332
25572,12336,Inlet6,Brightfield,4155.333333333333
25573,12337,Inlet6,4X_FITC_15%,15103.384615384615
25574,12337,Inlet6,Brightfield,4801.076923076923
25575,12338,Inlet6,4X_FITC_15%,14401.142857142857
25576,12338,Inlet6,Brightfield,4712.714285714285
25577,12339,Inlet6,4X_FITC_15%,13698.692307692309
25578,12339,Inlet6,Brightfield,4872.692307692308
25579,12340,Inlet6,4X_FITC_15%,16230.5
25580,12340,Inlet6,Brightfield,4527.083333333333
25581,12341,Inlet6,4X_FITC_15%,12980.333333333334
25582,12341,Inlet6,Brightfield,5238.166666666667
25583,12342,Inlet6,4X_FITC_15%,14526.285714285714
25584,12342,Inlet6,Brightfield,4986.428571428572
25585,12343,Inlet6,4X_FITC_15%,14366.42857142857
25586,12343,Inlet6,Brightfield,4160.142857142857
25587,12344,Inlet6,4X_FITC_15%,12247.461538461539
25588,12344,Inlet6,Brightfield,4484.923076923077
25589,12345,Inlet6,4X_FITC_15%,15243.153846153846
25590,12345,Inlet6,Brightfield,4927.153846153846
25591,12346,Inlet6,4X_FITC_15%,14765.461538461539
25592,12346,Inlet6,Brightfield,5138.923076923077
25593,12347,Inlet6,4X_FITC_15%,12138.142857142857
25594,12347,Inlet6,Brightfield,4404.357142857143
25595,12348,Inlet6,4X_FITC_15%,13813.76923076923
25596,12348,Inlet6,Brightfield,4803.461538461538
25597,12349,Inlet6,4X_FITC_15%,14757.416666666666
25598,12349,Inlet6,Brightfield,4735.0
25599,12350,Inlet6,4X_FITC_15%,13460.25
25600,12350,Inlet6,Brightfield,5113.0
25601,12351,Inlet6,4X_FITC_15%,13308.538461538461
25602,12351,Inlet6,Brightfield,4705.692307692308
25603,12352,Inlet6,4X_FITC_15%,16950.916666666668
25604,12352,Inlet6,Brightfield,4748.333333333333
25605,12353,Inlet6,4X_FITC_15%,13850.181818181818
25606,12353,Inlet6,Brightfield,5155.636363636364
25607,12354,Inlet6,4X_FITC_15%,13281.214285714286
25608,12354,Inlet6,Brightfield,4704.0
25609,12355,Inlet6,4X_FITC_15%,13722.076923076924
25610,12355,Inlet6,Brightfield,5144.692307692308
25611,12356,Inlet6,4X_FITC_15%,15308.083333333334
25612,12356,Inlet6,Brightfield,5015.416666666667
25613,12357,Inlet6,4X_FITC_15%,13995.357142857143
25614,12357,Inlet6,Brightfield,4179.071428571428
25615,12358,Inlet6,4X_FITC_15%,15736.166666666666
25616,12358,Inlet6,Brightfield,4500.833333333333
25617,12359,Inlet6,4X_FITC_15%,14160.307692307691
25618,12359,Inlet6,Brightfield,4881.2307692307695
25619,12360,Inlet6,4X_FITC_15%,15805.272727272728
25620,12360,Inlet6,Brightfield,4842.454545454545
25621,12361,Inlet6,4X_FITC_15%,13395.5
25622,12361,Inlet6,Brightfield,4566.083333333333
25623,12362,Inlet6,4X_FITC_15%,15519.846153846154
25624,12362,Inlet6,Brightfield,5021.692307692308
25625,12363,Inlet6,4X_FITC_15%,12918.0
25626,12363,Inlet6,Brightfield,4380.090909090909
25627,12364,Inlet6,4X_FITC_15%,13401.384615384615
25628,12364,Inlet6,Brightfield,4675.076923076923
25629,12365,Inlet6,4X_FITC_15%,14604.615384615385
25630,12365,Inlet6,Brightfield,4849.7692307692305
25631,12366,Inlet6,4X_FITC_15%,16628.916666666668
25632,12366,Inlet6,Brightfield,4148.166666666667
25633,12367,Inlet6,4X_FITC_15%,14787.583333333334
25634,12367,Inlet6,Brightfield,5224.25
25635,12368,Inlet6,4X_FITC_15%,14521.461538461539
25636,12368,Inlet6,Brightfield,4954.0
25637,12369,Inlet6,4X_FITC_15%,14532.76923076923
25638,12369,Inlet6,Brightfield,4923.7692307692305
25639,12370,Inlet6,4X_FITC_15%,13719.90909090909
25640,12370,Inlet6,Brightfield,5021.545454545455
25641,12371,Inlet6,4X_FITC_15%,13578.23076923077
25642,12371,Inlet6,Brightfield,3772.3076923076924
25643,12372,Inlet6,4X_FITC_15%,16127.461538461539
25644,12372,Inlet6,Brightfield,5082.692307692308
25645,12373,Inlet6,4X_FITC_15%,15424.833333333334
25646,12373,Inlet6,Brightfield,5127.583333333333
25647,12374,Inlet6,4X_FITC_15%,16236.727272727272
25648,12374,Inlet6,Brightfield,4924.0
25649,12375,Inlet6,4X_FITC_15%,15093.333333333334
25650,12375,Inlet6,Brightfield,5075.583333333333
25651,12376,Inlet6,4X_FITC_15%,16013.461538461539
25652,12376,Inlet6,Brightfield,4731.307692307692
25653,12377,Inlet6,4X_FITC_15%,14092.461538461539
25654,12377,Inlet6,Brightfield,4050.6153846153848
25655,12378,Inlet6,4X_FITC_15%,18211.666666666668
25656,12378,Inlet6,Brightfield,4360.333333333333
25657,12379,Inlet6,4X_FITC_15%,15107.181818181818
25658,12379,Inlet6,Brightfield,4791.545454545455
25659,12380,Inlet6,4X_FITC_15%,16745.166666666668
25660,12380,Inlet6,Brightfield,3560.5
25661,12381,Inlet6,4X_FITC_15%,16096.0
25662,12381,Inlet6,Brightfield,4729.333333333333
25663,12382,Inlet6,4X_FITC_15%,14694.0
25664,12382,Inlet6,Brightfield,5027.928571428572
25665,12383,Inlet6,4X_FITC_15%,15475.833333333334
25666,12383,Inlet6,Brightfield,4958.166666666667
25667,12384,Inlet6,4X_FITC_15%,16244.0
25668,12384,Inlet6,Brightfield,4904.5
25669,12385,Inlet6,4X_FITC_15%,17173.923076923078
25670,12385,Inlet6,Brightfield,4816.2307692307695
25671,12386,Inlet6,4X_FITC_15%,16074.23076923077
25672,12386,Inlet6,Brightfield,5215.307692307692
25673,12387,Inlet6,4X_FITC_15%,17618.14285714286
25674,12387,Inlet6,Brightfield,5289.285714285715
25675,12388,Inlet6,4X_FITC_15%,15391.538461538461
25676,12388,Inlet6,Brightfield,5120.7692307692305
25677,12389,Inlet6,4X_FITC_15%,15696.25
25678,12389,Inlet6,Brightfield,5096.333333333333
25679,12390,Inlet6,4X_FITC_15%,15506.142857142857
25680,12390,Inlet6,Brightfield,5353.642857142857
25681,12391,Inlet6,4X_FITC_15%,15338.615384615385
25682,12391,Inlet6,Brightfield,4964.0
25683,12392,Inlet6,4X_FITC_15%,15055.76923076923
25684,12392,Inlet6,Brightfield,4241.0
25685,12393,Inlet6,4X_FITC_15%,17662.384615384617
25686,12393,Inlet6,Brightfield,3752.3076923076924
25687,12394,Inlet6,4X_FITC_15%,14924.416666666666
25688,12394,Inlet6,Brightfield,5471.833333333333
25689,12395,Inlet6,4X_FITC_15%,15397.666666666666
25690,12395,Inlet6,Brightfield,4584.0
25691,12396,Inlet6,4X_FITC_15%,18315.23076923077
25692,12396,Inlet6,Brightfield,4789.923076923077
25693,12397,Inlet6,4X_FITC_15%,16360.692307692309
25694,12397,Inlet6,Brightfield,4194.7692307692305
25695,12398,Inlet6,4X_FITC_15%,17623.272727272728
25696,12398,Inlet6,Brightfield,4853.0
25697,12399,Inlet6,4X_FITC_15%,16355.76923076923
25698,12399,Inlet6,Brightfield,4904.0
25699,12400,Inlet6,4X_FITC_15%,16348.461538461539
25700,12400,Inlet6,Brightfield,5000.384615384615
25701,12401,Inlet6,4X_FITC_15%,17409.76923076923
25702,12401,Inlet6,Brightfield,4653.846153846154
25703,12402,Inlet6,4X_FITC_15%,15635.785714285714
25704,12402,Inlet6,Brightfield,5036.571428571428
25705,12403,Inlet6,4X_FITC_15%,15979.0
25706,12403,Inlet6,Brightfield,4943.384615384615
25707,12404,Inlet6,4X_FITC_15%,15386.916666666666
25708,12404,Inlet6,Brightfield,5905.25
25709,12405,Inlet6,4X_FITC_15%,15785.846153846154
25710,12405,Inlet6,Brightfield,5260.692307692308
25711,12406,Inlet6,4X_FITC_15%,16631.0
25712,12406,Inlet6,Brightfield,4958.2307692307695
25713,12407,Inlet6,4X_FITC_15%,16154.642857142857
25714,12407,Inlet6,Brightfield,4412.642857142857
25715,12408,Inlet6,4X_FITC_15%,15843.307692307691
25716,12408,Inlet6,Brightfield,4611.461538461538
25717,12409,Inlet6,4X_FITC_15%,14852.363636363636
25718,12409,Inlet6,Brightfield,4536.727272727273
25719,12410,Inlet6,4X_FITC_15%,15347.76923076923
25720,12410,Inlet6,Brightfield,4489.153846153846
25721,12411,Inlet6,4X_FITC_15%,17265.727272727272
25722,12411,Inlet6,Brightfield,4847.636363636364
25723,12412,Inlet6,4X_FITC_15%,17265.384615384617
25724,12412,Inlet6,Brightfield,4244.692307692308
25725,12413,Inlet6,4X_FITC_15%,16815.18181818182
25726,12413,Inlet6,Brightfield,4919.090909090909
25727,12414,Inlet6,4X_FITC_15%,16353.384615384615
25728,12414,Inlet6,Brightfield,5084.153846153846
25729,12415,Inlet6,4X_FITC_15%,16875.75
25730,12415,Inlet6,Brightfield,5214.416666666667
25731,12416,Inlet6,4X_FITC_15%,16830.0
25732,12416,Inlet6,Brightfield,4598.538461538462
25733,12417,Inlet6,4X_FITC_15%,16846.5
25734,12417,Inlet6,Brightfield,4889.25
25735,12418,Inlet6,4X_FITC_15%,15678.076923076924
25736,12418,Inlet6,Brightfield,4273.0
25737,12419,Inlet6,4X_FITC_15%,16496.846153846152
25738,12419,Inlet6,Brightfield,4911.307692307692
25739,12420,Inlet6,4X_FITC_15%,15395.833333333334
25740,12420,Inlet6,Brightfield,4278.0
25741,12421,Inlet6,4X_FITC_15%,16954.285714285714
25742,12421,Inlet6,Brightfield,4351.714285714285
25743,12422,Inlet6,4X_FITC_15%,16378.538461538461
25744,12422,Inlet6,Brightfield,5337.0
25745,12423,Inlet6,4X_FITC_15%,16945.23076923077
25746,12423,Inlet6,Brightfield,5109.615384615385
25747,12424,Inlet6,4X_FITC_15%,3130.769230769231
25748,12424,Inlet6,Brightfield,4980.846153846154
25749,12425,Inlet6,4X_FITC_15%,16412.75
25750,12425,Inlet6,Brightfield,5129.333333333333
25751,12426,Inlet6,4X_FITC_15%,18072.153846153848
25752,12426,Inlet6,Brightfield,5228.846153846154
25753,12427,Inlet6,4X_FITC_15%,15795.307692307691
25754,12427,Inlet6,Brightfield,4393.615384615385
25755,12428,Inlet6,4X_FITC_15%,16748.53846153846
25756,12428,Inlet6,Brightfield,4853.846153846154
25757,12429,Inlet6,4X_FITC_15%,15582.307692307691
25758,12429,Inlet6,Brightfield,4840.0
25759,12430,Inlet6,4X_FITC_15%,16655.30769230769
25760,12430,Inlet6,Brightfield,4869.846153846154
25761,12431,Inlet6,4X_FITC_15%,17295.14285714286
25762,12431,Inlet6,Brightfield,5161.214285714285
25763,12432,Inlet6,4X_FITC_15%,17606.846153846152
25764,12432,Inlet6,Brightfield,4989.153846153846
25765,12433,Inlet6,4X_FITC_15%,16951.416666666668
25766,12433,Inlet6,Brightfield,5024.0
25767,12434,Inlet6,4X_FITC_15%,15432.923076923076
25768,12434,Inlet6,Brightfield,5285.846153846154
25769,12435,Inlet6,4X_FITC_15%,16100.0
25770,12435,Inlet6,Brightfield,4807.428571428572
25771,12436,Inlet6,4X_FITC_15%,15868.076923076924
25772,12436,Inlet6,Brightfield,4651.692307692308
25773,12437,Inlet6,4X_FITC_15%,17350.333333333332
25774,12437,Inlet6,Brightfield,5001.166666666667
25775,12438,Inlet6,4X_FITC_15%,18158.454545454544
25776,12438,Inlet6,Brightfield,5089.454545454545
25777,12439,Inlet6,4X_FITC_15%,16397.916666666668
25778,12439,Inlet6,Brightfield,5024.166666666667
25779,12440,Inlet6,4X_FITC_15%,16330.333333333334
25780,12440,Inlet6,Brightfield,4995.583333333333
25781,12441,Inlet6,4X_FITC_15%,15997.7
25782,12441,Inlet6,Brightfield,4757.6
25783,12442,Inlet6,4X_FITC_15%,16760.69230769231
25784,12442,Inlet6,Brightfield,4660.153846153846
25785,12443,Inlet6,4X_FITC_15%,16071.923076923076
25786,12443,Inlet6,Brightfield,4762.0
25787,12444,Inlet6,4X_FITC_15%,16502.545454545456
25788,12444,Inlet6,Brightfield,5021.272727272727
25789,12445,Inlet6,4X_FITC_15%,19442.083333333332
25790,12445,Inlet6,Brightfield,4907.5
25791,12446,Inlet6,4X_FITC_15%,18565.071428571428
25792,12446,Inlet6,Brightfield,4506.071428571428
25793,12447,Inlet6,4X_FITC_15%,17274.923076923078
25794,12447,Inlet6,Brightfield,5310.307692307692
25795,12448,Inlet6,4X_FITC_15%,16157.083333333334
25796,12448,Inlet6,Brightfield,4275.416666666667
25797,12449,Inlet6,4X_FITC_15%,15927.285714285714
25798,12449,Inlet6,Brightfield,5134.0
25799,12450,Inlet6,4X_FITC_15%,18229.18181818182
25800,12450,Inlet6,Brightfield,4910.909090909091
25801,12451,Inlet6,4X_FITC_15%,14998.76923076923
25802,12451,Inlet6,Brightfield,4623.2307692307695
25803,12452,Inlet6,4X_FITC_15%,16233.76923076923
25804,12452,Inlet6,Brightfield,4482.153846153846
25805,12453,Inlet6,4X_FITC_15%,19041.714285714286
25806,12453,Inlet6,Brightfield,4866.0
25807,12454,Inlet6,4X_FITC_15%,16212.307692307691
25808,12454,Inlet6,Brightfield,4692.615384615385
25809,12455,Inlet6,4X_FITC_15%,16549.583333333332
25810,12455,Inlet6,Brightfield,4577.833333333333
25811,12456,Inlet6,4X_FITC_15%,18010.46153846154
25812,12456,Inlet6,Brightfield,5355.923076923077
25813,12457,Inlet6,4X_FITC_15%,17293.666666666668
25814,12457,Inlet6,Brightfield,4904.666666666667
25815,12458,Inlet6,4X_FITC_15%,17502.384615384617
25816,12458,Inlet6,Brightfield,5378.384615384615
25817,12459,Inlet6,4X_FITC_15%,17214.35714285714
25818,12459,Inlet6,Brightfield,5165.428571428572
25819,12460,Inlet6,4X_FITC_15%,16261.833333333334
25820,12460,Inlet6,Brightfield,5574.333333333333
25821,12461,Inlet6,4X_FITC_15%,13030.153846153846
25822,12461,Inlet6,Brightfield,4266.461538461538
25823,12462,Inlet6,4X_FITC_15%,14947.307692307691
25824,12462,Inlet6,Brightfield,4015.3076923076924
25825,12463,Inlet6,4X_FITC_15%,17363.46153846154
25826,12463,Inlet6,Brightfield,4640.615384615385
25827,12464,Inlet6,4X_FITC_15%,16732.81818181818
25828,12464,Inlet6,Brightfield,5272.363636363636
25829,12465,Inlet6,4X_FITC_15%,17961.846153846152
25830,12465,Inlet6,Brightfield,4373.076923076923
25831,12466,Inlet6,4X_FITC_15%,15246.461538461539
25832,12466,Inlet6,Brightfield,4514.307692307692
25833,12467,Inlet6,4X_FITC_15%,18096.571428571428
25834,12467,Inlet6,Brightfield,5113.214285714285
25835,12468,Inlet6,4X_FITC_15%,16685.75
25836,12468,Inlet6,Brightfield,5108.416666666667
25837,12469,Inlet6,4X_FITC_15%,19519.571428571428
25838,12469,Inlet6,Brightfield,5018.714285714285
25839,12470,Inlet6,4X_FITC_15%,12581.923076923076
25840,12470,Inlet6,Brightfield,4430.0
25841,12471,Inlet6,4X_FITC_15%,17700.166666666668
25842,12471,Inlet6,Brightfield,5071.916666666667
25843,12472,Inlet6,4X_FITC_15%,17000.69230769231
25844,12472,Inlet6,Brightfield,5080.615384615385
25845,12473,Inlet6,4X_FITC_15%,16724.923076923078
25846,12473,Inlet6,Brightfield,5156.923076923077
25847,12474,Inlet6,4X_FITC_15%,17357.928571428572
25848,12474,Inlet6,Brightfield,4530.857142857143
25849,12475,Inlet6,4X_FITC_15%,16156.076923076924
25850,12475,Inlet6,Brightfield,5029.384615384615
25851,12476,Inlet6,4X_FITC_15%,16063.583333333334
25852,12476,Inlet6,Brightfield,4970.666666666667
25853,12477,Inlet6,4X_FITC_15%,17198.46153846154
25854,12477,Inlet6,Brightfield,5225.384615384615
25855,12478,Inlet6,4X_FITC_15%,16769.416666666668
25856,12478,Inlet6,Brightfield,4416.083333333333
25857,12479,Inlet6,4X_FITC_15%,13116.0
25858,12479,Inlet6,Brightfield,4533.7692307692305
25859,12480,Inlet6,4X_FITC_15%,18381.454545454544
25860,12480,Inlet6,Brightfield,5315.545454545455
25861,12481,Inlet6,4X_FITC_15%,16979.5
25862,12481,Inlet6,Brightfield,5176.0
25863,12482,Inlet6,4X_FITC_15%,17351.333333333332
25864,12482,Inlet6,Brightfield,5331.833333333333
25865,12483,Inlet6,4X_FITC_15%,13017.727272727272
25866,12483,Inlet6,Brightfield,4451.727272727273
25867,12484,Inlet6,4X_FITC_15%,20230.166666666668
25868,12484,Inlet6,Brightfield,4393.416666666667
25869,12485,Inlet6,4X_FITC_15%,21327.416666666668
25870,12485,Inlet6,Brightfield,3512.4166666666665
25871,12486,Inlet6,4X_FITC_15%,14243.153846153846
25872,12486,Inlet6,Brightfield,4124.153846153846
25873,12487,Inlet6,4X_FITC_15%,17455.53846153846
25874,12487,Inlet6,Brightfield,5214.615384615385
25875,12488,Inlet6,4X_FITC_15%,16803.428571428572
25876,12488,Inlet6,Brightfield,4798.785714285715
25877,12489,Inlet6,4X_FITC_15%,18823.454545454544
25878,12489,Inlet6,Brightfield,5221.636363636364
25879,12490,Inlet6,4X_FITC_15%,18143.833333333332
25880,12490,Inlet6,Brightfield,5521.0
25881,12491,Inlet6,4X_FITC_15%,19011.46153846154
25882,12491,Inlet6,Brightfield,4813.538461538462
25883,12492,Inlet6,4X_FITC_15%,16021.538461538461
25884,12492,Inlet6,Brightfield,5477.692307692308
25885,12493,Inlet6,4X_FITC_15%,19281.384615384617
25886,12493,Inlet6,Brightfield,4957.538461538462
25887,12494,Inlet6,4X_FITC_15%,14838.333333333334
25888,12494,Inlet6,Brightfield,5047.5
25889,12495,Inlet6,4X_FITC_15%,17697.615384615383
25890,12495,Inlet6,Brightfield,5165.846153846154
25891,12496,Inlet6,4X_FITC_15%,17390.076923076922
25892,12496,Inlet6,Brightfield,5119.7692307692305
25893,12497,Inlet6,4X_FITC_15%,16923.46153846154
25894,12497,Inlet6,Brightfield,4774.692307692308
25895,12498,Inlet6,4X_FITC_15%,16707.909090909092
25896,12498,Inlet6,Brightfield,5204.545454545455
25897,12499,Inlet6,4X_FITC_15%,18406.076923076922
25898,12499,Inlet6,Brightfield,4449.615384615385
25899,12500,Inlet6,4X_FITC_15%,17109.545454545456
25900,12500,Inlet6,Brightfield,4574.181818181818
25901,12501,Inlet6,4X_FITC_15%,16702.333333333332
25902,12501,Inlet6,Brightfield,4942.0
25903,12502,Inlet6,4X_FITC_15%,16313.76923076923
25904,12502,Inlet6,Brightfield,4947.0
25905,12503,Inlet6,4X_FITC_15%,17727.384615384617
25906,12503,Inlet6,Brightfield,5092.153846153846
25907,12504,Inlet6,4X_FITC_15%,16635.153846153848
25908,12504,Inlet6,Brightfield,4964.923076923077
25909,12505,Inlet6,4X_FITC_15%,13906.538461538461
25910,12505,Inlet6,Brightfield,4527.384615384615
25911,12506,Inlet6,4X_FITC_15%,18188.272727272728
25912,12506,Inlet6,Brightfield,5322.636363636364
25913,12507,Inlet6,4X_FITC_15%,17049.53846153846
25914,12507,Inlet6,Brightfield,5217.0
25915,12508,Inlet6,4X_FITC_15%,16931.153846153848
25916,12508,Inlet6,Brightfield,4549.846153846154
25917,12509,Inlet6,4X_FITC_15%,17800.785714285714
25918,12509,Inlet6,Brightfield,5026.428571428572
25919,12510,Inlet6,4X_FITC_15%,14513.307692307691
25920,12510,Inlet6,Brightfield,4615.538461538462
25921,12511,Inlet6,4X_FITC_15%,15576.545454545454
25922,12511,Inlet6,Brightfield,5471.727272727273
25923,12512,Inlet6,4X_FITC_15%,17720.85714285714
25924,12512,Inlet6,Brightfield,4924.214285714285
25925,12513,Inlet6,4X_FITC_15%,14390.692307692309
25926,12513,Inlet6,Brightfield,4541.846153846154
25927,12514,Inlet6,4X_FITC_15%,17214.071428571428
25928,12514,Inlet6,Brightfield,5094.785714285715
25929,12515,Inlet6,4X_FITC_15%,18416.69230769231
25930,12515,Inlet6,Brightfield,4917.538461538462
25931,12516,Inlet6,4X_FITC_15%,16323.09090909091
25932,12516,Inlet6,Brightfield,5256.454545454545
25933,12517,Inlet6,4X_FITC_15%,16407.4
25934,12517,Inlet6,Brightfield,5235.3
25935,12518,Inlet6,4X_FITC_15%,15869.333333333334
25936,12518,Inlet6,Brightfield,4642.333333333333
25937,12519,Inlet6,4X_FITC_15%,17356.909090909092
25938,12519,Inlet6,Brightfield,5186.363636363636
25939,12520,Inlet6,4X_FITC_15%,16204.307692307691
25940,12520,Inlet6,Brightfield,4453.461538461538
25941,12521,Inlet6,4X_FITC_15%,16664.75
25942,12521,Inlet6,Brightfield,5391.416666666667
25943,12522,Inlet6,4X_FITC_15%,16450.0
25944,12522,Inlet6,Brightfield,4251.785714285715
25945,12523,Inlet6,4X_FITC_15%,16969.53846153846
25946,12523,Inlet6,Brightfield,4479.384615384615
25947,12524,Inlet6,4X_FITC_15%,17126.0
25948,12524,Inlet6,Brightfield,5359.916666666667
25949,12525,Inlet6,4X_FITC_15%,16378.846153846154
25950,12525,Inlet6,Brightfield,4626.307692307692
25951,12526,Inlet6,4X_FITC_15%,15378.23076923077
25952,12526,Inlet6,Brightfield,4852.7692307692305
25953,12527,Inlet6,4X_FITC_15%,17267.846153846152
25954,12527,Inlet6,Brightfield,5323.692307692308
25955,12528,Inlet6,4X_FITC_15%,17959.69230769231
25956,12528,Inlet6,Brightfield,4903.0
25957,12529,Inlet6,4X_FITC_15%,17766.714285714286
25958,12529,Inlet6,Brightfield,5309.0
25959,12530,Inlet6,4X_FITC_15%,15931.23076923077
25960,12530,Inlet6,Brightfield,4134.846153846154
25961,12531,Inlet6,4X_FITC_15%,16072.416666666666
25962,12531,Inlet6,Brightfield,5003.916666666667
25963,12532,Inlet6,4X_FITC_15%,17865.153846153848
25964,12532,Inlet6,Brightfield,4598.615384615385
25965,12533,Inlet6,4X_FITC_15%,18664.0
25966,12533,Inlet6,Brightfield,5043.692307692308
25967,12534,Inlet6,4X_FITC_15%,16619.615384615383
25968,12534,Inlet6,Brightfield,5223.692307692308
25969,12535,Inlet6,4X_FITC_15%,16391.363636363636
25970,12535,Inlet6,Brightfield,4797.090909090909
25971,12536,Inlet6,4X_FITC_15%,15798.333333333334
25972,12536,Inlet6,Brightfield,4521.25
25973,12537,Inlet6,4X_FITC_15%,16274.0
25974,12537,Inlet6,Brightfield,4663.333333333333
25975,12538,Inlet6,4X_FITC_15%,17182.076923076922
25976,12538,Inlet6,Brightfield,4326.153846153846
25977,12539,Inlet6,4X_FITC_15%,18614.545454545456
25978,12539,Inlet6,Brightfield,4470.090909090909
25979,12540,Inlet6,4X_FITC_15%,17345.846153846152
25980,12540,Inlet6,Brightfield,5057.2307692307695
25981,12541,Inlet6,4X_FITC_15%,17401.545454545456
25982,12541,Inlet6,Brightfield,5040.363636363636
25983,12542,Inlet6,4X_FITC_15%,17315.25
25984,12542,Inlet6,Brightfield,5180.083333333333
25985,12543,Inlet6,4X_FITC_15%,15229.545454545454
25986,12543,Inlet6,Brightfield,4354.181818181818
