,Droplet ID,File,Channel,Intensity
57379,28240,PWM75_2,4X_FITC_15%,11553.08
57380,28240,PWM75_2,Brightfield,4759.64
57381,28241,PWM75_2,4X_FITC_15%,11553.0
57382,28241,PWM75_2,Brightfield,5128.96
57383,28242,PWM75_2,4X_FITC_15%,12091.48
57384,28242,PWM75_2,Brightfield,4876.72
57385,28243,PWM75_2,4X_FITC_15%,11403.0
57386,28243,PWM75_2,Brightfield,3685.88
57387,28244,PWM75_2,4X_FITC_15%,18192.0
57388,28244,PWM75_2,Brightfield,5091.6
57389,28245,PWM75_2,4X_FITC_15%,12534.92
57390,28245,PWM75_2,Brightfield,4786.52
57391,28246,PWM75_2,4X_FITC_15%,12109.96
57392,28246,PWM75_2,Brightfield,4392.28
57393,28247,PWM75_2,4X_FITC_15%,11492.96
57394,28247,PWM75_2,Brightfield,5040.68
57395,28248,PWM75_2,4X_FITC_15%,12095.24
57396,28248,PWM75_2,Brightfield,5245.6
57397,28249,PWM75_2,4X_FITC_15%,19070.04
57398,28249,PWM75_2,Brightfield,4581.44
57399,28250,PWM75_2,4X_FITC_15%,11883.6
57400,28250,PWM75_2,Brightfield,4863.56
57401,28251,PWM75_2,4X_FITC_15%,11573.28
57402,28251,PWM75_2,Brightfield,4550.56
57403,28252,PWM75_2,4X_FITC_15%,11742.36
57404,28252,PWM75_2,Brightfield,4665.36
57405,28253,PWM75_2,4X_FITC_15%,12127.48
57406,28253,PWM75_2,Brightfield,4515.52
57407,28254,PWM75_2,4X_FITC_15%,13938.16
57408,28254,PWM75_2,Brightfield,5490.24
57409,28255,PWM75_2,4X_FITC_15%,12058.64
57410,28255,PWM75_2,Brightfield,5055.28
57411,28256,PWM75_2,4X_FITC_15%,11987.2
57412,28256,PWM75_2,Brightfield,5091.4
57413,28257,PWM75_2,4X_FITC_15%,15294.68
57414,28257,PWM75_2,Brightfield,5258.24
57415,28258,PWM75_2,4X_FITC_15%,12293.32
57416,28258,PWM75_2,Brightfield,5133.52
57417,28259,PWM75_2,4X_FITC_15%,11109.76
57418,28259,PWM75_2,Brightfield,4038.68
57419,28260,PWM75_2,4X_FITC_15%,12215.52
57420,28260,PWM75_2,Brightfield,4745.92
57421,28261,PWM75_2,4X_FITC_15%,12473.08
57422,28261,PWM75_2,Brightfield,4852.68
57423,28262,PWM75_2,4X_FITC_15%,13808.36
57424,28262,PWM75_2,Brightfield,5272.44
57425,28263,PWM75_2,4X_FITC_15%,13179.04
57426,28263,PWM75_2,Brightfield,5385.72
57427,28264,PWM75_2,4X_FITC_15%,12840.88
57428,28264,PWM75_2,Brightfield,5725.24
57429,28265,PWM75_2,4X_FITC_15%,12765.96
57430,28265,PWM75_2,Brightfield,5668.76
57431,28266,PWM75_2,4X_FITC_15%,12618.76
57432,28266,PWM75_2,Brightfield,4436.68
57433,28267,PWM75_2,4X_FITC_15%,11668.28
57434,28267,PWM75_2,Brightfield,4869.44
57435,28268,PWM75_2,4X_FITC_15%,10992.68
57436,28268,PWM75_2,Brightfield,4565.8
57437,28269,PWM75_2,4X_FITC_15%,16252.4
57438,28269,PWM75_2,Brightfield,4199.16
57439,28270,PWM75_2,4X_FITC_15%,10948.52
57440,28270,PWM75_2,Brightfield,4616.36
57441,28271,PWM75_2,4X_FITC_15%,12583.12
57442,28271,PWM75_2,Brightfield,4312.52
57443,28272,PWM75_2,4X_FITC_15%,11400.48
57444,28272,PWM75_2,Brightfield,4895.8
57445,28273,PWM75_2,4X_FITC_15%,12189.92
57446,28273,PWM75_2,Brightfield,5170.6
57447,28274,PWM75_2,4X_FITC_15%,11939.4
57448,28274,PWM75_2,Brightfield,4922.12
57449,28275,PWM75_2,4X_FITC_15%,14168.24
57450,28275,PWM75_2,Brightfield,5188.52
57451,28276,PWM75_2,4X_FITC_15%,12068.16
57452,28276,PWM75_2,Brightfield,4610.2
57453,28277,PWM75_2,4X_FITC_15%,12517.44
57454,28277,PWM75_2,Brightfield,4757.84
57455,28278,PWM75_2,4X_FITC_15%,19687.68
57456,28278,PWM75_2,Brightfield,4865.32
57457,28279,PWM75_2,4X_FITC_15%,11921.12
57458,28279,PWM75_2,Brightfield,4334.6
57459,28280,PWM75_2,4X_FITC_15%,12259.12
57460,28280,PWM75_2,Brightfield,4633.36
57461,28281,PWM75_2,4X_FITC_15%,13851.76
57462,28281,PWM75_2,Brightfield,3769.4
57463,28282,PWM75_2,4X_FITC_15%,11826.88
57464,28282,PWM75_2,Brightfield,4292.72
57465,28283,PWM75_2,4X_FITC_15%,12612.72
57466,28283,PWM75_2,Brightfield,4176.6
57467,28284,PWM75_2,4X_FITC_15%,11279.08
57468,28284,PWM75_2,Brightfield,3993.92
57469,28285,PWM75_2,4X_FITC_15%,12387.28
57470,28285,PWM75_2,Brightfield,4895.16
57471,28286,PWM75_2,4X_FITC_15%,17877.88
57472,28286,PWM75_2,Brightfield,4860.48
57473,28287,PWM75_2,4X_FITC_15%,12229.4
57474,28287,PWM75_2,Brightfield,4589.16
57475,28288,PWM75_2,4X_FITC_15%,11835.88
57476,28288,PWM75_2,Brightfield,5983.92
57477,28289,PWM75_2,4X_FITC_15%,11957.04
57478,28289,PWM75_2,Brightfield,4299.36
57479,28290,PWM75_2,4X_FITC_15%,13494.88
57480,28290,PWM75_2,Brightfield,4411.88
57481,28291,PWM75_2,4X_FITC_15%,11571.28
57482,28291,PWM75_2,Brightfield,4597.24
57483,28292,PWM75_2,4X_FITC_15%,14545.52
57484,28292,PWM75_2,Brightfield,5258.28
57485,28293,PWM75_2,4X_FITC_15%,21604.16
57486,28293,PWM75_2,Brightfield,2560.6
57487,28294,PWM75_2,4X_FITC_15%,10799.0
57488,28294,PWM75_2,Brightfield,4525.24
57489,28295,PWM75_2,4X_FITC_15%,12021.72
57490,28295,PWM75_2,Brightfield,4464.72
57491,28296,PWM75_2,4X_FITC_15%,13013.56
57492,28296,PWM75_2,Brightfield,4954.32
57493,28297,PWM75_2,4X_FITC_15%,13470.8
57494,28297,PWM75_2,Brightfield,5163.8
57495,28298,PWM75_2,4X_FITC_15%,11489.16
57496,28298,PWM75_2,Brightfield,4934.88
57497,28299,PWM75_2,4X_FITC_15%,12896.56
57498,28299,PWM75_2,Brightfield,5202.96
57499,28300,PWM75_2,4X_FITC_15%,18439.52
57500,28300,PWM75_2,Brightfield,4599.6
57501,28301,PWM75_2,4X_FITC_15%,13138.84
57502,28301,PWM75_2,Brightfield,4608.28
57503,28302,PWM75_2,4X_FITC_15%,12068.6
57504,28302,PWM75_2,Brightfield,3454.4
57505,28303,PWM75_2,4X_FITC_15%,12717.2
57506,28303,PWM75_2,Brightfield,5121.6
57507,28304,PWM75_2,4X_FITC_15%,10914.0
57508,28304,PWM75_2,Brightfield,4528.0
57509,28305,PWM75_2,4X_FITC_15%,11992.52
57510,28305,PWM75_2,Brightfield,4294.32
57511,28306,PWM75_2,4X_FITC_15%,12560.08
57512,28306,PWM75_2,Brightfield,4369.16
57513,28307,PWM75_2,4X_FITC_15%,11768.44
57514,28307,PWM75_2,Brightfield,5249.48
57515,28308,PWM75_2,4X_FITC_15%,12219.88
57516,28308,PWM75_2,Brightfield,4578.48
57517,28309,PWM75_2,4X_FITC_15%,11621.48
57518,28309,PWM75_2,Brightfield,4868.4
57519,28310,PWM75_2,4X_FITC_15%,13922.92
57520,28310,PWM75_2,Brightfield,5272.08
57521,28311,PWM75_2,4X_FITC_15%,17062.6
57522,28311,PWM75_2,Brightfield,4370.48
57523,28312,PWM75_2,4X_FITC_15%,12210.6
57524,28312,PWM75_2,Brightfield,4402.28
57525,28313,PWM75_2,4X_FITC_15%,11777.36
57526,28313,PWM75_2,Brightfield,4553.48
57527,28314,PWM75_2,4X_FITC_15%,11913.08
57528,28314,PWM75_2,Brightfield,5186.4
57529,28315,PWM75_2,4X_FITC_15%,12184.68
57530,28315,PWM75_2,Brightfield,5248.8
57531,28316,PWM75_2,4X_FITC_15%,15203.56
57532,28316,PWM75_2,Brightfield,5042.6
57533,28317,PWM75_2,4X_FITC_15%,13103.76
57534,28317,PWM75_2,Brightfield,5412.16
57535,28318,PWM75_2,4X_FITC_15%,12427.24
57536,28318,PWM75_2,Brightfield,4725.16
57537,28319,PWM75_2,4X_FITC_15%,13891.56
57538,28319,PWM75_2,Brightfield,5564.28
57539,28320,PWM75_2,4X_FITC_15%,13094.24
57540,28320,PWM75_2,Brightfield,5464.56
57541,28321,PWM75_2,4X_FITC_15%,10873.72
57542,28321,PWM75_2,Brightfield,4201.16
57543,28322,PWM75_2,4X_FITC_15%,18277.36
57544,28322,PWM75_2,Brightfield,5696.2
57545,28323,PWM75_2,4X_FITC_15%,12095.44
57546,28323,PWM75_2,Brightfield,4475.04
57547,28324,PWM75_2,4X_FITC_15%,11902.6
57548,28324,PWM75_2,Brightfield,4071.32
57549,28325,PWM75_2,4X_FITC_15%,12251.44
57550,28325,PWM75_2,Brightfield,4999.88
57551,28326,PWM75_2,4X_FITC_15%,10649.36
57552,28326,PWM75_2,Brightfield,4369.88
57553,28327,PWM75_2,4X_FITC_15%,12413.2
57554,28327,PWM75_2,Brightfield,5082.12
57555,28328,PWM75_2,4X_FITC_15%,12767.12
57556,28328,PWM75_2,Brightfield,5224.48
57557,28329,PWM75_2,4X_FITC_15%,11294.84
57558,28329,PWM75_2,Brightfield,4780.56
57559,28330,PWM75_2,4X_FITC_15%,11406.92
57560,28330,PWM75_2,Brightfield,4426.96
57561,28331,PWM75_2,4X_FITC_15%,11799.08
57562,28331,PWM75_2,Brightfield,4381.68
57563,28332,PWM75_2,4X_FITC_15%,11933.12
57564,28332,PWM75_2,Brightfield,4917.48
57565,28333,PWM75_2,4X_FITC_15%,14639.76
57566,28333,PWM75_2,Brightfield,4671.28
57567,28334,PWM75_2,4X_FITC_15%,11381.36
57568,28334,PWM75_2,Brightfield,4515.12
57569,28335,PWM75_2,4X_FITC_15%,11858.0
57570,28335,PWM75_2,Brightfield,4767.64
57571,28336,PWM75_2,4X_FITC_15%,11760.76
57572,28336,PWM75_2,Brightfield,4169.36
57573,28337,PWM75_2,4X_FITC_15%,13563.44
57574,28337,PWM75_2,Brightfield,4625.8
57575,28338,PWM75_2,4X_FITC_15%,12264.64
57576,28338,PWM75_2,Brightfield,5626.36
57577,28339,PWM75_2,4X_FITC_15%,13072.84
57578,28339,PWM75_2,Brightfield,4076.0
57579,28340,PWM75_2,4X_FITC_15%,15750.92
57580,28340,PWM75_2,Brightfield,3779.12
57581,28341,PWM75_2,4X_FITC_15%,12698.04
57582,28341,PWM75_2,Brightfield,4267.48
57583,28342,PWM75_2,4X_FITC_15%,12102.24
57584,28342,PWM75_2,Brightfield,3787.0
57585,28343,PWM75_2,4X_FITC_15%,12074.56
57586,28343,PWM75_2,Brightfield,5286.88
57587,28344,PWM75_2,4X_FITC_15%,14473.2
57588,28344,PWM75_2,Brightfield,4670.24
57589,28345,PWM75_2,4X_FITC_15%,11263.32
57590,28345,PWM75_2,Brightfield,4923.08
57591,28346,PWM75_2,4X_FITC_15%,12842.0
57592,28346,PWM75_2,Brightfield,4834.2
57593,28347,PWM75_2,4X_FITC_15%,12299.48
57594,28347,PWM75_2,Brightfield,5213.92
57595,28348,PWM75_2,4X_FITC_15%,12289.0
57596,28348,PWM75_2,Brightfield,5229.24
57597,28349,PWM75_2,4X_FITC_15%,11982.16
57598,28349,PWM75_2,Brightfield,4389.88
57599,28350,PWM75_2,4X_FITC_15%,14723.88
57600,28350,PWM75_2,Brightfield,4512.56
57601,28351,PWM75_2,4X_FITC_15%,12246.32
57602,28351,PWM75_2,Brightfield,5029.96
57603,28352,PWM75_2,4X_FITC_15%,10944.08
57604,28352,PWM75_2,Brightfield,3872.88
57605,28353,PWM75_2,4X_FITC_15%,10691.4
57606,28353,PWM75_2,Brightfield,4657.8
57607,28354,PWM75_2,4X_FITC_15%,11339.92
57608,28354,PWM75_2,Brightfield,4488.2
57609,28355,PWM75_2,4X_FITC_15%,12437.76
57610,28355,PWM75_2,Brightfield,4645.44
57611,28356,PWM75_2,4X_FITC_15%,11694.52
57612,28356,PWM75_2,Brightfield,4623.44
57613,28357,PWM75_2,4X_FITC_15%,9661.64
57614,28357,PWM75_2,Brightfield,3802.28
57615,28358,PWM75_2,4X_FITC_15%,11596.48
57616,28358,PWM75_2,Brightfield,4120.92
57617,28359,PWM75_2,4X_FITC_15%,10082.32
57618,28359,PWM75_2,Brightfield,4311.36
57619,28360,PWM75_2,4X_FITC_15%,15382.08
57620,28360,PWM75_2,Brightfield,4095.32
57621,28361,PWM75_2,4X_FITC_15%,11978.8
57622,28361,PWM75_2,Brightfield,4191.64
57623,28362,PWM75_2,4X_FITC_15%,14004.0
57624,28362,PWM75_2,Brightfield,4816.4
57625,28363,PWM75_2,4X_FITC_15%,13114.48
57626,28363,PWM75_2,Brightfield,4820.44
57627,28364,PWM75_2,4X_FITC_15%,12956.96
57628,28364,PWM75_2,Brightfield,3730.96
57629,28365,PWM75_2,4X_FITC_15%,12239.76
57630,28365,PWM75_2,Brightfield,4868.6
57631,28366,PWM75_2,4X_FITC_15%,12298.52
57632,28366,PWM75_2,Brightfield,4803.76
57633,28367,PWM75_2,4X_FITC_15%,11637.84
57634,28367,PWM75_2,Brightfield,4797.32
57635,28368,PWM75_2,4X_FITC_15%,11867.92
57636,28368,PWM75_2,Brightfield,4584.56
57637,28369,PWM75_2,4X_FITC_15%,11824.36
57638,28369,PWM75_2,Brightfield,4750.12
57639,28370,PWM75_2,4X_FITC_15%,13216.32
57640,28370,PWM75_2,Brightfield,4721.64
57641,28371,PWM75_2,4X_FITC_15%,12009.48
57642,28371,PWM75_2,Brightfield,5406.24
57643,28372,PWM75_2,4X_FITC_15%,14718.72
57644,28372,PWM75_2,Brightfield,5099.88
57645,28373,PWM75_2,4X_FITC_15%,11210.2
57646,28373,PWM75_2,Brightfield,4770.96
57647,28374,PWM75_2,4X_FITC_15%,11635.48
57648,28374,PWM75_2,Brightfield,4031.08
57649,28375,PWM75_2,4X_FITC_15%,12352.32
57650,28375,PWM75_2,Brightfield,5231.2
57651,28376,PWM75_2,4X_FITC_15%,12345.8
57652,28376,PWM75_2,Brightfield,5876.64
57653,28377,PWM75_2,4X_FITC_15%,13237.32
57654,28377,PWM75_2,Brightfield,5451.48
57655,28378,PWM75_2,4X_FITC_15%,10788.52
57656,28378,PWM75_2,Brightfield,4956.72
57657,28379,PWM75_2,4X_FITC_15%,10613.12
57658,28379,PWM75_2,Brightfield,3695.8
57659,28380,PWM75_2,4X_FITC_15%,12828.88
57660,28380,PWM75_2,Brightfield,5705.72
57661,28381,PWM75_2,4X_FITC_15%,12546.8
57662,28381,PWM75_2,Brightfield,5263.36
57663,28382,PWM75_2,4X_FITC_15%,10352.88
57664,28382,PWM75_2,Brightfield,4610.12
57665,28383,PWM75_2,4X_FITC_15%,11361.56
57666,28383,PWM75_2,Brightfield,3632.64
57667,28384,PWM75_2,4X_FITC_15%,13110.52
57668,28384,PWM75_2,Brightfield,5126.76
57669,28385,PWM75_2,4X_FITC_15%,11732.04
57670,28385,PWM75_2,Brightfield,4926.16
57671,28386,PWM75_2,4X_FITC_15%,11867.4
57672,28386,PWM75_2,Brightfield,4797.6
57673,28387,PWM75_2,4X_FITC_15%,12892.2
57674,28387,PWM75_2,Brightfield,3813.24
57675,28388,PWM75_2,4X_FITC_15%,12968.56
57676,28388,PWM75_2,Brightfield,4922.64
57677,28389,PWM75_2,4X_FITC_15%,11820.44
57678,28389,PWM75_2,Brightfield,4699.24
57679,28390,PWM75_2,4X_FITC_15%,12185.4
57680,28390,PWM75_2,Brightfield,4652.96
57681,28391,PWM75_2,4X_FITC_15%,13070.88
57682,28391,PWM75_2,Brightfield,5814.44
57683,28392,PWM75_2,4X_FITC_15%,15457.48
57684,28392,PWM75_2,Brightfield,5229.72
57685,28393,PWM75_2,4X_FITC_15%,10549.72
57686,28393,PWM75_2,Brightfield,4274.24
57687,28394,PWM75_2,4X_FITC_15%,15609.04
57688,28394,PWM75_2,Brightfield,4584.04
57689,28395,PWM75_2,4X_FITC_15%,13589.88
57690,28395,PWM75_2,Brightfield,3962.44
57691,28396,PWM75_2,4X_FITC_15%,12943.96
57692,28396,PWM75_2,Brightfield,2963.6
57693,28397,PWM75_2,4X_FITC_15%,13155.84
57694,28397,PWM75_2,Brightfield,4729.64
57695,28398,PWM75_2,4X_FITC_15%,11282.6
57696,28398,PWM75_2,Brightfield,4580.68
57697,28399,PWM75_2,4X_FITC_15%,11744.08
57698,28399,PWM75_2,Brightfield,5765.44
57699,28400,PWM75_2,4X_FITC_15%,13877.88
57700,28400,PWM75_2,Brightfield,4964.32
57701,28401,PWM75_2,4X_FITC_15%,11283.32
57702,28401,PWM75_2,Brightfield,5144.56
57703,28402,PWM75_2,4X_FITC_15%,10398.16
57704,28402,PWM75_2,Brightfield,4408.72
57705,28403,PWM75_2,4X_FITC_15%,13686.64
57706,28403,PWM75_2,Brightfield,4962.48
57707,28404,PWM75_2,4X_FITC_15%,11669.2
57708,28404,PWM75_2,Brightfield,4321.04
57709,28405,PWM75_2,4X_FITC_15%,11931.04
57710,28405,PWM75_2,Brightfield,3976.16
57711,28406,PWM75_2,4X_FITC_15%,11516.6
57712,28406,PWM75_2,Brightfield,4328.76
57713,28407,PWM75_2,4X_FITC_15%,10812.0
57714,28407,PWM75_2,Brightfield,4126.08
57715,28408,PWM75_2,4X_FITC_15%,16354.64
57716,28408,PWM75_2,Brightfield,5016.64
57717,28409,PWM75_2,4X_FITC_15%,13474.88
57718,28409,PWM75_2,Brightfield,5031.28
57719,28410,PWM75_2,4X_FITC_15%,12197.6
57720,28410,PWM75_2,Brightfield,4721.88
57721,28411,PWM75_2,4X_FITC_15%,11010.36
57722,28411,PWM75_2,Brightfield,4686.4
57723,28412,PWM75_2,4X_FITC_15%,11557.64
57724,28412,PWM75_2,Brightfield,5041.8
57725,28413,PWM75_2,4X_FITC_15%,11582.76
57726,28413,PWM75_2,Brightfield,5642.48
57727,28414,PWM75_2,4X_FITC_15%,10626.56
57728,28414,PWM75_2,Brightfield,4731.64
57729,28415,PWM75_2,4X_FITC_15%,12597.64
57730,28415,PWM75_2,Brightfield,3767.48
57731,28416,PWM75_2,4X_FITC_15%,12372.36
57732,28416,PWM75_2,Brightfield,4610.2
57733,28417,PWM75_2,4X_FITC_15%,14779.56
57734,28417,PWM75_2,Brightfield,5058.96
57735,28418,PWM75_2,4X_FITC_15%,12269.44
57736,28418,PWM75_2,Brightfield,4197.76
57737,28419,PWM75_2,4X_FITC_15%,13112.92
57738,28419,PWM75_2,Brightfield,4411.92
57739,28420,PWM75_2,4X_FITC_15%,14132.32
57740,28420,PWM75_2,Brightfield,2986.16
57741,28421,PWM75_2,4X_FITC_15%,13424.6
57742,28421,PWM75_2,Brightfield,4631.08
57743,28422,PWM75_2,4X_FITC_15%,11783.96
57744,28422,PWM75_2,Brightfield,4144.92
57745,28423,PWM75_2,4X_FITC_15%,13416.76
57746,28423,PWM75_2,Brightfield,4506.04
57747,28424,PWM75_2,4X_FITC_15%,11031.08
57748,28424,PWM75_2,Brightfield,4911.08
57749,28425,PWM75_2,4X_FITC_15%,12105.04
57750,28425,PWM75_2,Brightfield,5145.04
57751,28426,PWM75_2,4X_FITC_15%,12008.76
57752,28426,PWM75_2,Brightfield,4572.52
57753,28427,PWM75_2,4X_FITC_15%,11630.36
57754,28427,PWM75_2,Brightfield,4886.88
57755,28428,PWM75_2,4X_FITC_15%,11662.0
57756,28428,PWM75_2,Brightfield,4475.8
57757,28429,PWM75_2,4X_FITC_15%,10747.48
57758,28429,PWM75_2,Brightfield,5066.76
57759,28430,PWM75_2,4X_FITC_15%,11710.88
57760,28430,PWM75_2,Brightfield,5191.64
57761,28431,PWM75_2,4X_FITC_15%,13317.44
57762,28431,PWM75_2,Brightfield,4899.92
57763,28432,PWM75_2,4X_FITC_15%,11901.56
57764,28432,PWM75_2,Brightfield,4606.76
57765,28433,PWM75_2,4X_FITC_15%,11919.56
57766,28433,PWM75_2,Brightfield,5517.96
57767,28434,PWM75_2,4X_FITC_15%,10334.2
57768,28434,PWM75_2,Brightfield,4103.8
57769,28435,PWM75_2,4X_FITC_15%,13676.8
57770,28435,PWM75_2,Brightfield,4875.36
57771,28436,PWM75_2,4X_FITC_15%,12397.36
57772,28436,PWM75_2,Brightfield,5180.52
57773,28437,PWM75_2,4X_FITC_15%,12497.24
57774,28437,PWM75_2,Brightfield,5170.08
57775,28438,PWM75_2,4X_FITC_15%,12133.52
57776,28438,PWM75_2,Brightfield,5644.52
57777,28439,PWM75_2,4X_FITC_15%,12605.6
57778,28439,PWM75_2,Brightfield,5033.24
57779,28440,PWM75_2,4X_FITC_15%,13395.84
57780,28440,PWM75_2,Brightfield,4325.28
57781,28441,PWM75_2,4X_FITC_15%,10164.04
57782,28441,PWM75_2,Brightfield,3291.64
57783,28442,PWM75_2,4X_FITC_15%,11480.64
57784,28442,PWM75_2,Brightfield,4330.6
57785,28443,PWM75_2,4X_FITC_15%,10510.28
57786,28443,PWM75_2,Brightfield,2337.48
57787,28444,PWM75_2,4X_FITC_15%,10356.52
57788,28444,PWM75_2,Brightfield,4391.88
57789,28445,PWM75_2,4X_FITC_15%,12865.68
57790,28445,PWM75_2,Brightfield,4459.56
57791,28446,PWM75_2,4X_FITC_15%,10729.8
57792,28446,PWM75_2,Brightfield,3740.88
57793,28447,PWM75_2,4X_FITC_15%,13001.36
57794,28447,PWM75_2,Brightfield,2704.36
57795,28448,PWM75_2,4X_FITC_15%,11922.28
57796,28448,PWM75_2,Brightfield,5531.28
57797,28449,PWM75_2,4X_FITC_15%,11077.76
57798,28449,PWM75_2,Brightfield,4876.88
57799,28450,PWM75_2,4X_FITC_15%,12769.8
57800,28450,PWM75_2,Brightfield,4688.56
57801,28451,PWM75_2,4X_FITC_15%,13395.4
57802,28451,PWM75_2,Brightfield,5407.8
57803,28452,PWM75_2,4X_FITC_15%,11847.76
57804,28452,PWM75_2,Brightfield,5489.72
57805,28453,PWM75_2,4X_FITC_15%,10263.6
57806,28453,PWM75_2,Brightfield,4123.72
57807,28454,PWM75_2,4X_FITC_15%,11966.2
57808,28454,PWM75_2,Brightfield,3998.28
57809,28455,PWM75_2,4X_FITC_15%,13091.0
57810,28455,PWM75_2,Brightfield,4620.12
57811,28456,PWM75_2,4X_FITC_15%,11520.72
57812,28456,PWM75_2,Brightfield,4526.2
57813,28457,PWM75_2,4X_FITC_15%,11750.24
57814,28457,PWM75_2,Brightfield,4160.28
57815,28458,PWM75_2,4X_FITC_15%,12981.04
57816,28458,PWM75_2,Brightfield,3882.36
57817,28459,PWM75_2,4X_FITC_15%,11290.12
57818,28459,PWM75_2,Brightfield,4428.84
57819,28460,PWM75_2,4X_FITC_15%,12153.64
57820,28460,PWM75_2,Brightfield,4111.76
57821,28461,PWM75_2,4X_FITC_15%,9862.32
57822,28461,PWM75_2,Brightfield,4359.44
57823,28462,PWM75_2,4X_FITC_15%,12750.24
57824,28462,PWM75_2,Brightfield,4459.24
57825,28463,PWM75_2,4X_FITC_15%,12126.44
57826,28463,PWM75_2,Brightfield,5058.2
57827,28464,PWM75_2,4X_FITC_15%,11744.24
57828,28464,PWM75_2,Brightfield,5211.12
57829,28465,PWM75_2,4X_FITC_15%,11992.16
57830,28465,PWM75_2,Brightfield,4484.08
57831,28466,PWM75_2,4X_FITC_15%,11630.04
57832,28466,PWM75_2,Brightfield,4808.88
57833,28467,PWM75_2,4X_FITC_15%,14284.04
57834,28467,PWM75_2,Brightfield,2756.88
57835,28468,PWM75_2,4X_FITC_15%,11661.4
57836,28468,PWM75_2,Brightfield,5172.68
57837,28469,PWM75_2,4X_FITC_15%,11731.2
57838,28469,PWM75_2,Brightfield,4510.6
57839,28470,PWM75_2,4X_FITC_15%,12066.48
57840,28470,PWM75_2,Brightfield,5487.2
57841,28471,PWM75_2,4X_FITC_15%,11205.56
57842,28471,PWM75_2,Brightfield,5046.44
57843,28472,PWM75_2,4X_FITC_15%,10707.52
57844,28472,PWM75_2,Brightfield,3456.92
57845,28473,PWM75_2,4X_FITC_15%,11972.96
57846,28473,PWM75_2,Brightfield,4415.16
57847,28474,PWM75_2,4X_FITC_15%,10518.64
57848,28474,PWM75_2,Brightfield,3868.36
57849,28475,PWM75_2,4X_FITC_15%,11206.16
57850,28475,PWM75_2,Brightfield,4773.64
57851,28476,PWM75_2,4X_FITC_15%,11322.32
57852,28476,PWM75_2,Brightfield,4640.4
57853,28477,PWM75_2,4X_FITC_15%,10632.16
57854,28477,PWM75_2,Brightfield,4464.24
57855,28478,PWM75_2,4X_FITC_15%,11052.36
57856,28478,PWM75_2,Brightfield,5120.16
57857,28479,PWM75_2,4X_FITC_15%,12714.24
57858,28479,PWM75_2,Brightfield,4841.88
57859,28480,PWM75_2,4X_FITC_15%,17997.52
57860,28480,PWM75_2,Brightfield,5169.52
57861,28481,PWM75_2,4X_FITC_15%,10635.96
57862,28481,PWM75_2,Brightfield,4791.2
57863,28482,PWM75_2,4X_FITC_15%,12204.84
57864,28482,PWM75_2,Brightfield,4528.04
57865,28483,PWM75_2,4X_FITC_15%,11902.04
57866,28483,PWM75_2,Brightfield,5235.8
57867,28484,PWM75_2,4X_FITC_15%,11404.68
57868,28484,PWM75_2,Brightfield,4289.24
57869,28485,PWM75_2,4X_FITC_15%,12921.24
57870,28485,PWM75_2,Brightfield,4558.96
57871,28486,PWM75_2,4X_FITC_15%,11294.44
57872,28486,PWM75_2,Brightfield,5088.4
57873,28487,PWM75_2,4X_FITC_15%,11406.72
57874,28487,PWM75_2,Brightfield,4849.24
57875,28488,PWM75_2,4X_FITC_15%,12038.8
57876,28488,PWM75_2,Brightfield,4258.2
57877,28489,PWM75_2,4X_FITC_15%,10717.04
57878,28489,PWM75_2,Brightfield,4718.0
57879,28490,PWM75_2,4X_FITC_15%,12418.44
57880,28490,PWM75_2,Brightfield,4398.68
57881,28491,PWM75_2,4X_FITC_15%,10993.4
57882,28491,PWM75_2,Brightfield,3802.4
57883,28492,PWM75_2,4X_FITC_15%,10528.2
57884,28492,PWM75_2,Brightfield,4059.32
57885,28493,PWM75_2,4X_FITC_15%,11632.96
57886,28493,PWM75_2,Brightfield,3841.96
57887,28494,PWM75_2,4X_FITC_15%,12067.28
57888,28494,PWM75_2,Brightfield,4669.92
57889,28495,PWM75_2,4X_FITC_15%,12870.32
57890,28495,PWM75_2,Brightfield,5467.16
57891,28496,PWM75_2,4X_FITC_15%,11107.56
57892,28496,PWM75_2,Brightfield,4401.76
57893,28497,PWM75_2,4X_FITC_15%,15345.72
57894,28497,PWM75_2,Brightfield,3397.92
57895,28498,PWM75_2,4X_FITC_15%,11704.72
57896,28498,PWM75_2,Brightfield,5360.2
57897,28499,PWM75_2,4X_FITC_15%,12026.72
57898,28499,PWM75_2,Brightfield,4549.08
57899,28500,PWM75_2,4X_FITC_15%,12102.72
57900,28500,PWM75_2,Brightfield,3142.48
57901,28501,PWM75_2,4X_FITC_15%,10776.2
57902,28501,PWM75_2,Brightfield,4988.88
57903,28502,PWM75_2,4X_FITC_15%,12262.0
57904,28502,PWM75_2,Brightfield,5429.0
57905,28503,PWM75_2,4X_FITC_15%,13777.76
57906,28503,PWM75_2,Brightfield,4728.48
57907,28504,PWM75_2,4X_FITC_15%,13176.0
57908,28504,PWM75_2,Brightfield,4873.72
57909,28505,PWM75_2,4X_FITC_15%,11406.16
57910,28505,PWM75_2,Brightfield,4103.0
57911,28506,PWM75_2,4X_FITC_15%,12142.0
57912,28506,PWM75_2,Brightfield,4825.4
57913,28507,PWM75_2,4X_FITC_15%,12204.84
57914,28507,PWM75_2,Brightfield,4385.64
57915,28508,PWM75_2,4X_FITC_15%,12088.4
