Area,Intensity,Eccentricity,Droplet Sample
347,5392,0.148926,Mix
386,1449,0.145499,Mix
387,7822,0.183227,Mix
386,7662,0.223474,Mix
367,1227,0.258066,Mix
351,5258,0.149500,Mix
338,5737,0.287615,Mix
381,1194,0.126345,Mix
345,4989,0.205796,Mix
393,7922,0.238148,Mix
222,524,0.762707,Mix
371,5130,0.183747,Mix
382,5980,0.188157,Mix
351,6628,0.142025,Mix
309,6360,0.581466,Mix
18533,228051,0.257644,Mix
388,1541,0.196127,Mix
357,7136,0.157949,Mix
389,7703,0.265322,Mix
373,7457,0.137380,Mix
104,1207,0.883202,Mix
360,7015,0.249804,Mix
241,3042,0.718034,Mix
388,1465,0.070026,Mix
353,7113,0.045939,Mix
371,6621,0.182787,Mix
350,6980,0.154327,Mix
364,4338,0.153033,Mix
388,1388,0.178580,Mix
369,7377,0.055403,Mix
380,1262,0.128603,Mix
352,6246,0.178464,Mix
347,6303,0.161190,Mix
374,6014,0.169266,Mix
354,6865,0.191073,Mix
358,6866,0.213340,Mix
376,1192,0.104809,Mix
380,1312,0.197409,Mix
356,6742,0.180982,Mix
384,7407,0.000000,Mix
378,7499,0.147220,Mix
344,4297,0.309852,Mix
378,1229,0.147220,Mix
384,1414,0.202635,Mix
301,3753,0.584618,Mix
339,1355,0.586087,Mix
378,1205,0.142789,Mix
369,6176,0.233952,Mix
336,4620,0.378226,Mix
264,4103,0.182354,Mix
351,6615,0.134027,Mix
382,1201,0.178384,Mix
354,6979,0.228656,Mix
358,7074,0.213340,Mix
333,1306,0.613565,Mix
265,3124,0.697821,Mix
240,695,0.678924,Mix
364,7219,0.248430,Mix
387,1438,0.134316,Mix
398,1465,0.183215,Mix
355,7056,0.282384,Mix
380,1385,0.165262,Mix
388,1392,0.235742,Mix
363,7125,0.213947,Mix
378,1410,0.142789,Mix
386,1324,0.145499,Mix
349,5557,0.188386,Mix
352,6110,0.246042,Mix
319,6079,0.511007,Mix
386,1344,0.193355,Mix
374,7390,0.139831,Mix
343,5350,0.153317,Mix
373,6816,0.164279,Mix
373,1135,0.251815,Mix
380,1193,0.168830,Mix
112,279,0.377062,Mix
393,1481,0.143993,Mix
348,4350,0.242152,Mix
354,6629,0.273597,Mix
214,486,0.651250,Mix
347,4961,0.161190,Mix
343,5948,0.131474,Mix
376,1191,0.199028,Mix
381,1240,0.236508,Mix
386,1425,0.179026,Mix
378,1439,0.142789,Mix
358,7030,0.216793,Mix
351,7014,0.151314,Mix
389,1396,0.014459,Mix
364,6093,0.142640,Mix
387,1424,0.161178,Mix
349,6200,0.203015,Mix
384,1384,0.169318,Mix
382,1386,0.203444,Mix
323,3734,0.397937,Mix
163,369,0.674038,Mix
376,1394,0.199410,Mix
354,6994,0.220947,Mix
221,2982,0.726722,Mix
81,224,0.000000,Mix
343,5433,0.162440,Mix
377,6613,0.111854,Mix
354,6786,0.049948,Mix
356,6947,0.224947,Mix
374,1334,0.176562,Mix
167,404,0.623988,Mix
347,6226,0.162751,Mix
347,4724,0.224110,Mix
348,5975,0.135766,Mix
380,1277,0.342316,Mix
354,6927,0.049948,Mix
376,1182,0.284772,Mix
362,4443,0.249672,Mix
371,1107,0.149480,Mix
386,1262,0.179026,Mix
381,1439,0.133321,Mix
347,6442,0.130954,Mix
370,1324,0.216137,Mix
341,5800,0.070079,Mix
343,6208,0.132271,Mix
366,7242,0.273342,Mix
365,1145,0.140101,Mix
376,1182,0.027223,Mix
165,415,0.659919,Mix
384,1400,0.000000,Mix
164,504,0.756702,Mix
382,1323,0.102584,Mix
375,1182,0.103254,Mix
367,1334,0.257204,Mix
341,6329,0.213126,Mix
389,1357,0.223893,Mix
383,1372,0.222474,Mix
378,6999,0.144024,Mix
339,6028,0.162126,Mix
382,1333,0.153372,Mix
384,1359,0.125594,Mix
353,4208,0.252276,Mix
341,4906,0.000000,Mix
362,7122,0.226259,Mix
384,1354,0.202635,Mix
338,5418,0.512239,Mix
380,1306,0.244051,Mix
347,6401,0.152394,Mix
336,4243,0.283726,Mix
393,1325,0.225775,Mix
386,1287,0.155732,Mix
343,6786,0.153317,Mix
371,1160,0.182542,Mix
364,6354,0.251411,Mix
380,1308,0.195680,Mix
346,6863,0.078357,Mix
340,5086,0.063883,Mix
382,1291,0.139536,Mix
378,1493,0.183117,Mix
347,6337,0.236059,Mix
341,5500,0.201874,Mix
334,4444,0.207820,Mix
351,5834,0.151309,Mix
360,1380,0.249804,Mix
371,1214,0.161013,Mix
384,1375,0.119377,Mix
370,1095,0.115172,Mix
372,1184,0.126216,Mix
380,1289,0.157008,Mix
380,1352,0.128603,Mix
312,6238,0.566451,Mix
340,6268,0.156075,Mix
345,6698,0.073353,Mix
378,1364,0.144024,Mix
369,1384,0.206133,Mix
332,4568,0.199694,Mix
369,1319,0.202991,Mix
357,1237,0.308074,Mix
384,1346,0.000000,Mix
341,4988,0.000000,Mix
385,1408,0.260661,Mix
379,1342,0.187565,Mix
376,1372,0.247943,Mix
373,1167,0.109272,Mix
379,1415,0.148034,Mix
355,4579,0.203087,Mix
378,1381,0.142789,Mix
364,1369,0.281557,Mix
349,6548,0.182054,Mix
340,5873,0.061313,Mix
377,1352,0.196026,Mix
334,4713,0.287397,Mix
335,985,0.402893,Mix
372,1230,0.166536,Mix
376,7168,0.193452,Mix
328,6134,0.388995,Mix
339,6132,0.201997,Mix
343,4561,0.247108,Mix
364,1264,0.281557,Mix
357,6896,0.116071,Mix
367,6256,0.150162,Mix
345,5995,0.217417,Mix
342,4892,0.180748,Mix
384,1319,0.151621,Mix
335,4165,0.155378,Mix
339,5173,0.153183,Mix
379,1296,0.213617,Mix
347,6746,0.236059,Mix
369,1318,0.256685,Mix
378,1336,0.142789,Mix
364,1347,0.398972,Mix
339,6185,0.201604,Mix
334,4605,0.149421,Mix
362,6274,0.249672,Mix
333,6406,0.285837,Mix
381,1298,0.199700,Mix
337,5538,0.169679,Mix
348,6707,0.161893,Mix
364,5302,0.148411,Mix
350,6694,0.207612,Mix
388,1342,0.276825,Mix
345,6219,0.205796,Mix
358,4587,0.245840,Mix
373,1270,0.174720,Mix
345,6467,0.073353,Mix
354,6820,0.161178,Mix
379,1336,0.188807,Mix
376,1364,0.169096,Mix
380,1352,0.157008,Mix
341,4807,0.138074,Mix
319,5405,0.426873,Mix
367,1077,0.180414,Mix
369,1211,0.152487,Mix
267,4618,0.258234,Mix
381,1353,0.189319,Mix
237,623,0.682865,Mix
338,6209,0.211006,Mix
400,1388,0.250262,Mix
336,4377,0.049033,Mix
362,1239,0.197818,Mix
373,1327,0.230185,Mix
388,1331,0.257169,Mix
339,4789,0.147530,Mix
355,6746,0.203087,Mix
358,4462,0.213340,Mix
382,6980,0.139536,Mix
349,6690,0.192896,Mix
349,6926,0.190734,Mix
374,1195,0.139831,Mix
342,6099,0.197178,Mix
349,6314,0.069463,Mix
371,7168,0.181645,Mix
364,6766,0.281557,Mix
352,6625,0.246042,Mix
371,4840,0.149480,Mix
386,1375,0.179026,Mix
376,5700,0.193452,Mix
339,5727,0.070759,Mix
358,6878,0.213340,Mix
359,6521,0.155299,Mix
386,1284,0.242609,Mix
299,4311,0.571595,Mix
389,1365,0.291975,Mix
389,1385,0.244915,Mix
365,6769,0.176652,Mix
356,6880,0.171884,Mix
382,1336,0.153372,Mix
271,669,0.602141,Mix
349,6801,0.187788,Mix
373,1169,0.170115,Mix
374,1165,0.139831,Mix
384,1171,0.119377,Mix
377,1319,0.111854,Mix
382,1330,0.138043,Mix
269,3479,0.182048,Mix
371,936,0.772940,Mix
595,1390,0.906447,Mix
1647,3650,0.972110,Mix
788,1871,0.953587,Mix
301,881,0.646018,Mix
1010,2271,0.921253,Mix
446,1002,0.914693,Mix
378,1395,0.147220,Mix
341,5416,0.032219,Mix
361,898,0.920226,Mix
501,1102,0.778243,Mix
81,189,0.000000,Mix
81,196,0.000000,Mix
81,215,0.000000,Mix
240,585,0.728959,Mix
81,189,0.000000,Mix
378,1313,0.357230,Mix
374,1349,0.226416,Mix
366,1289,0.333585,Mix
373,1335,0.273157,Mix
380,1321,0.195680,Mix
345,6879,0.076808,Mix
372,1343,0.299622,Mix
380,7124,0.128603,Mix
343,6769,0.147677,Mix
347,6780,0.130954,Mix
330,1168,0.528151,Mix
376,7041,0.027223,Mix
382,1406,0.205995,Mix
349,6807,0.069463,Mix
385,1312,0.175438,Mix
376,7183,0.218513,Mix
379,6711,0.168105,Mix
384,1298,0.000000,Mix
380,6976,0.128603,Mix
377,1376,0.139524,Mix
325,6179,0.455962,Mix
375,1363,0.173805,Mix
382,1302,0.139536,Mix
343,6345,0.162440,Mix
373,1340,0.109272,Mix
343,5989,0.169272,Mix
364,1273,0.236413,Mix
370,1339,0.204301,Mix
353,5135,0.120561,Mix
369,1201,0.172373,Mix
179,2755,0.623856,Mix
339,5502,0.147530,Mix
371,1190,0.086631,Mix
341,4766,0.032219,Mix
339,4828,0.162126,Mix
332,994,0.548636,Mix
367,4655,0.186722,Mix
343,4470,0.163364,Mix
251,3793,0.221671,Mix
134,1699,0.642185,Mix
114,428,0.566484,Mix
114,424,0.566484,Mix
81,284,0.000000,Mix
114,404,0.566484,Mix
125,2373,0.633044,Mix
81,292,0.000000,Mix
103,371,0.477225,Mix
125,440,0.633044,Mix
92,1751,0.346889,Mix
103,1969,0.477225,Mix
125,418,0.633044,Mix
156,566,0.665070,Mix
81,1445,0.000000,Mix
114,2174,0.566484,Mix
125,456,0.633044,Mix
336807,541342,0.946834,Mix
131,320,0.566395,Mix
315707,505989,0.953465,Mix
164,646,0.723197,Mix
136,2545,0.684766,Mix
81,1386,0.000000,Mix
164,643,0.725550,Mix
81,1575,0.000000,Mix
125,2453,0.633044,Mix
125,2384,0.633044,Mix
136,568,0.684766,Mix
136,559,0.684766,Mix
114,2212,0.566484,Mix
125,2441,0.633044,Mix
92,392,0.346889,Mix
147,625,0.726026,Mix
114,2184,0.566484,Mix
136,2475,0.684766,Mix
103,428,0.477225,Mix
114,2161,0.566484,Mix
81,1512,0.000000,Mix
92,1710,0.346889,Mix
92,1638,0.346889,Mix
154,584,0.676703,Mix
81,1386,0.000000,Mix
395,1661,0.387971,Mix
125,2014,0.633044,Mix
363,7014,0.474795,Mix
128,1913,0.623017,Mix
140,508,0.649959,Mix
114,414,0.566484,Mix
340,6285,0.572156,Mix
375,1468,0.515456,Mix
249,4430,0.752507,Mix
152,474,0.687976,Mix
136,444,0.684766,Mix
370,7119,0.504976,Mix
92,1189,0.346889,Mix
410,1667,0.382643,Mix
408,1667,0.372118,Mix
367,7097,0.449538,Mix
370,7130,0.450541,Mix
397,1605,0.491206,Mix
384,1506,0.539337,Mix
261,1303,0.839269,Mix
136,386,0.684766,Mix
365,6802,0.556118,Mix
125,1311,0.633044,Mix
406,7660,0.213000,Mix
430,1782,0.220425,Mix
394,7628,0.141576,Mix
375,1526,0.563716,Mix
395,7347,0.190043,Mix
414,7776,0.245767,Mix
615,7741,0.874971,Mix
404,7281,0.169153,Mix
397,7291,0.232678,Mix
366,1501,0.593446,Mix
355,1411,0.565848,Mix
436,1685,0.189124,Mix
434,1634,0.133051,Mix
392,6108,0.244643,Mix
1286,12292,0.632304,Mix
398,5983,0.173393,Mix
372,6049,0.477878,Mix
422,6220,0.202694,Mix
422,1300,0.120784,Mix
393,5289,0.248674,Mix
423,1415,0.176480,Mix
386,4214,0.291625,Mix
342,4394,0.591388,Mix
148,1591,0.892196,Mix
415,5076,0.246540,Mix
423,1186,0.221095,Mix
403,1617,0.518632,Mix
373,7012,0.478185,Mix
379,1480,0.543004,Mix
389,1562,0.519259,Mix
357,6358,0.540472,Mix
393,7442,0.497846,Mix
374,1511,0.568175,Mix
367,7028,0.577848,Mix
380,6922,0.509594,Mix
343,6284,0.536584,Mix
378,1513,0.544670,Mix
349,6577,0.566663,Mix
347,6601,0.555103,Mix
375,1474,0.534127,Mix
392,6785,0.383891,Mix
81,213,0.000000,Mix
439,1725,0.218196,Mix
358,6787,0.489117,Mix
280,5065,0.529440,Mix
328,6125,0.538117,Mix
339,6299,0.564529,Mix
336,5924,0.602158,Mix
404,7232,0.295199,Mix
544,1886,0.797587,Mix
408,6227,0.216320,Mix
402,6706,0.221363,Mix
428,1266,0.179868,Mix
400,6006,0.249166,Mix
397,6584,0.238732,Mix
421,5413,0.118429,Mix
397,5360,0.232678,Mix
402,5848,0.247511,Mix
384,4033,0.000000,Mix
425,1266,0.155375,Mix
390,4942,0.139836,Mix
344,5625,0.574048,Mix
393,4559,0.248576,Mix
395,7405,0.395467,Mix
428,6024,0.230873,Mix
379,7113,0.519004,Mix
405,1551,0.477296,Mix
425,1529,0.156454,Mix
358,6623,0.572497,Mix
231,4132,0.748992,Mix
388,1600,0.529825,Mix
341,6251,0.571139,Mix
379,1508,0.535325,Mix
388,1569,0.536695,Mix
359,6839,0.530877,Mix
379,1505,0.511790,Mix
359,6888,0.494586,Mix
344,6542,0.571250,Mix
348,6506,0.548002,Mix
392,1502,0.477477,Mix
372,7075,0.541460,Mix
339,1405,0.545744,Mix
368,1481,0.560594,Mix
404,1508,0.331261,Mix
344,6551,0.549436,Mix
328,6193,0.537962,Mix
400,6230,0.229444,Mix
411,1582,0.342223,Mix
426,1610,0.286643,Mix
420,4793,0.194764,Mix
404,6158,0.121495,Mix
304,4662,0.080474,Mix
436,1696,0.087352,Mix
379,3921,0.460872,Mix
393,5289,0.248027,Mix
103,259,0.477225,Mix
414,1519,0.365506,Mix
435,1543,0.269725,Mix
405,1233,0.326901,Mix
415,5419,0.179983,Mix
206,2090,0.883572,Mix
387,4643,0.247825,Mix
385,7047,0.514954,Mix
359,6801,0.545590,Mix
390,5609,0.410244,Mix
409,6553,0.190877,Mix
381,7204,0.441901,Mix
402,7404,0.425010,Mix
330,6014,0.539376,Mix
361,6825,0.488632,Mix
349,6594,0.551292,Mix
383,1514,0.539694,Mix
335,6187,0.548866,Mix
414,5744,0.147058,Mix
380,1529,0.542707,Mix
347,6529,0.539914,Mix
430,1612,0.206224,Mix
349,6551,0.543010,Mix
356,6787,0.545067,Mix
362,6831,0.527510,Mix
374,1477,0.532151,Mix
368,6798,0.546656,Mix
388,6136,0.196127,Mix
660,7835,0.852762,Mix
357,6725,0.520131,Mix
371,1490,0.549912,Mix
357,6649,0.519943,Mix
434,1626,0.274408,Mix
425,1537,0.155375,Mix
409,7188,0.204518,Mix
439,1659,0.329100,Mix
375,6185,0.384899,Mix
423,4440,0.145153,Mix
410,6182,0.198618,Mix
386,5107,0.208123,Mix
416,1200,0.139005,Mix
426,1266,0.214781,Mix
715,1851,0.890481,Mix
394,4989,0.268624,Mix
421,6119,0.024619,Mix
395,6349,0.261827,Mix
398,7168,0.319638,Mix
357,6650,0.531090,Mix
415,1563,0.410453,Mix
213,3807,0.831552,Mix
426,1492,0.228967,Mix
410,1483,0.370188,Mix
374,7087,0.526745,Mix
381,1597,0.514023,Mix
352,6488,0.517423,Mix
327,6057,0.536433,Mix
395,1674,0.482153,Mix
343,6533,0.539086,Mix
395,1551,0.529425,Mix
395,1319,0.433442,Mix
359,6719,0.503742,Mix
387,1542,0.513132,Mix
308,5284,0.313598,Mix
389,1544,0.513061,Mix
365,6902,0.534878,Mix
378,1522,0.512289,Mix
371,1449,0.528041,Mix
294,4724,0.480914,Mix
387,1511,0.502267,Mix
397,6152,0.227487,Mix
401,6636,0.188654,Mix
342,6464,0.544020,Mix
426,1593,0.124736,Mix
382,6781,0.395446,Mix
424,6541,0.116768,Mix
406,4777,0.250413,Mix
385,6303,0.405112,Mix
384,4315,0.126865,Mix
436,1643,0.052938,Mix
331,893,0.667609,Mix
421,6298,0.220932,Mix
391,5138,0.237649,Mix
391,5626,0.237649,Mix
497,1742,0.794109,Mix
420,1608,0.359490,Mix
388,6200,0.190201,Mix
423,1309,0.166499,Mix
408,1598,0.455906,Mix
338,6162,0.526486,Mix
322,5878,0.497582,Mix
355,6621,0.547268,Mix
389,4787,0.181287,Mix
436,1559,0.183192,Mix
404,7258,0.174832,Mix
341,6383,0.446299,Mix
384,5383,0.126865,Mix
354,6556,0.543461,Mix
362,6300,0.532302,Mix
298,1240,0.267242,Mix
364,6804,0.487889,Mix
370,6403,0.390102,Mix
368,1461,0.478968,Mix
355,6654,0.523646,Mix
376,1479,0.521228,Mix
340,6301,0.535626,Mix
349,6199,0.545077,Mix
418,1253,0.166303,Mix
378,1492,0.487750,Mix
349,6570,0.529791,Mix
240,4196,0.553654,Mix
406,1412,0.387938,Mix
388,1399,0.555809,Mix
375,6540,0.458629,Mix
334,4593,0.420738,Mix
433,1594,0.280128,Mix
425,1492,0.199663,Mix
368,4302,0.375296,Mix
410,1423,0.407568,Mix
433,1598,0.259856,Mix
380,4242,0.165262,Mix
382,4932,0.077039,Mix
400,5812,0.169232,Mix
388,1496,0.487223,Mix
139,2428,0.882068,Mix
429,1471,0.258390,Mix
423,7187,0.289602,Mix
399,7163,0.189839,Mix
355,1413,0.486917,Mix
368,5908,0.384082,Mix
415,1520,0.409758,Mix
403,7327,0.064649,Mix
380,4813,0.128603,Mix
374,7090,0.489838,Mix
342,6448,0.547854,Mix
338,6320,0.544102,Mix
212,567,0.863256,Mix
376,6875,0.544869,Mix
400,1634,0.496711,Mix
416,1231,0.139005,Mix
336,1341,0.624498,Mix
364,1410,0.522869,Mix
370,5172,0.425124,Mix
351,5440,0.516229,Mix
385,1529,0.503132,Mix
359,1438,0.520485,Mix
393,6444,0.184454,Mix
329,6194,0.500043,Mix
332,6269,0.524038,Mix
378,6520,0.412597,Mix
351,6481,0.512058,Mix
221,934,0.418327,Mix
415,1173,0.078347,Mix
429,1635,0.228072,Mix
381,1229,0.518709,Mix
375,5772,0.344541,Mix
368,5984,0.418065,Mix
369,6449,0.475736,Mix
411,1179,0.150859,Mix
382,5732,0.188157,Mix
397,6256,0.213243,Mix
421,1647,0.024619,Mix
367,1448,0.504499,Mix
419,1301,0.156401,Mix
389,5679,0.211152,Mix
360,6665,0.478858,Mix
344,6348,0.548901,Mix
355,3934,0.404088,Mix
386,1510,0.418879,Mix
350,6560,0.484713,Mix
390,1561,0.477366,Mix
378,1495,0.451821,Mix
400,1253,0.365837,Mix
413,1348,0.212647,Mix
379,5939,0.356992,Mix
398,1428,0.388212,Mix
822,2850,0.355667,Mix
341,5611,0.449846,Mix
104,249,0.000000,Mix
412,1537,0.294031,Mix
383,1485,0.480124,Mix
318,6029,0.517025,Mix
381,4682,0.116755,Mix
413,1359,0.093373,Mix
425,1426,0.199663,Mix
254,1086,0.707336,Mix
367,1473,0.510958,Mix
359,1410,0.505480,Mix
399,1389,0.438322,Mix
420,1532,0.257219,Mix
324,6096,0.538183,Mix
233,4046,0.658680,Mix
375,4485,0.284986,Mix
422,1455,0.261298,Mix
397,6897,0.190324,Mix
372,4945,0.359438,Mix
359,5833,0.430201,Mix
422,1550,0.156980,Mix
369,4270,0.480466,Mix
369,5545,0.352049,Mix
393,1513,0.450006,Mix
418,1311,0.168584,Mix
392,6989,0.246115,Mix
402,1524,0.438556,Mix
318,5892,0.541258,Mix
384,4984,0.436334,Mix
412,6039,0.198587,Mix
359,6666,0.455280,Mix
401,1538,0.437835,Mix
326,6165,0.505408,Mix
345,6434,0.544914,Mix
412,1615,0.384765,Mix
64,1128,0.889190,Mix
415,1438,0.045261,Mix
426,1618,0.265000,Mix
424,1524,0.166296,Mix
341,3806,0.421973,Mix
396,1311,0.316799,Mix
391,5973,0.139482,Mix
376,4709,0.176617,Mix
324,5620,0.551123,Mix
379,1491,0.509367,Mix
355,6338,0.521459,Mix
398,7154,0.147297,Mix
398,1521,0.417393,Mix
367,1442,0.519936,Mix
326,6230,0.491023,Mix
417,1273,0.013449,Mix
388,5878,0.259052,Mix
405,6903,0.135216,Mix
125,515,0.563265,Mix
406,1346,0.352403,Mix
347,4755,0.468062,Mix
421,1396,0.178920,Mix
421,1575,0.024619,Mix
341,1029,0.600060,Mix
378,1170,0.531093,Mix
329,4355,0.512549,Mix
388,5691,0.211562,Mix
413,7218,0.133748,Mix
640,7999,0.848714,Mix
379,1535,0.514749,Mix
330,1290,0.608600,Mix
371,6605,0.541676,Mix
360,4150,0.305330,Mix
406,1606,0.404294,Mix
416,1550,0.293448,Mix
364,6701,0.439608,Mix
397,7228,0.269712,Mix
399,7230,0.197818,Mix
412,1321,0.358552,Mix
388,1461,0.460324,Mix
364,1392,0.519794,Mix
354,4558,0.451698,Mix
416,5981,0.139005,Mix
421,1625,0.202308,Mix
368,6544,0.395132,Mix
405,1458,0.414275,Mix
2010,17523,0.843012,Mix
229,617,0.832407,Mix
381,5301,0.210233,Mix
394,1267,0.425089,Mix
351,6481,0.539756,Mix
395,1445,0.490982,Mix
392,1199,0.389273,Mix
386,6462,0.159760,Mix
872,7637,0.671172,Mix
371,1394,0.525169,Mix
130,585,0.363184,Mix
379,4560,0.085953,Mix
411,1329,0.216171,Mix
396,7083,0.317109,Mix
423,6892,0.180026,Mix
354,5778,0.531075,Mix
380,4365,0.168830,Mix
373,5009,0.492712,Mix
771,2396,0.938089,Mix
448,1032,0.721714,Mix
338,5812,0.563448,Mix
437,1585,0.230620,Mix
365,6049,0.541653,Mix
388,4896,0.171972,Mix
594,1761,0.844286,Mix
397,7151,0.449451,Mix
434,1565,0.203240,Mix
402,7135,0.273027,Mix
414,1142,0.040223,Mix
402,6821,0.151970,Mix
436,1505,0.210882,Mix
423,1633,0.135356,Mix
367,6610,0.467432,Mix
375,5224,0.409523,Mix
365,5697,0.515337,Mix
432,6873,0.271738,Mix
394,6851,0.135526,Mix
398,5053,0.362224,Mix
469,5717,0.812861,Mix
399,1182,0.424240,Mix
429,1342,0.280090,Mix
116,238,0.578304,Mix
398,6300,0.208739,Mix
401,6517,0.160583,Mix
162,401,0.680018,Mix
404,4825,0.170786,Mix
104,501,0.000000,Mix
369,846,0.698889,Mix
252,606,0.631027,Mix
317,733,0.893801,Mix
81,196,0.000000,Mix
336,6230,0.557997,Mix
251,2687,0.500007,Mix
398,7275,0.387950,Mix
364,6577,0.501306,Mix
358,6561,0.463155,Mix
323,5970,0.543530,Mix
382,1484,0.534800,Mix
371,1487,0.572325,Mix
359,6224,0.498832,Mix
285,5215,0.673402,Mix
169,402,0.596178,Mix
421,7214,0.247986,Mix
428,1618,0.169485,Mix
419,7104,0.133685,Mix
395,6951,0.432560,Mix
425,1671,0.185066,Mix
92,167,0.346889,Mix
435,1561,0.211230,Mix
384,6566,0.483063,Mix
330,1250,0.554150,Mix
396,7155,0.216696,Mix
370,6735,0.400196,Mix
299,1131,0.543816,Mix
426,6532,0.236602,Mix
407,6769,0.253457,Mix
388,6527,0.061341,Mix
423,1396,0.135356,Mix
405,5898,0.134521,Mix
419,1448,0.188230,Mix
409,1373,0.327900,Mix
388,5516,0.162151,Mix
372,5590,0.369604,Mix
383,6343,0.222745,Mix
407,5389,0.157468,Mix
389,5714,0.216740,Mix
394,1169,0.366393,Mix
370,5095,0.293319,Mix
234,605,0.801528,Mix
388,4968,0.202649,Mix
393,1133,0.278146,Mix
417,1214,0.345477,Mix
363,4461,0.348729,Mix
181,748,0.740345,Mix
154,2927,0.676703,Mix
190,761,0.711673,Mix
110,2218,0.439211,Mix
125,2413,0.633044,Mix
173,3297,0.703726,Mix
178,720,0.746948,Mix
166,3189,0.714991,Mix
136,2662,0.684766,Mix
136,2670,0.684766,Mix
181,691,0.732967,Mix
187,674,0.699290,Mix
156,604,0.665070,Mix
168,632,0.706588,Mix
154,2914,0.676703,Mix
114,2179,0.566484,Mix
185,741,0.711090,Mix
149,2590,0.722019,Mix
185,3325,0.711090,Mix
168,634,0.706588,Mix
166,2986,0.714991,Mix
150,2667,0.702083,Mix
92,1628,0.346889,Mix
172,673,0.688176,Mix
140,2507,0.646205,Mix
180,557,0.733907,Mix
185,584,0.709432,Mix
166,586,0.714991,Mix
144,2495,0.613713,Mix
170,556,0.691151,Mix
182,547,0.722111,Mix
167,553,0.713710,Mix
166,2495,0.714991,Mix
176,2677,0.753048,Mix
136,2064,0.700062,Mix
167,489,0.712809,Mix
138,1951,0.665567,Mix
125,1758,0.633044,Mix
154,451,0.676703,Mix
125,1733,0.633044,Mix
178,525,0.746948,Mix
136,1778,0.684766,Mix
101,284,0.263435,Mix
103,1265,0.477225,Mix
378788,605256,0.932247,Mix
279349,450040,0.963828,Mix
152,558,0.687976,Mix
110,423,0.319636,Mix
125,2322,0.633044,Mix
125,467,0.633044,Mix
114,395,0.566484,Mix
103,1972,0.477225,Mix
114,454,0.566484,Mix
125,2435,0.633044,Mix
125,525,0.633044,Mix
265,5244,0.643079,Mix
114,473,0.566484,Mix
125,472,0.633044,Mix
288,1119,0.679644,Mix
125,503,0.633044,Mix
114,463,0.566484,Mix
81,1365,0.000000,Mix
412,1610,0.246244,Mix
384,7199,0.258923,Mix
380,7003,0.230352,Mix
394,7233,0.142549,Mix
405,7117,0.255967,Mix
405,7312,0.290377,Mix
395,1398,0.291993,Mix
381,7255,0.245889,Mix
412,1620,0.280457,Mix
379,7199,0.284837,Mix
255,578,0.649078,Mix
403,7901,0.235724,Mix
407,7731,0.335312,Mix
411,7903,0.179972,Mix
415,1677,0.235216,Mix
396,7664,0.246957,Mix
399,7753,0.236966,Mix
376,6919,0.027500,Mix
405,1562,0.254151,Mix
407,1533,0.070923,Mix
378,6799,0.142789,Mix
384,7013,0.258923,Mix
395,7464,0.301253,Mix
393,1343,0.342297,Mix
393,1345,0.315635,Mix
378,1306,0.312601,Mix
394,1402,0.142549,Mix
380,6640,0.165262,Mix
397,1295,0.463267,Mix
269,3684,0.225063,Mix
407,1450,0.179181,Mix
407,1469,0.087360,Mix
359,4684,0.381027,Mix
366,4936,0.388438,Mix
404,1542,0.243241,Mix
367,4501,0.313302,Mix
294,822,0.689409,Mix
360,4139,0.249804,Mix
377,1087,0.146194,Mix
385,6794,0.259718,Mix
400,1571,0.290185,Mix
419,1615,0.135076,Mix
384,1346,0.448769,Mix
413,1454,0.000000,Mix
321,1140,0.674969,Mix
385,7145,0.329468,Mix
383,7051,0.270390,Mix
412,1657,0.309019,Mix
624,1531,0.933002,Mix
379,7157,0.351406,Mix
414,1611,0.241237,Mix
412,1482,0.202227,Mix
382,7285,0.160551,Mix
382,7264,0.242499,Mix
108,256,0.342340,Mix
414,1561,0.208092,Mix
414,1618,0.124972,Mix
383,7273,0.177115,Mix
303,5337,0.618436,Mix
378,6728,0.142789,Mix
388,6988,0.257169,Mix
381,6896,0.179628,Mix
410,1586,0.198212,Mix
66500,630807,0.837882,Mix
416,1577,0.187865,Mix
377,3955,0.357019,Mix
417,1485,0.252750,Mix
361,6431,0.348542,Mix
382,6502,0.261306,Mix
418,1555,0.272395,Mix
407,1516,0.230607,Mix
377,6862,0.182074,Mix
390,7183,0.340729,Mix
376,6653,0.246999,Mix
393,1565,0.290939,Mix
358,6680,0.368697,Mix
414,1679,0.162161,Mix
382,7163,0.206716,Mix
375,7037,0.219646,Mix
413,1660,0.133748,Mix
409,1633,0.234470,Mix
412,1618,0.153594,Mix
413,1628,0.211854,Mix
384,6762,0.000000,Mix
380,6986,0.195667,Mix
382,7309,0.139536,Mix
407,1592,0.190156,Mix
373,6836,0.229982,Mix
405,1590,0.287319,Mix
412,1623,0.207500,Mix
76,1312,0.914944,Mix
396,1550,0.183263,Mix
410,1522,0.153722,Mix
416,1509,0.252847,Mix
414,1446,0.225323,Mix
378,6733,0.273080,Mix
380,6529,0.192424,Mix
409,1559,0.235715,Mix
389,1509,0.304355,Mix
407,1636,0.215238,Mix
371,6856,0.212128,Mix
395,1369,0.215250,Mix
377,6989,0.217052,Mix
408,1537,0.072673,Mix
378,7143,0.121288,Mix
412,1651,0.256520,Mix
373,7136,0.164704,Mix
409,1666,0.210758,Mix
