Area,Intensity,Eccentricity,Droplet Sample
350,5473,0.309668,Fluorescein Only
339,5905,0.227617,Fluorescein Only
331,1709,0.465307,Fluorescein Only
360,7423,0.258200,Fluorescein Only
328,5832,0.161791,Fluorescein Only
338,5361,0.313019,Fluorescein Only
314,5047,0.159134,Fluorescein Only
346,7287,0.426189,Fluorescein Only
350,6695,0.340238,Fluorescein Only
345,7081,0.213164,Fluorescein Only
342,6256,0.267062,Fluorescein Only
351,5543,0.282960,Fluorescein Only
340,6933,0.247000,Fluorescein Only
358,7235,0.380403,Fluorescein Only
348,4997,0.351253,Fluorescein Only
347,4718,0.232202,Fluorescein Only
324,6819,0.439839,Fluorescein Only
316,5699,0.032797,Fluorescein Only
325,5408,0.220851,Fluorescein Only
349,6451,0.265286,Fluorescein Only
305,6042,0.444782,Fluorescein Only
352,5539,0.246042,Fluorescein Only
318,4415,0.219574,Fluorescein Only
324,4554,0.000000,Fluorescein Only
342,6928,0.387738,Fluorescein Only
337,6808,0.228634,Fluorescein Only
320,4188,0.277285,Fluorescein Only
341,5014,0.000000,Fluorescein Only
351,6591,0.216121,Fluorescein Only
328,6203,0.223486,Fluorescein Only
274,2814,0.615101,Fluorescein Only
337,5641,0.205695,Fluorescein Only
244,2340,0.198197,Fluorescein Only
334,5909,0.287397,Fluorescein Only
328,6347,0.161791,Fluorescein Only
338,4903,0.286775,Fluorescein Only
343,6233,0.169272,Fluorescein Only
318,2298,0.307512,Fluorescein Only
359,7388,0.301231,Fluorescein Only
351,7418,0.151314,Fluorescein Only
332,4935,0.279312,Fluorescein Only
346,5951,0.364056,Fluorescein Only
357,7127,0.255267,Fluorescein Only
139,2701,0.882068,Fluorescein Only
339,5444,0.070759,Fluorescein Only
327,5275,0.232565,Fluorescein Only
346,7096,0.156182,Fluorescein Only
329,5695,0.184858,Fluorescein Only
343,5304,0.264486,Fluorescein Only
322,5842,0.287790,Fluorescein Only
330,6679,0.152494,Fluorescein Only
332,6034,0.278937,Fluorescein Only
355,6730,0.247807,Fluorescein Only
332,6602,0.260311,Fluorescein Only
331,5083,0.374666,Fluorescein Only
346,6105,0.328455,Fluorescein Only
330,6736,0.303705,Fluorescein Only
340,6772,0.350609,Fluorescein Only
338,6719,0.313019,Fluorescein Only
324,2454,0.282301,Fluorescein Only
347,754,0.161190,Fluorescein Only
346,6738,0.335863,Fluorescein Only
360,7422,0.249804,Fluorescein Only
330,6084,0.219810,Fluorescein Only
347,5790,0.147209,Fluorescein Only
341,6177,0.000000,Fluorescein Only
313,4381,0.362758,Fluorescein Only
322,4451,0.284762,Fluorescein Only
330,4102,0.311021,Fluorescein Only
330,4408,0.234244,Fluorescein Only
334,4845,0.325140,Fluorescein Only
340,6127,0.230541,Fluorescein Only
332,4090,0.268578,Fluorescein Only
322,4597,0.284762,Fluorescein Only
332,6812,0.342626,Fluorescein Only
324,4809,0.274326,Fluorescein Only
332,6631,0.091480,Fluorescein Only
336,6971,0.283726,Fluorescein Only
345,6838,0.205796,Fluorescein Only
346,5803,0.268723,Fluorescein Only
335,5849,0.227536,Fluorescein Only
314,4816,0.201373,Fluorescein Only
328,6169,0.274004,Fluorescein Only
332,6627,0.033135,Fluorescein Only
366,6869,0.240200,Fluorescein Only
228,3283,0.719873,Fluorescein Only
365,6775,0.168818,Fluorescein Only
373,6755,0.120301,Fluorescein Only
320,778,0.252850,Fluorescein Only
337,6542,0.335898,Fluorescein Only
330,5835,0.262968,Fluorescein Only
359,6397,0.299302,Fluorescein Only
339,6813,0.147530,Fluorescein Only
334,6487,0.291984,Fluorescein Only
265,1007,0.321597,Fluorescein Only
351,6505,0.282561,Fluorescein Only
353,4959,0.045939,Fluorescein Only
345,6540,0.266084,Fluorescein Only
332,4153,0.378673,Fluorescein Only
323,5681,0.365189,Fluorescein Only
345,6622,0.224441,Fluorescein Only
357,6608,0.253103,Fluorescein Only
251,3015,0.209865,Fluorescein Only
312,4268,0.485231,Fluorescein Only
355,6315,0.306908,Fluorescein Only
335,5788,0.249327,Fluorescein Only
358,7323,0.268198,Fluorescein Only
321,4149,0.439648,Fluorescein Only
332,6337,0.279312,Fluorescein Only
329,4258,0.171051,Fluorescein Only
320,3369,0.185757,Fluorescein Only
350,5620,0.173934,Fluorescein Only
332,4282,0.211209,Fluorescein Only
314,3825,0.303822,Fluorescein Only
328,5082,0.203425,Fluorescein Only
335,4446,0.208525,Fluorescein Only
278,3400,0.608057,Fluorescein Only
332,6113,0.268044,Fluorescein Only
345,752,0.354089,Fluorescein Only
342,6402,0.138534,Fluorescein Only
330,4814,0.305412,Fluorescein Only
345,6628,0.272627,Fluorescein Only
371,7104,0.167720,Fluorescein Only
358,6076,0.140295,Fluorescein Only
339,5703,0.147530,Fluorescein Only
241,4238,0.701810,Fluorescein Only
324,4457,0.233253,Fluorescein Only
334,5892,0.214266,Fluorescein Only
361,7107,0.078943,Fluorescein Only
364,6988,0.281557,Fluorescein Only
339,5690,0.201997,Fluorescein Only
112,2158,0.893624,Fluorescein Only
328,6640,0.205957,Fluorescein Only
337,5455,0.181689,Fluorescein Only
364,6601,0.279916,Fluorescein Only
347,4552,0.159477,Fluorescein Only
340,6476,0.223890,Fluorescein Only
278,4724,0.581326,Fluorescein Only
364,7372,0.126401,Fluorescein Only
355,2064,0.157299,Fluorescein Only
343,6564,0.145518,Fluorescein Only
336,5341,0.299873,Fluorescein Only
359,6810,0.272226,Fluorescein Only
203,2395,0.714520,Fluorescein Only
313,4700,0.507587,Fluorescein Only
360,6657,0.237035,Fluorescein Only
332,5721,0.105897,Fluorescein Only
326,654,0.243493,Fluorescein Only
357,4053,0.208068,Fluorescein Only
146,503,0.579721,Fluorescein Only
336,4007,0.279333,Fluorescein Only
341,4026,0.269745,Fluorescein Only
312,5875,0.512553,Fluorescein Only
331,3730,0.210154,Fluorescein Only
341,5476,0.156547,Fluorescein Only
139,2216,0.674120,Fluorescein Only
315,5010,0.479975,Fluorescein Only
356,1071,0.277749,Fluorescein Only
357,7200,0.280736,Fluorescein Only
319,4632,0.415493,Fluorescein Only
356,6371,0.180982,Fluorescein Only
354,4424,0.049948,Fluorescein Only
258,3828,0.669164,Fluorescein Only
308,5816,0.439430,Fluorescein Only
130,338,0.573343,Fluorescein Only
290,4637,0.577018,Fluorescein Only
132,367,0.548676,Fluorescein Only
290,3802,0.532314,Fluorescein Only
331,6087,0.334183,Fluorescein Only
92,1867,0.346889,Fluorescein Only
330,4641,0.237680,Fluorescein Only
342,1811,0.265925,Fluorescein Only
125,2644,0.633044,Fluorescein Only
220,3447,0.740039,Fluorescein Only
250,5334,0.680102,Fluorescein Only
152,465,0.708742,Fluorescein Only
287,6053,0.551455,Fluorescein Only
81,1662,0.000000,Fluorescein Only
155,3179,0.703326,Fluorescein Only
337,2163,0.208068,Fluorescein Only
175,1347,0.649049,Fluorescein Only
331,844,0.437742,Fluorescein Only
333,4130,0.372312,Fluorescein Only
160,498,0.501187,Fluorescein Only
290,5510,0.532377,Fluorescein Only
114,2320,0.566484,Fluorescein Only
218,581,0.682104,Fluorescein Only
337,5188,0.140046,Fluorescein Only
246,1565,0.248774,Fluorescein Only
321,3638,0.182952,Fluorescein Only
336,4458,0.339864,Fluorescein Only
324,3841,0.270486,Fluorescein Only
322,3670,0.291261,Fluorescein Only
186,2697,0.615439,Fluorescein Only
195,2956,0.711525,Fluorescein Only
92,1705,0.346889,Fluorescein Only
269,4114,0.531987,Fluorescein Only
103,1769,0.477225,Fluorescein Only
200,3168,0.748704,Fluorescein Only
276,3876,0.542508,Fluorescein Only
214,2914,0.691845,Fluorescein Only
161,385,0.548795,Fluorescein Only
481740,787826,0.887501,Fluorescein Only
316061,510699,0.953170,Fluorescein Only
213,519,0.869768,Fluorescein Only
1264,5147,0.887454,Fluorescein Only
81,1686,0.000000,Fluorescein Only
34203,145397,0.997017,Fluorescein Only
166,3411,0.720707,Fluorescein Only
103,2169,0.477225,Fluorescein Only
374,7161,0.166745,Fluorescein Only
419,8378,0.287333,Fluorescein Only
242,3880,0.747537,Fluorescein Only
168,3236,0.706588,Fluorescein Only
273,5274,0.659901,Fluorescein Only
237,4071,0.688314,Fluorescein Only
205,3741,0.733586,Fluorescein Only
204,3673,0.710340,Fluorescein Only
192,3320,0.701697,Fluorescein Only
137,2280,0.487703,Fluorescein Only
7845,15605,0.957181,Fluorescein Only
232,3760,0.713535,Fluorescein Only
213,3224,0.757901,Fluorescein Only
401,7605,0.142886,Fluorescein Only
254,3703,0.707372,Fluorescein Only
183,2527,0.721198,Fluorescein Only
265,5145,0.775614,Fluorescein Only
391,6409,0.186696,Fluorescein Only
404,8000,0.244555,Fluorescein Only
360,6994,0.501985,Fluorescein Only
391,5928,0.137653,Fluorescein Only
360,7381,0.496550,Fluorescein Only
378,4987,0.140212,Fluorescein Only
365,7322,0.448538,Fluorescein Only
284,5085,0.429781,Fluorescein Only
357,7343,0.456119,Fluorescein Only
397,7659,0.247146,Fluorescein Only
428,8718,0.230686,Fluorescein Only
363,7378,0.439169,Fluorescein Only
395,7655,0.280193,Fluorescein Only
369,7375,0.352049,Fluorescein Only
351,7210,0.526304,Fluorescein Only
352,7049,0.533074,Fluorescein Only
396,8322,0.373448,Fluorescein Only
304,5729,0.084922,Fluorescein Only
365,7362,0.507034,Fluorescein Only
397,7808,0.111111,Fluorescein Only
347,7308,0.476494,Fluorescein Only
375,7725,0.518528,Fluorescein Only
390,7295,0.231870,Fluorescein Only
395,8062,0.190043,Fluorescein Only
404,6174,0.167365,Fluorescein Only
361,7550,0.415281,Fluorescein Only
404,8482,0.150455,Fluorescein Only
358,7391,0.512063,Fluorescein Only
362,7642,0.548673,Fluorescein Only
385,7451,0.214476,Fluorescein Only
361,7247,0.529011,Fluorescein Only
405,6686,0.151184,Fluorescein Only
388,8072,0.239364,Fluorescein Only
386,7861,0.142706,Fluorescein Only
363,7659,0.355457,Fluorescein Only
376,5666,0.027223,Fluorescein Only
399,8281,0.350054,Fluorescein Only
401,7952,0.213492,Fluorescein Only
143,2803,0.889193,Fluorescein Only
374,5194,0.188572,Fluorescein Only
337,7060,0.500175,Fluorescein Only
400,5164,0.204030,Fluorescein Only
413,7364,0.225197,Fluorescein Only
383,7377,0.446588,Fluorescein Only
385,7693,0.450260,Fluorescein Only
385,7985,0.380701,Fluorescein Only
414,7562,0.274995,Fluorescein Only
393,7992,0.143993,Fluorescein Only
363,7572,0.512393,Fluorescein Only
319,6511,0.547223,Fluorescein Only
375,5620,0.105925,Fluorescein Only
357,7336,0.520689,Fluorescein Only
376,5408,0.027223,Fluorescein Only
382,7136,0.248760,Fluorescein Only
393,8023,0.210925,Fluorescein Only
361,7476,0.487800,Fluorescein Only
375,4965,0.114097,Fluorescein Only
395,7754,0.248108,Fluorescein Only
396,8283,0.183263,Fluorescein Only
347,7231,0.499428,Fluorescein Only
380,6566,0.219998,Fluorescein Only
348,7283,0.494235,Fluorescein Only
365,4425,0.351073,Fluorescein Only
393,6382,0.248576,Fluorescein Only
377,7476,0.278748,Fluorescein Only
361,7608,0.425255,Fluorescein Only
375,5613,0.167852,Fluorescein Only
377,7975,0.340387,Fluorescein Only
336,7066,0.513748,Fluorescein Only
375,5159,0.220559,Fluorescein Only
389,7665,0.210930,Fluorescein Only
396,8341,0.191830,Fluorescein Only
369,7372,0.490169,Fluorescein Only
376,7660,0.427144,Fluorescein Only
359,4495,0.308524,Fluorescein Only
365,7510,0.216492,Fluorescein Only
401,6903,0.252215,Fluorescein Only
395,6910,0.190492,Fluorescein Only
396,8341,0.253787,Fluorescein Only
377,7956,0.443599,Fluorescein Only
305,6357,0.561484,Fluorescein Only
368,5822,0.130443,Fluorescein Only
405,8100,0.150530,Fluorescein Only
394,5621,0.169305,Fluorescein Only
386,7144,0.145499,Fluorescein Only
292,5206,0.281379,Fluorescein Only
394,8336,0.229348,Fluorescein Only
376,7981,0.199410,Fluorescein Only
341,6993,0.497817,Fluorescein Only
367,4798,0.207427,Fluorescein Only
399,7564,0.044141,Fluorescein Only
351,7534,0.480555,Fluorescein Only
362,7898,0.254792,Fluorescein Only
382,6592,0.139536,Fluorescein Only
350,7338,0.452958,Fluorescein Only
369,6050,0.237009,Fluorescein Only
396,7680,0.183263,Fluorescein Only
396,8252,0.191830,Fluorescein Only
358,7628,0.374669,Fluorescein Only
358,5283,0.213340,Fluorescein Only
383,7886,0.331255,Fluorescein Only
368,5057,0.088175,Fluorescein Only
372,7254,0.299622,Fluorescein Only
374,7652,0.139831,Fluorescein Only
380,8250,0.248265,Fluorescein Only
383,4761,0.177133,Fluorescein Only
337,6041,0.468573,Fluorescein Only
401,8091,0.132478,Fluorescein Only
370,7866,0.400070,Fluorescein Only
391,6661,0.140079,Fluorescein Only
349,7466,0.402275,Fluorescein Only
392,5765,0.210915,Fluorescein Only
349,7502,0.431743,Fluorescein Only
398,7957,0.210641,Fluorescein Only
385,5493,0.194722,Fluorescein Only
364,7699,0.256923,Fluorescein Only
345,7345,0.404702,Fluorescein Only
388,7922,0.302378,Fluorescein Only
392,8079,0.163831,Fluorescein Only
360,4697,0.128649,Fluorescein Only
364,6421,0.281557,Fluorescein Only
352,7404,0.440585,Fluorescein Only
355,6154,0.257967,Fluorescein Only
362,6682,0.297741,Fluorescein Only
378,7952,0.142789,Fluorescein Only
347,7320,0.412875,Fluorescein Only
369,5923,0.152487,Fluorescein Only
384,7938,0.064068,Fluorescein Only
307,6701,0.631295,Fluorescein Only
388,7287,0.266573,Fluorescein Only
366,5393,0.143959,Fluorescein Only
374,7935,0.109236,Fluorescein Only
334,7084,0.512945,Fluorescein Only
390,8289,0.247037,Fluorescein Only
356,7331,0.376944,Fluorescein Only
362,4913,0.133809,Fluorescein Only
378,7285,0.202342,Fluorescein Only
323,6869,0.505658,Fluorescein Only
371,6625,0.149480,Fluorescein Only
374,7343,0.142141,Fluorescein Only
378,7423,0.147220,Fluorescein Only
365,6002,0.176652,Fluorescein Only
355,7485,0.346501,Fluorescein Only
112,1362,0.893624,Fluorescein Only
369,5536,0.204740,Fluorescein Only
390,7448,0.150149,Fluorescein Only
386,7845,0.279035,Fluorescein Only
312,6637,0.577661,Fluorescein Only
362,5087,0.264976,Fluorescein Only
324,6939,0.557670,Fluorescein Only
375,7692,0.300301,Fluorescein Only
366,7881,0.216348,Fluorescein Only
363,7838,0.377457,Fluorescein Only
348,4495,0.273564,Fluorescein Only
358,6056,0.282199,Fluorescein Only
362,6411,0.125806,Fluorescein Only
394,7916,0.199660,Fluorescein Only
347,7274,0.428062,Fluorescein Only
367,5801,0.220579,Fluorescein Only
209,4260,0.822715,Fluorescein Only
367,7848,0.098840,Fluorescein Only
344,7416,0.431889,Fluorescein Only
362,7760,0.281885,Fluorescein Only
356,5049,0.248812,Fluorescein Only
356,6493,0.180982,Fluorescein Only
368,7548,0.000000,Fluorescein Only
393,8179,0.309288,Fluorescein Only
369,4842,0.055403,Fluorescein Only
356,7730,0.401834,Fluorescein Only
354,7365,0.368490,Fluorescein Only
377,6986,0.172282,Fluorescein Only
354,7244,0.456687,Fluorescein Only
376,7725,0.027500,Fluorescein Only
345,5998,0.016592,Fluorescein Only
372,7041,0.132935,Fluorescein Only
364,5967,0.239043,Fluorescein Only
386,8174,0.198578,Fluorescein Only
338,7158,0.446956,Fluorescein Only
356,5275,0.247481,Fluorescein Only
374,6975,0.139831,Fluorescein Only
322,6841,0.531808,Fluorescein Only
348,4755,0.417722,Fluorescein Only
331,6998,0.470027,Fluorescein Only
377,7383,0.172282,Fluorescein Only
368,7943,0.252046,Fluorescein Only
237,2902,0.735298,Fluorescein Only
375,6793,0.141468,Fluorescein Only
338,7231,0.440910,Fluorescein Only
377,6406,0.282886,Fluorescein Only
359,7119,0.216011,Fluorescein Only
320,6853,0.531315,Fluorescein Only
377,5696,0.152636,Fluorescein Only
382,8034,0.139536,Fluorescein Only
106,381,0.495290,Fluorescein Only
330,6896,0.445063,Fluorescein Only
375,5375,0.216069,Fluorescein Only
352,7221,0.168562,Fluorescein Only
355,7652,0.475598,Fluorescein Only
359,7691,0.301644,Fluorescein Only
340,4378,0.197302,Fluorescein Only
332,7101,0.376915,Fluorescein Only
371,6319,0.210687,Fluorescein Only
358,6696,0.221851,Fluorescein Only
358,7266,0.213340,Fluorescein Only
346,4735,0.437086,Fluorescein Only
364,5798,0.137853,Fluorescein Only
358,6653,0.197678,Fluorescein Only
334,7199,0.436919,Fluorescein Only
372,7862,0.280689,Fluorescein Only
343,6451,0.462033,Fluorescein Only
358,7281,0.213340,Fluorescein Only
333,4942,0.335166,Fluorescein Only
373,6633,0.318503,Fluorescein Only
351,6382,0.231755,Fluorescein Only
364,7762,0.341159,Fluorescein Only
337,4556,0.169679,Fluorescein Only
381,8008,0.133321,Fluorescein Only
321,6711,0.525404,Fluorescein Only
370,7081,0.237370,Fluorescein Only
362,6046,0.204841,Fluorescein Only
274,5458,0.668083,Fluorescein Only
321,6723,0.442436,Fluorescein Only
337,5631,0.140046,Fluorescein Only
355,6800,0.167929,Fluorescein Only
368,7499,0.140809,Fluorescein Only
352,7197,0.413630,Fluorescein Only
340,5076,0.063883,Fluorescein Only
357,6918,0.316456,Fluorescein Only
343,4826,0.222742,Fluorescein Only
350,6812,0.204593,Fluorescein Only
368,7827,0.182768,Fluorescein Only
357,7441,0.313300,Fluorescein Only
327,4228,0.194052,Fluorescein Only
356,6342,0.171884,Fluorescein Only
351,7085,0.181750,Fluorescein Only
351,6081,0.231755,Fluorescein Only
375,7983,0.260808,Fluorescein Only
307,5668,0.488004,Fluorescein Only
355,6627,0.306908,Fluorescein Only
341,5301,0.000000,Fluorescein Only
367,7430,0.103201,Fluorescein Only
341,4906,0.000000,Fluorescein Only
379,7515,0.277254,Fluorescein Only
337,4421,0.220560,Fluorescein Only
361,6633,0.289310,Fluorescein Only
354,7107,0.235994,Fluorescein Only
347,7354,0.233090,Fluorescein Only
358,7547,0.299834,Fluorescein Only
76,1518,0.914944,Fluorescein Only
366,5941,0.271361,Fluorescein Only
386,7629,0.186781,Fluorescein Only
373,6915,0.131127,Fluorescein Only
381,7847,0.227399,Fluorescein Only
377,7425,0.238264,Fluorescein Only
384,7172,0.153531,Fluorescein Only
362,5897,0.023149,Fluorescein Only
375,7728,0.103254,Fluorescein Only
373,6913,0.174720,Fluorescein Only
377,7403,0.161198,Fluorescein Only
342,5178,0.160545,Fluorescein Only
340,6589,0.413109,Fluorescein Only
374,7505,0.081532,Fluorescein Only
364,5050,0.265943,Fluorescein Only
352,6741,0.149957,Fluorescein Only
351,6680,0.101440,Fluorescein Only
96,299,0.426401,Fluorescein Only
329,6984,0.409183,Fluorescein Only
341,6007,0.338105,Fluorescein Only
349,6636,0.182054,Fluorescein Only
373,7662,0.174720,Fluorescein Only
372,5163,0.185539,Fluorescein Only
343,5554,0.153317,Fluorescein Only
354,6846,0.228241,Fluorescein Only
349,7410,0.429468,Fluorescein Only
337,5106,0.205695,Fluorescein Only
344,4860,0.148059,Fluorescein Only
358,7383,0.229581,Fluorescein Only
355,7351,0.231940,Fluorescein Only
337,4294,0.169679,Fluorescein Only
356,6389,0.334800,Fluorescein Only
347,6630,0.161190,Fluorescein Only
361,7523,0.330663,Fluorescein Only
349,5739,0.247455,Fluorescein Only
358,7320,0.282199,Fluorescein Only
388,7542,0.286488,Fluorescein Only
351,6899,0.101440,Fluorescein Only
347,5412,0.161190,Fluorescein Only
282,5760,0.719028,Fluorescein Only
354,6407,0.328238,Fluorescein Only
350,4534,0.164634,Fluorescein Only
360,7042,0.207694,Fluorescein Only
358,7383,0.293834,Fluorescein Only
364,7521,0.283778,Fluorescein Only
367,7192,0.207427,Fluorescein Only
330,4399,0.249071,Fluorescein Only
371,6513,0.339015,Fluorescein Only
386,7707,0.251508,Fluorescein Only
352,6402,0.299567,Fluorescein Only
360,7576,0.249804,Fluorescein Only
368,7335,0.299990,Fluorescein Only
349,6050,0.247455,Fluorescein Only
372,7617,0.139071,Fluorescein Only
338,5537,0.238681,Fluorescein Only
354,6654,0.210595,Fluorescein Only
340,6802,0.443357,Fluorescein Only
368,7397,0.177235,Fluorescein Only
360,5284,0.249804,Fluorescein Only
371,6891,0.149480,Fluorescein Only
353,6909,0.268491,Fluorescein Only
364,6670,0.265943,Fluorescein Only
339,4685,0.147530,Fluorescein Only
395,7721,0.177477,Fluorescein Only
350,6245,0.204593,Fluorescein Only
384,7683,0.225047,Fluorescein Only
122,1540,0.899152,Fluorescein Only
358,6188,0.245840,Fluorescein Only
368,7123,0.136913,Fluorescein Only
343,5689,0.153317,Fluorescein Only
360,5028,0.249804,Fluorescein Only
384,6836,0.242951,Fluorescein Only
352,5360,0.178464,Fluorescein Only
362,7172,0.268214,Fluorescein Only
380,7313,0.304558,Fluorescein Only
384,7249,0.264723,Fluorescein Only
352,4972,0.180125,Fluorescein Only
349,4544,0.204658,Fluorescein Only
345,5995,0.206521,Fluorescein Only
367,7159,0.468033,Fluorescein Only
374,7287,0.198218,Fluorescein Only
366,6514,0.223490,Fluorescein Only
384,7390,0.196590,Fluorescein Only
347,5752,0.218985,Fluorescein Only
343,5300,0.153317,Fluorescein Only
369,7001,0.055403,Fluorescein Only
392,7618,0.320793,Fluorescein Only
358,6131,0.213340,Fluorescein Only
358,6876,0.214418,Fluorescein Only
397,7975,0.239004,Fluorescein Only
391,7778,0.244770,Fluorescein Only
350,5013,0.218337,Fluorescein Only
382,7605,0.144214,Fluorescein Only
343,4341,0.147677,Fluorescein Only
356,6227,0.300567,Fluorescein Only
384,6869,0.326373,Fluorescein Only
396,7854,0.242891,Fluorescein Only
360,6984,0.263127,Fluorescein Only
355,6972,0.429044,Fluorescein Only
368,6607,0.260225,Fluorescein Only
358,5222,0.200452,Fluorescein Only
362,6101,0.215501,Fluorescein Only
359,6181,0.301644,Fluorescein Only
373,7558,0.235741,Fluorescein Only
373,6404,0.253546,Fluorescein Only
350,5069,0.207612,Fluorescein Only
200,3956,0.512574,Fluorescein Only
346,4674,0.244564,Fluorescein Only
366,6643,0.220344,Fluorescein Only
388,7466,0.277774,Fluorescein Only
250,3102,0.743468,Fluorescein Only
369,6854,0.204740,Fluorescein Only
380,6438,0.168830,Fluorescein Only
399,7753,0.046222,Fluorescein Only
390,7327,0.267421,Fluorescein Only
375,5160,0.226977,Fluorescein Only
364,6654,0.279709,Fluorescein Only
386,7465,0.159760,Fluorescein Only
384,7423,0.192529,Fluorescein Only
344,7049,0.351588,Fluorescein Only
366,4928,0.158036,Fluorescein Only
360,6116,0.225911,Fluorescein Only
341,4338,0.183626,Fluorescein Only
366,6638,0.278530,Fluorescein Only
362,6520,0.300560,Fluorescein Only
372,7111,0.219203,Fluorescein Only
372,7654,0.258205,Fluorescein Only
332,5892,0.374006,Fluorescein Only
139,1469,0.790130,Fluorescein Only
378,7506,0.213183,Fluorescein Only
386,6714,0.159760,Fluorescein Only
364,6971,0.281557,Fluorescein Only
148,2143,0.750668,Fluorescein Only
383,5846,0.255555,Fluorescein Only
356,5781,0.171884,Fluorescein Only
325,6540,0.510439,Fluorescein Only
378,5364,0.142789,Fluorescein Only
365,6356,0.186157,Fluorescein Only
342,4281,0.446727,Fluorescein Only
355,6351,0.153692,Fluorescein Only
351,757,0.181750,Fluorescein Only
336,6088,0.447622,Fluorescein Only
168,3374,0.706588,Fluorescein Only
150,3010,0.716437,Fluorescein Only
249,4244,0.585834,Fluorescein Only
103,1673,0.477225,Fluorescein Only
368,5125,0.182119,Fluorescein Only
358,6489,0.299834,Fluorescein Only
475,1244,0.774725,Fluorescein Only
331,6671,0.430142,Fluorescein Only
355,4956,0.229200,Fluorescein Only
351,5525,0.263461,Fluorescein Only
114,2023,0.566484,Fluorescein Only
372,5004,0.166536,Fluorescein Only
1136,2551,0.865173,Fluorescein Only
378,6444,0.293615,Fluorescein Only
274,5603,0.652851,Fluorescein Only
108,296,0.342340,Fluorescein Only
320,6340,0.546277,Fluorescein Only
358,4048,0.214418,Fluorescein Only
103,2111,0.477225,Fluorescein Only
269,5201,0.610424,Fluorescein Only
92,1693,0.346889,Fluorescein Only
106,263,0.495290,Fluorescein Only
360,5445,0.298560,Fluorescein Only
326,5693,0.464963,Fluorescein Only
349,4386,0.375450,Fluorescein Only
152,2900,0.687976,Fluorescein Only
114,1909,0.566484,Fluorescein Only
269,4658,0.659720,Fluorescein Only
146,2766,0.639049,Fluorescein Only
125,2340,0.633044,Fluorescein Only
285,4543,0.539931,Fluorescein Only
163,2931,0.738897,Fluorescein Only
325,4526,0.452524,Fluorescein Only
309,4353,0.559557,Fluorescein Only
125,2033,0.633044,Fluorescein Only
404,915,0.904380,Fluorescein Only
52,580,0.853030,Fluorescein Only
114,1538,0.566484,Fluorescein Only
390912,631190,0.927260,Fluorescein Only
356919,572922,0.940080,Mix
125,468,0.633044,Mix
395,1570,0.177509,Mix
279,5130,0.161037,Mix
384,1439,0.126865,Mix
301,5980,0.573703,Mix
382,1542,0.139536,Mix
353,7270,0.203523,Mix
355,7162,0.245044,Mix
391,1542,0.236632,Mix
360,7386,0.235013,Mix
358,7477,0.277208,Mix
386,1456,0.218252,Mix
381,7911,0.246296,Mix
257,3218,0.618878,Mix
360,7557,0.264645,Mix
356,7374,0.253733,Mix
309,6597,0.537419,Mix
396,1391,0.267806,Mix
382,1592,0.197811,Mix
347,7096,0.152394,Mix
386,1416,0.145499,Mix
351,6651,0.284036,Mix
384,1583,0.144936,Mix
349,6890,0.182054,Mix
378,1265,0.251365,Mix
381,1307,0.114259,Mix
349,6016,0.161387,Mix
378,1492,0.140212,Mix
101,415,0.528681,Mix
234,4178,0.615023,Mix
378,6735,0.183117,Mix
378,1175,0.170423,Mix
341,5413,0.138074,Mix
381,1242,0.180228,Mix
343,4929,0.153317,Mix
380,5376,0.168830,Mix
344,4722,0.288381,Mix
242,2922,0.737772,Mix
101,1252,0.528681,Mix
358,7186,0.177094,Mix
390,7232,0.333414,Mix
360,7027,0.299711,Mix
361,7162,0.334637,Mix
399,1512,0.291481,Mix
398,1550,0.206666,Mix
388,1479,0.263691,Mix
396,1481,0.229846,Mix
396,1522,0.184278,Mix
393,1525,0.162008,Mix
401,1521,0.259421,Mix
397,1446,0.271786,Mix
382,1443,0.077039,Mix
392,1512,0.239239,Mix
375,7345,0.193803,Mix
397,1540,0.250724,Mix
362,7466,0.314188,Mix
257,518,0.637720,Mix
356,6563,0.247481,Mix
366,6602,0.136964,Mix
388,1458,0.204124,Mix
362,6690,0.282774,Mix
369,7366,0.231191,Mix
154,409,0.695547,Mix
377,6820,0.161054,Mix
392,1376,0.272478,Mix
379,1258,0.156858,Mix
269,3893,0.212670,Mix
397,7411,0.239004,Mix
386,1500,0.159760,Mix
81,189,0.000000,Mix
351,5508,0.101440,Mix
358,6997,0.282199,Mix
377,4729,0.165755,Mix
382,5803,0.077039,Mix
353,6024,0.212217,Mix
341,3780,0.197112,Mix
384,1226,0.192529,Mix
421,1165,0.821100,Mix
360,5061,0.249804,Mix
354,7282,0.302587,Mix
355,7070,0.224960,Mix
349,4104,0.205081,Mix
353,7230,0.282218,Mix
378,7643,0.147220,Mix
350,7011,0.325930,Mix
345,4552,0.016592,Mix
360,7124,0.299711,Mix
325,1191,0.658841,Mix
389,7918,0.183064,Mix
366,7423,0.167377,Mix
391,1480,0.237158,Mix
360,7298,0.225911,Mix
388,1433,0.196127,Mix
358,6961,0.213340,Mix
358,7325,0.194199,Mix
383,1130,0.162940,Mix
356,6534,0.207306,Mix
355,7304,0.150673,Mix
384,1322,0.125594,Mix
381,7020,0.170633,Mix
362,7320,0.275425,Mix
394,1547,0.216215,Mix
347,6174,0.129726,Mix
382,1366,0.077039,Mix
347,5615,0.188999,Mix
358,6786,0.252405,Mix
386,1430,0.145499,Mix
351,6150,0.151314,Mix
