Area,Intensity,Eccentricity,Time
1174.0,11766.5625,0.8792529717091941,0.0
221.0,516.078125,0.6540829362666359,0.0
103.0,276.35546875,0.47722455010354614,0.0
228.0,479.109375,0.4135250789154353,0.0
548.0,1077.85546875,0.940864422625757,0.0
58.0,157.609375,0.872556060696407,0.0
246131.0,386858.3671875,0.9705409983640868,0.0
32135.0,58308.12890625,0.9995177337629052,0.0
181908.0,301435.52734375,0.9829826315874134,0.0
1703.0,32364.125,0.718005491987664,0.0
2732.0,5243.66796875,0.2904016050659803,0.0
319967.0,535522.984375,0.9508822715841844,0.0
13433.0,21484.7890625,0.9995219870213858,0.0
187.0,298.12890625,0.9738183927418288,0.0
100.0,380.421875,0.304568390943487,0.0
2680.0,47892.56640625,0.161293247000529,0.0
2691.0,49639.89453125,0.18568252858797363,0.0
121.0,338.01953125,0.5341896844251247,0.0
3022.0,5686.78125,0.11803236823744186,0.0
128.0,388.87890625,0.35529146586544785,0.0
2680.0,47550.06640625,0.1426764993385915,0.0
132.0,298.54296875,0.2880991460665408,0.0
2358.0,4197.984375,0.14279572004550053,0.0
100.0,207.09765625,0.304568390943487,0.0
2823.0,5210.41796875,0.14082239277011538,0.0
119.0,208.8515625,0.21991994184878874,0.0
2925.0,5359.046875,0.1476350421993274,0.0
119.0,218.7734375,0.21991994184878824,0.0
2992.0,5462.59375,0.14122658695678722,0.0
127.0,386.1328125,0.31733640811606073,0.0
2682.0,53321.0859375,0.18068651856264586,0.0
117.0,215.80078125,0.9551648618023656,0.0
112.0,320.30078125,0.3770624287172464,0.0
2956.0,5393.57421875,0.1583530696051825,0.0
212.0,481.55078125,0.5281163627505544,0.0
2688.0,49837.2109375,0.2919204339534327,0.0
2922.0,5208.578125,0.13282356476679985,0.0
112.0,250.62890625,0.3770624287172454,0.0
121.0,233.84765625,0.5341896844251244,0.0
2903.0,5423.54296875,0.15475183660390587,0.0
104.0,328.44921875,0.0,0.0
153.0,268.38671875,0.41360570983810985,0.0
2695.0,55077.421875,0.1383245121503483,0.0
2955.0,5240.96484375,0.13545241881866082,0.0
100.0,338.28125,0.304568390943487,0.0
119.0,340.70703125,0.4147576277484874,0.0
2695.0,49937.83203125,0.1864062079383993,0.0
110.0,452.2890625,0.4392112740246769,0.0
120.0,387.79296875,0.4126813627642953,0.0
2511.0,46431.265625,0.1057895570961588,0.0
2681.0,42589.4453125,0.08117048850026655,0.0
117.0,362.40625,0.28309836615861755,0.0
119.0,393.1796875,0.21991994184878824,0.0
3093.0,6422.87109375,0.08952417597959891,0.0
147.0,458.421875,0.3026228472848518,0.0
2623.0,40688.33203125,0.1456003594265588,0.0
3002.0,5720.62109375,0.15847394929904896,0.0
125.0,312.70703125,0.2879161432109574,0.0
117.0,242.0625,0.29514825579708726,0.0
2552.0,5384.828125,0.19198009444438421,0.0
81.0,210.88671875,0.0,0.0
1580.0,25788.546875,0.778993857150021,0.0
2628.0,42673.921875,0.13950805486789472,0.0
2847.0,5426.62109375,0.20225470707654689,0.0
2776.0,40493.41015625,0.23473889474586482,0.0
100.0,410.01171875,0.304568390943487,0.0
96.0,355.296875,0.42640143271122083,0.0
2678.0,40912.21875,0.1727182741348936,0.0
81.0,187.88671875,0.0,0.0
100.0,305.1171875,0.304568390943487,0.0
2829.0,5937.62109375,0.21653093466709594,0.0
92.0,351.46484375,0.3468889594776243,0.0
156.0,440.5234375,0.3426401274394525,0.0
2712.0,42238.69140625,0.22405843943246578,0.0
2728.0,43162.03515625,0.1727343978075083,0.0
100.0,373.69140625,0.304568390943487,0.0
2727.0,40540.6875,0.14727982309055823,0.0
100.0,362.0625,0.304568390943487,0.0
115.0,372.80859375,0.35344977265326344,0.0
2669.0,40354.296875,0.29462510618231186,0.0
2799.0,43530.69921875,0.23013682764683788,0.0
104.0,409.17578125,0.0,0.0
100.0,368.60546875,0.304568390943487,0.0
2701.0,41706.47265625,0.18562970983020505,0.0
112.0,327.0703125,0.37706242871724566,0.0
92.0,255.99609375,0.3468889594776243,0.0
2925.0,5638.60546875,0.1587372876372087,0.0
119.0,246.87890625,0.41475762774848723,0.0
2980.0,5328.171875,0.17823975826250366,0.0
911.0,1990.71484375,0.40184048050817617,0.0
2730.0,42715.03515625,0.15632587276545046,0.0
947.0,1633.18359375,0.38039133488668353,0.0
2391.0,4352.71875,0.6160481155593961,0.0
915.0,1589.609375,0.9062200657945608,0.0
96.0,273.74609375,0.42640143271122083,0.0
191045.0,307764.05859375,0.9796855724537733,1.0
18164.0,45932.12109375,0.9990662326236297,1.0
109584.0,223675.9609375,0.9914863576675845,1.0
1040.0,2295.64453125,0.9043118752959856,1.0
522.0,1526.96875,0.9614109540863824,1.0
2712.0,37754.390625,0.5360950622031498,1.0
352020.0,694666.76171875,0.9390087589978062,1.0
1247.0,2374.9296875,0.9170676362126564,1.0
27502.0,45712.96484375,0.9923362485536131,1.0
2761.0,42532.2109375,0.18322102030865547,1.0
81.0,236.76953125,0.0,1.0
3044.0,42092.4140625,0.21166369258293213,1.0
81.0,287.1875,0.0,1.0
1142.0,15006.13671875,0.9543368096361862,1.0
3114.0,45064.7421875,0.12711066855546185,1.0
104.0,377.3359375,0.0,1.0
851.0,10466.33984375,0.7948322860947572,1.0
81.0,265.2578125,0.0,1.0
3066.0,43708.10546875,0.18816537510431441,1.0
112.0,349.625,0.3770624287172454,1.0
485.0,1165.24609375,0.3617436385202858,1.0
3482.0,7406.1015625,0.08839863682608844,1.0
100.0,215.42578125,0.304568390943487,1.0
1187.0,16466.9453125,0.951370202155487,1.0
3378.0,7007.1328125,0.19628363985463512,1.0
1134.0,15377.3359375,0.8922025736756461,1.0
92.0,195.9453125,0.3468889594776243,1.0
3077.0,6495.12109375,0.1568117165612994,1.0
1137.0,16617.96484375,0.9546044752304077,1.0
3114.0,47136.19140625,0.1605579726729545,1.0
1091.0,15588.2265625,0.8869374899100905,1.0
3065.0,43109.4375,0.15396759612749764,1.0
100.0,313.59375,0.304568390943487,1.0
100.0,332.828125,0.304568390943487,1.0
3076.0,47792.9453125,0.13214937036789628,1.0
92.0,328.70703125,0.3468889594776243,1.0
1232.0,2807.7109375,0.9598856936844274,1.0
3074.0,49018.8046875,0.10539280050095559,1.0
1360.0,2996.08203125,0.8730293863325551,1.0
104.0,292.41796875,0.0,1.0
3369.0,7233.8671875,0.0721786601970742,1.0
81.0,295.86328125,0.0,1.0
81.0,220.5703125,0.0,1.0
3070.0,46531.3671875,0.0766814440804847,1.0
100.0,349.19140625,0.304568390943487,1.0
92.0,221.55859375,0.3468889594776243,1.0
3089.0,46335.93359375,0.12562456590539364,1.0
1081.0,18430.82421875,0.9466050658696379,1.0
92.0,211.31640625,0.3468889594776243,1.0
686.0,11003.33984375,0.9201730411242004,1.0
2971.0,6046.8515625,0.09927630014411543,1.0
113.0,438.42578125,0.38359162834621285,1.0
108.0,320.00390625,0.3423402312476654,1.0
2735.0,45091.75390625,0.05214667156851549,1.0
121.0,426.6171875,0.08490304078804034,1.0
2771.0,44441.23046875,0.07704814494975748,1.0
1154.0,2690.53515625,0.9530114377632943,1.0
104.0,330.265625,0.0,1.0
1350.0,2995.125,0.880274255045365,1.0
2900.0,41272.25390625,0.12820393463024746,1.0
138.0,541.65625,0.3451997251989916,1.0
100.0,357.76953125,0.304568390943487,1.0
3085.0,46677.15234375,0.12419355317823658,1.0
100.0,352.53515625,0.304568390943487,1.0
3073.0,45408.3046875,0.1990014727759084,1.0
100.0,371.15625,0.304568390943487,1.0
1131.0,16443.375,0.9574627614971092,1.0
1027.0,14396.32421875,0.9065702972873088,1.0
3074.0,46144.89453125,0.09564593298987217,1.0
113.0,351.08984375,0.38359162834621285,1.0
112.0,361.69921875,0.37706242871724566,1.0
3256.0,7304.265625,0.12904455381315946,1.0
274.0,789.796875,0.6319348791027817,1.0
108.0,343.1484375,0.34234023124766505,1.0
1137.0,16620.75,0.9529240874412136,1.0
3079.0,46603.9140625,0.08685609691734361,1.0
1087.0,15335.25390625,0.8983425372700347,1.0
3083.0,43703.953125,0.16070067987978806,1.0
159.0,494.8828125,0.406913027295117,1.0
162.0,495.5859375,0.47324627450924844,1.0
3167.0,43319.859375,0.10087000946887086,1.0
117.0,435.41015625,0.28309836615861755,1.0
1066.0,15507.9921875,0.9525758855291232,1.0
937.0,13108.4609375,0.8805724748212762,1.0
3088.0,45892.22265625,0.16304425431905847,1.0
2647.0,37817.26171875,0.27941237352467885,1.0
100.0,342.3359375,0.304568390943487,1.0
3012.0,40272.16796875,0.18250787311837358,1.0
720.0,1909.93359375,0.9077990246640792,1.0
241.0,566.3046875,0.7508676770363529,1.0
92.0,330.76171875,0.3468889594776243,1.0
104.0,304.18359375,0.0,1.0
3216.0,6751.23046875,0.0999661848759555,1.0
1191.0,2395.53515625,0.9605704035442448,1.0
3344.0,7390.1875,0.14373545363419826,1.0
2782.0,37794.796875,0.2910226323599979,1.0
1258.0,2499.15234375,0.8894182598237815,1.0
81.0,256.21484375,0.0,1.0
123.0,302.05859375,0.34408521190796343,1.0
119.0,293.12890625,0.21991994184878824,1.0
3495.0,7399.13671875,0.13886178385255954,1.0
926.0,2569.3515625,0.8529635683465667,1.0
119.0,319.42578125,0.21991994184878874,1.0
2999.0,39643.10546875,0.3102266462784532,1.0
3030.0,39497.3203125,0.10966346885887357,1.0
1006.0,13768.0390625,0.9579747594085698,1.0
3078.0,40767.06640625,0.1327979140538071,1.0
1102.0,14463.93359375,0.8953251898273195,1.0
3194.0,11075.00390625,0.9941800819286318,1.0
81.0,250.953125,0.0,1.0
92.0,270.73828125,0.3468889594776243,1.0
3039.0,40591.375,0.18086576067417995,1.0
489.0,1299.25390625,0.775555104087566,1.0
3101.0,41167.94921875,0.16652713553272147,1.0
104.0,341.55078125,0.0,1.0
2837.0,35273.78515625,0.39884798023496243,1.0
112.0,383.3046875,0.3770624287172458,1.0
915.0,12200.26953125,0.9733935427614117,1.0
3044.0,40555.0703125,0.12657480208346777,1.0
1051.0,13571.2421875,0.9028252178897622,1.0
3052.0,37877.17578125,0.11282114588678041,1.0
3109.0,37174.90234375,0.11912607679140375,1.0
108.0,318.39453125,0.3423402312476654,1.0
104.0,308.578125,0.0,1.0
234.0,2950.671875,0.9686473561223148,1.0
2305.0,5013.0625,0.7651271755896514,1.0
471.0,6033.8828125,0.92506450716771,1.0
215.0,531.62890625,0.5155028644712263,1.0
126.0,267.07421875,0.9605103951469666,1.0
185106.0,301775.4375,0.9807318149972872,1.0
473.0,1538.34765625,0.7358534521902891,1.0
83088.0,196378.953125,0.9941815916676303,1.0
2823.0,5678.43359375,0.6086076989386815,1.0
634.0,1319.90234375,0.9453761754944116,1.0
2864.0,36694.20703125,0.43408395625366386,1.0
351210.0,792899.19921875,0.9401686103151955,1.0
152.0,1814.8125,0.8528317134209864,1.0
130.0,1492.22265625,0.5500727750056361,1.0
31373.0,52914.90625,0.9923501050600214,1.0
2203.0,24651.11328125,0.7225698754105957,1.0
381.0,926.66796875,0.3706263246689007,1.0
551.0,5471.5703125,0.9543361280526853,1.0
81.0,159.9609375,0.0,1.0
81.0,194.55859375,0.0,1.0
2361.0,4985.734375,0.7009921003372257,1.0
2870.0,37904.75,0.1192522101789884,1.0
1150.0,15910.58984375,0.9533594185037861,1.0
969.0,13261.421875,0.920054145579935,1.0
643.0,2268.890625,0.7703170523123055,1.0
2343.0,28127.078125,0.6358775187871655,1.0
3178.0,37906.12109375,0.13003497362710723,1.0
1091.0,12042.8046875,0.9442651217235786,1.0
1549.0,18246.80859375,0.8458600138571825,1.0
975.0,2137.01171875,0.8854812978123955,1.0
3248.0,7520.33203125,0.3821691601881497,1.0
147.0,444.40234375,0.45818915259003523,1.0
108.0,321.80859375,0.3423402312476654,1.0
3148.0,34914.03125,0.18093146287620787,1.0
330.0,1165.41796875,0.19563844431499747,1.0
3112.0,39306.84375,0.07171448148871867,1.0
1064.0,12317.9375,0.9495172545760275,1.0
1297.0,15759.46875,0.8651863410921675,1.0
979.0,14287.28515625,0.9196716013222054,1.0
1089.0,15066.06640625,0.8998305653525276,1.0
104.0,314.95703125,0.0,1.0
707.0,1999.28515625,0.9277899353696516,1.0
2856.0,35648.9296875,0.21797213331951126,1.0
3442.0,7664.1328125,0.14757148736864506,1.0
306.0,962.28125,0.27601559668527914,1.0
1006.0,2102.55078125,0.8955591062969125,1.0
1138.0,2380.0234375,0.9524134394457962,1.0
1600.0,3467.60546875,0.8482462239016908,1.0
2897.0,39362.0078125,0.14956941582368405,1.0
3076.0,41248.40234375,0.12139897749905344,1.0
100.0,257.18359375,0.304568390943487,1.0
1189.0,17642.03125,0.9522978395874913,1.0
108.0,288.60546875,0.3423402312476654,1.0
1135.0,16652.15625,0.8887783173952328,1.0
3345.0,7129.95703125,0.18494844679974615,1.0
303.0,901.78125,0.22125550349143183,1.0
1168.0,13496.125,0.9466626129052618,1.0
1452.0,17632.06640625,0.8428968729686396,1.0
100.0,296.55859375,0.304568390943487,1.0
2483.0,37093.96484375,0.14971907318161687,1.0
228.0,706.1796875,0.5565437136804292,1.0
4908.0,9209.4921875,0.9950551356114661,1.0
3118.0,43571.09765625,0.0978828661116828,1.0
92.0,246.26953125,0.3468889594776243,1.0
92.0,250.1015625,0.3468889594776243,1.0
3474.0,7990.4609375,0.13392715883117978,1.0
282.0,964.6796875,0.2420228949977722,1.0
1166.0,15053.1015625,0.9486892596780109,1.0
1077.0,14908.14453125,0.93479653751049,1.0
3092.0,42953.5390625,0.11459413554032791,1.0
100.0,314.4453125,0.304568390943487,1.0
2988.0,45766.6171875,0.21022934379842778,1.0
