Raw Data 		Experiment - JMMOligoTest12_19 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	533-580	
A3	Sample 3	2	2	22	1833060	59.94	0.23	0.04
A3	Sample 3	2	2	23	1907250	59.94	0.24	0.05
A3	Sample 3	2	2	24	1981560	59.94	0.24	0.04
A3	Sample 3	2	2	25	2055860	59.94	0.24	0.04
A3	Sample 3	2	2	26	2130160	59.94	0.24	0.05
A3	Sample 3	2	2	27	2204360	59.94	0.24	0.04
A3	Sample 3	2	2	28	2278660	59.94	0.24	0.04
A3	Sample 3	2	2	29	2352960	59.91	0.24	0.05
A3	Sample 3	2	2	30	2427250	59.91	0.24	0.05
A3	Sample 3	2	2	31	2501560	59.94	0.24	0.05
A3	Sample 3	2	2	32	2575760	59.94	0.24	0.04
A3	Sample 3	2	2	33	2650050	59.94	0.24	0.05
A3	Sample 3	2	2	34	2724260	59.91	0.24	0.05
A3	Sample 3	2	2	35	2798560	59.91	0.24	0.05
A3	Sample 3	2	2	36	2872770	59.94	0.24	0.04
A3	Sample 3	2	2	37	2947060	59.94	0.24	0.05
A3	Sample 3	2	2	38	3021260	59.94	0.25	0.04
A3	Sample 3	2	2	39	3095460	59.94	0.25	0.05
A3	Sample 3	2	2	40	3169760	59.94	0.24	0.05
A4	Sample 4	2	2	1	274120	59.94	0.15	0.03
A4	Sample 4	2	2	2	348350	59.94	0.15	0.03
A4	Sample 4	2	2	3	422640	59.94	0.14	0.03
A4	Sample 4	2	2	4	496850	59.94	0.15	0.03
A4	Sample 4	2	2	5	571150	59.94	0.14	0.03
A4	Sample 4	2	2	6	645350	59.91	0.14	0.03
A4	Sample 4	2	2	7	719650	59.94	0.14	0.03
A4	Sample 4	2	2	8	793850	59.94	0.14	0.03
A4	Sample 4	2	2	9	868050	59.94	0.14	0.03
A4	Sample 4	2	2	10	942250	59.94	0.14	0.03
A4	Sample 4	2	2	11	1016460	59.94	0.14	0.03
A4	Sample 4	2	2	12	1090550	59.91	0.14	0.03
A4	Sample 4	2	2	13	1164840	59.94	0.14	0.03
A4	Sample 4	2	2	14	1239050	59.94	0.14	0.03
A4	Sample 4	2	2	15	1313250	59.94	0.15	0.03
A4	Sample 4	2	2	16	1387460	59.94	0.14	0.03
A4	Sample 4	2	2	17	1461750	59.94	0.14	0.03
A4	Sample 4	2	2	18	1536060	59.94	0.14	0.03
A4	Sample 4	2	2	19	1610250	59.94	0.14	0.03
A4	Sample 4	2	2	20	1684550	59.94	0.15	0.03
A4	Sample 4	2	2	21	1758760	59.94	0.15	0.03
A4	Sample 4	2	2	22	1833060	59.94	0.14	0.03
A4	Sample 4	2	2	23	1907250	59.94	0.15	0.03
A4	Sample 4	2	2	24	1981560	59.94	0.15	0.03
A4	Sample 4	2	2	25	2055860	59.94	0.14	0.03
A4	Sample 4	2	2	26	2130160	59.94	0.15	0.03
A4	Sample 4	2	2	27	2204360	59.94	0.15	0.03
A4	Sample 4	2	2	28	2278660	59.94	0.15	0.03
A4	Sample 4	2	2	29	2352960	59.91	0.15	0.03
A4	Sample 4	2	2	30	2427250	59.91	0.14	0.03
A4	Sample 4	2	2	31	2501560	59.94	0.15	0.03
A4	Sample 4	2	2	32	2575760	59.94	0.15	0.03
A4	Sample 4	2	2	33	2650050	59.94	0.14	0.03
A4	Sample 4	2	2	34	2724260	59.91	0.15	0.03
A4	Sample 4	2	2	35	2798560	59.91	0.15	0.03
A4	Sample 4	2	2	36	2872770	59.94	0.15	0.03
A4	Sample 4	2	2	37	2947060	59.94	0.14	0.03
A4	Sample 4	2	2	38	3021260	59.94	0.14	0.03
A4	Sample 4	2	2	39	3095460	59.94	0.15	0.03
A4	Sample 4	2	2	40	3169760	59.94	0.15	0.03
A5	Sample 5	2	2	1	274120	59.94	0.12	0.02
A5	Sample 5	2	2	2	348350	59.94	0.12	0.02
A5	Sample 5	2	2	3	422640	59.94	0.12	0.02
A5	Sample 5	2	2	4	496850	59.94	0.11	0.02
A5	Sample 5	2	2	5	571150	59.94	0.12	0.02
A5	Sample 5	2	2	6	645350	59.91	0.12	0.02
A5	Sample 5	2	2	7	719650	59.94	0.12	0.02
A5	Sample 5	2	2	8	793850	59.94	0.12	0.02
A5	Sample 5	2	2	9	868050	59.94	0.12	0.02
A5	Sample 5	2	2	10	942250	59.94	0.12	0.02
A5	Sample 5	2	2	11	1016460	59.94	0.12	0.02
A5	Sample 5	2	2	12	1090550	59.91	0.12	0.02
A5	Sample 5	2	2	13	1164840	59.94	0.12	0.02
A5	Sample 5	2	2	14	1239050	59.94	0.12	0.02
A5	Sample 5	2	2	15	1313250	59.94	0.12	0.02
A5	Sample 5	2	2	16	1387460	59.94	0.12	0.02
A5	Sample 5	2	2	17	1461750	59.94	0.12	0.02
A5	Sample 5	2	2	18	1536060	59.94	0.12	0.02
A5	Sample 5	2	2	19	1610250	59.94	0.11	0.02
A5	Sample 5	2	2	20	1684550	59.94	0.12	0.02
A5	Sample 5	2	2	21	1758760	59.94	0.12	0.02
A5	Sample 5	2	2	22	1833060	59.94	0.12	0.02
A5	Sample 5	2	2	23	1907250	59.94	0.12	0.02
A5	Sample 5	2	2	24	1981560	59.94	0.12	0.02
A5	Sample 5	2	2	25	2055860	59.94	0.12	0.02
A5	Sample 5	2	2	26	2130160	59.94	0.12	0.02
A5	Sample 5	2	2	27	2204360	59.94	0.12	0.02
A5	Sample 5	2	2	28	2278660	59.94	0.12	0.02
A5	Sample 5	2	2	29	2352960	59.91	0.12	0.02
A5	Sample 5	2	2	30	2427250	59.91	0.12	0.02
A5	Sample 5	2	2	31	2501560	59.94	0.12	0.02
A5	Sample 5	2	2	32	2575760	59.94	0.12	0.02
A5	Sample 5	2	2	33	2650050	59.94	0.12	0.02
A5	Sample 5	2	2	34	2724260	59.91	0.12	0.02
A5	Sample 5	2	2	35	2798560	59.91	0.12	0.02
A5	Sample 5	2	2	36	2872770	59.94	0.12	0.02
A5	Sample 5	2	2	37	2947060	59.94	0.12	0.02
A5	Sample 5	2	2	38	3021260	59.94	0.12	0.02
A5	Sample 5	2	2	39	3095460	59.94	0.13	0.02
A5	Sample 5	2	2	40	3169760	59.94	0.12	0.02
A6	Sample 6	2	2	1	274120	59.94	0.14	0.02
A6	Sample 6	2	2	2	348350	59.94	0.14	0.02
A6	Sample 6	2	2	3	422640	59.94	0.14	0.02
A6	Sample 6	2	2	4	496850	59.94	0.13	0.02
A6	Sample 6	2	2	5	571150	59.94	0.13	0.02
A6	Sample 6	2	2	6	645350	59.91	0.14	0.02
A6	Sample 6	2	2	7	719650	59.94	0.13	0.02
A6	Sample 6	2	2	8	793850	59.94	0.13	0.02
A6	Sample 6	2	2	9	868050	59.94	0.13	0.02
A6	Sample 6	2	2	10	942250	59.94	0.13	0.02
A6	Sample 6	2	2	11	1016460	59.94	0.13	0.02
A6	Sample 6	2	2	12	1090550	59.91	0.14	0.02
A6	Sample 6	2	2	13	1164840	59.94	0.13	0.02
A6	Sample 6	2	2	14	1239050	59.94	0.14	0.02
A6	Sample 6	2	2	15	1313250	59.94	0.14	0.02
A6	Sample 6	2	2	16	1387460	59.94	0.13	0.02
A6	Sample 6	2	2	17	1461750	59.94	0.13	0.02
A6	Sample 6	2	2	18	1536060	59.94	0.14	0.02
A6	Sample 6	2	2	19	1610250	59.94	0.13	0.02
A6	Sample 6	2	2	20	1684550	59.94	0.14	0.02
A6	Sample 6	2	2	21	1758760	59.94	0.14	0.02
A6	Sample 6	2	2	22	1833060	59.94	0.14	0.02
A6	Sample 6	2	2	23	1907250	59.94	0.14	0.02
A6	Sample 6	2	2	24	1981560	59.94	0.14	0.02
A6	Sample 6	2	2	25	2055860	59.94	0.14	0.02
A6	Sample 6	2	2	26	2130160	59.94	0.14	0.02
A6	Sample 6	2	2	27	2204360	59.94	0.14	0.02
A6	Sample 6	2	2	28	2278660	59.94	0.14	0.02
A6	Sample 6	2	2	29	2352960	59.91	0.13	0.02
A6	Sample 6	2	2	30	2427250	59.91	0.13	0.02
A6	Sample 6	2	2	31	2501560	59.94	0.14	0.02
A6	Sample 6	2	2	32	2575760	59.94	0.14	0.02
A6	Sample 6	2	2	33	2650050	59.94	0.14	0.02
A6	Sample 6	2	2	34	2724260	59.91	0.14	0.02
A6	Sample 6	2	2	35	2798560	59.91	0.14	0.02
A6	Sample 6	2	2	36	2872770	59.94	0.14	0.02
A6	Sample 6	2	2	37	2947060	59.94	0.14	0.02
A6	Sample 6	2	2	38	3021260	59.94	0.14	0.02
A6	Sample 6	2	2	39	3095460	59.94	0.14	0.02
A6	Sample 6	2	2	40	3169760	59.94	0.14	0.02
A7	Sample 7	2	2	1	274120	59.94	0.13	0.02
A7	Sample 7	2	2	2	348350	59.94	0.13	0.02
A7	Sample 7	2	2	3	422640	59.94	0.13	0.02
A7	Sample 7	2	2	4	496850	59.94	0.13	0.02
A7	Sample 7	2	2	5	571150	59.94	0.13	0.02
A7	Sample 7	2	2	6	645350	59.91	0.13	0.02
A7	Sample 7	2	2	7	719650	59.94	0.13	0.02
A7	Sample 7	2	2	8	793850	59.94	0.13	0.02
A7	Sample 7	2	2	9	868050	59.94	0.13	0.02
A7	Sample 7	2	2	10	942250	59.94	0.13	0.02
A7	Sample 7	2	2	11	1016460	59.94	0.13	0.02
A7	Sample 7	2	2	12	1090550	59.91	0.13	0.02
A7	Sample 7	2	2	13	1164840	59.94	0.13	0.02
A7	Sample 7	2	2	14	1239050	59.94	0.13	0.02
A7	Sample 7	2	2	15	1313250	59.94	0.13	0.02
A7	Sample 7	2	2	16	1387460	59.94	0.13	0.02
A7	Sample 7	2	2	17	1461750	59.94	0.13	0.02
A7	Sample 7	2	2	18	1536060	59.94	0.13	0.02
A7	Sample 7	2	2	19	1610250	59.94	0.13	0.02
A7	Sample 7	2	2	20	1684550	59.94	0.13	0.02
A7	Sample 7	2	2	21	1758760	59.94	0.13	0.02
A7	Sample 7	2	2	22	1833060	59.94	0.13	0.02
A7	Sample 7	2	2	23	1907250	59.94	0.13	0.02
A7	Sample 7	2	2	24	1981560	59.94	0.14	0.02
A7	Sample 7	2	2	25	2055860	59.94	0.13	0.02
A7	Sample 7	2	2	26	2130160	59.94	0.13	0.02
A7	Sample 7	2	2	27	2204360	59.94	0.14	0.02
A7	Sample 7	2	2	28	2278660	59.94	0.14	0.02
A7	Sample 7	2	2	29	2352960	59.91	0.13	0.02
A7	Sample 7	2	2	30	2427250	59.91	0.13	0.02
A7	Sample 7	2	2	31	2501560	59.94	0.13	0.02
A7	Sample 7	2	2	32	2575760	59.94	0.13	0.03
A7	Sample 7	2	2	33	2650050	59.94	0.14	0.02
A7	Sample 7	2	2	34	2724260	59.91	0.14	0.02
A7	Sample 7	2	2	35	2798560	59.91	0.13	0.02
A7	Sample 7	2	2	36	2872770	59.94	0.13	0.02
A7	Sample 7	2	2	37	2947060	59.94	0.14	0.02
A7	Sample 7	2	2	38	3021260	59.94	0.14	0.02
A7	Sample 7	2	2	39	3095460	59.94	0.14	0.02
A7	Sample 7	2	2	40	3169760	59.94	0.14	0.02
A8	Sample 8	2	2	1	274120	59.94	0.19	0.03
A8	Sample 8	2	2	2	348350	59.94	0.19	0.03
A8	Sample 8	2	2	3	422640	59.94	0.18	0.03
A8	Sample 8	2	2	4	496850	59.94	0.18	0.03
A8	Sample 8	2	2	5	571150	59.94	0.18	0.03
A8	Sample 8	2	2	6	645350	59.91	0.18	0.03
A8	Sample 8	2	2	7	719650	59.94	0.18	0.03
A8	Sample 8	2	2	8	793850	59.94	0.18	0.03
A8	Sample 8	2	2	9	868050	59.94	0.18	0.03
A8	Sample 8	2	2	10	942250	59.94	0.18	0.03
A8	Sample 8	2	2	11	1016460	59.94	0.17	0.03
A8	Sample 8	2	2	12	1090550	59.91	0.18	0.03
A8	Sample 8	2	2	13	1164840	59.94	0.18	0.03
A8	Sample 8	2	2	14	1239050	59.94	0.19	0.03
A8	Sample 8	2	2	15	1313250	59.94	0.19	0.03
A8	Sample 8	2	2	16	1387460	59.94	0.18	0.03
A8	Sample 8	2	2	17	1461750	59.94	0.18	0.03
A8	Sample 8	2	2	18	1536060	59.94	0.19	0.03
A8	Sample 8	2	2	19	1610250	59.94	0.18	0.03
A8	Sample 8	2	2	20	1684550	59.94	0.19	0.03
A8	Sample 8	2	2	21	1758760	59.94	0.19	0.03
A8	Sample 8	2	2	22	1833060	59.94	0.19	0.03
A8	Sample 8	2	2	23	1907250	59.94	0.19	0.03
A8	Sample 8	2	2	24	1981560	59.94	0.18	0.03
A8	Sample 8	2	2	25	2055860	59.94	0.18	0.03
A8	Sample 8	2	2	26	2130160	59.94	0.18	0.03
A8	Sample 8	2	2	27	2204360	59.94	0.19	0.03
A8	Sample 8	2	2	28	2278660	59.94	0.18	0.03
A8	Sample 8	2	2	29	2352960	59.91	0.18	0.03
A8	Sample 8	2	2	30	2427250	59.91	0.18	0.03
A8	Sample 8	2	2	31	2501560	59.94	0.18	0.03
A8	Sample 8	2	2	32	2575760	59.94	0.18	0.03
A8	Sample 8	2	2	33	2650050	59.94	0.19	0.03
A8	Sample 8	2	2	34	2724260	59.91	0.19	0.03
A8	Sample 8	2	2	35	2798560	59.91	0.19	0.03
A8	Sample 8	2	2	36	2872770	59.94	0.19	0.03
A8	Sample 8	2	2	37	2947060	59.94	0.19	0.03
A8	Sample 8	2	2	38	3021260	59.94	0.19	0.03
A8	Sample 8	2	2	39	3095460	59.94	0.19	0.03
A8	Sample 8	2	2	40	3169760	59.94	0.19	0.03
A9	Sample 9	2	2	1	274120	59.94	0.24	0.04
A9	Sample 9	2	2	2	348350	59.94	0.24	0.04
A9	Sample 9	2	2	3	422640	59.94	0.24	0.04
A9	Sample 9	2	2	4	496850	59.94	0.23	0.04
A9	Sample 9	2	2	5	571150	59.94	0.24	0.04
A9	Sample 9	2	2	6	645350	59.91	0.23	0.04
A9	Sample 9	2	2	7	719650	59.94	0.23	0.04
A9	Sample 9	2	2	8	793850	59.94	0.24	0.04
A9	Sample 9	2	2	9	868050	59.94	0.24	0.04
A9	Sample 9	2	2	10	942250	59.94	0.23	0.04
A9	Sample 9	2	2	11	1016460	59.94	0.23	0.04
A9	Sample 9	2	2	12	1090550	59.91	0.23	0.04
A9	Sample 9	2	2	13	1164840	59.94	0.23	0.04
A9	Sample 9	2	2	14	1239050	59.94	0.24	0.04
A9	Sample 9	2	2	15	1313250	59.94	0.24	0.04
A9	Sample 9	2	2	16	1387460	59.94	0.23	0.04
A9	Sample 9	2	2	17	1461750	59.94	0.24	0.04
A9	Sample 9	2	2	18	1536060	59.94	0.24	0.04
A9	Sample 9	2	2	19	1610250	59.94	0.24	0.04
A9	Sample 9	2	2	20	1684550	59.94	0.24	0.04
A9	Sample 9	2	2	21	1758760	59.94	0.24	0.04
A9	Sample 9	2	2	22	1833060	59.94	0.24	0.04
A9	Sample 9	2	2	23	1907250	59.94	0.24	0.04
A9	Sample 9	2	2	24	1981560	59.94	0.24	0.04
A9	Sample 9	2	2	25	2055860	59.94	0.23	0.04
A9	Sample 9	2	2	26	2130160	59.94	0.24	0.04
A9	Sample 9	2	2	27	2204360	59.94	0.24	0.04
A9	Sample 9	2	2	28	2278660	59.94	0.24	0.04
A9	Sample 9	2	2	29	2352960	59.91	0.24	0.04
A9	Sample 9	2	2	30	2427250	59.91	0.24	0.04
A9	Sample 9	2	2	31	2501560	59.94	0.24	0.04
A9	Sample 9	2	2	32	2575760	59.94	0.24	0.04
A9	Sample 9	2	2	33	2650050	59.94	0.24	0.04
A9	Sample 9	2	2	34	2724260	59.91	0.24	0.04
A9	Sample 9	2	2	35	2798560	59.91	0.24	0.04
A9	Sample 9	2	2	36	2872770	59.94	0.24	0.04
A9	Sample 9	2	2	37	2947060	59.94	0.24	0.04
A9	Sample 9	2	2	38	3021260	59.94	0.24	0.04
A9	Sample 9	2	2	39	3095460	59.94	0.24	0.04
A9	Sample 9	2	2	40	3169760	59.94	0.24	0.04
A10	Sample 10	2	2	1	274120	59.94	0.65	0.11
A10	Sample 10	2	2	2	348350	59.94	0.66	0.11
A10	Sample 10	2	2	3	422640	59.94	0.66	0.11
A10	Sample 10	2	2	4	496850	59.94	0.66	0.11
A10	Sample 10	2	2	5	571150	59.94	0.66	0.11
A10	Sample 10	2	2	6	645350	59.91	0.66	0.11
A10	Sample 10	2	2	7	719650	59.94	0.66	0.11
A10	Sample 10	2	2	8	793850	59.94	0.66	0.11
A10	Sample 10	2	2	9	868050	59.94	0.67	0.11
A10	Sample 10	2	2	10	942250	59.94	0.66	0.11
A10	Sample 10	2	2	11	1016460	59.94	0.67	0.11
A10	Sample 10	2	2	12	1090550	59.91	0.67	0.11
A10	Sample 10	2	2	13	1164840	59.94	0.67	0.11
A10	Sample 10	2	2	14	1239050	59.94	0.67	0.11
A10	Sample 10	2	2	15	1313250	59.94	0.68	0.11
A10	Sample 10	2	2	16	1387460	59.94	0.67	0.11
A10	Sample 10	2	2	17	1461750	59.94	0.67	0.11
A10	Sample 10	2	2	18	1536060	59.94	0.68	0.11
A10	Sample 10	2	2	19	1610250	59.94	0.67	0.11
A10	Sample 10	2	2	20	1684550	59.94	0.68	0.11
A10	Sample 10	2	2	21	1758760	59.94	0.68	0.11
A10	Sample 10	2	2	22	1833060	59.94	0.68	0.11
A10	Sample 10	2	2	23	1907250	59.94	0.68	0.11
A10	Sample 10	2	2	24	1981560	59.94	0.68	0.11
A10	Sample 10	2	2	25	2055860	59.94	0.67	0.11
A10	Sample 10	2	2	26	2130160	59.94	0.68	0.11
A10	Sample 10	2	2	27	2204360	59.94	0.68	0.11
A10	Sample 10	2	2	28	2278660	59.94	0.68	0.11
A10	Sample 10	2	2	29	2352960	59.91	0.68	0.11
A10	Sample 10	2	2	30	2427250	59.91	0.68	0.11
A10	Sample 10	2	2	31	2501560	59.94	0.68	0.11
A10	Sample 10	2	2	32	2575760	59.94	0.67	0.11
A10	Sample 10	2	2	33	2650050	59.94	0.68	0.11
A10	Sample 10	2	2	34	2724260	59.91	0.68	0.11
A10	Sample 10	2	2	35	2798560	59.91	0.67	0.11
A10	Sample 10	2	2	36	2872770	59.94	0.68	0.11
A10	Sample 10	2	2	37	2947060	59.94	0.68	0.11
A10	Sample 10	2	2	38	3021260	59.94	0.68	0.11
A10	Sample 10	2	2	39	3095460	59.94	0.68	0.11
A10	Sample 10	2	2	40	3169760	59.94	0.68	0.11
A11	Sample 11	2	2	1	274120	59.94	1.22	0.20
A11	Sample 11	2	2	2	348350	59.94	1.22	0.20
A11	Sample 11	2	2	3	422640	59.94	1.22	0.20
A11	Sample 11	2	2	4	496850	59.94	1.23	0.20
A11	Sample 11	2	2	5	571150	59.94	1.23	0.20
A11	Sample 11	2	2	6	645350	59.91	1.23	0.20
A11	Sample 11	2	2	7	719650	59.94	1.24	0.21
A11	Sample 11	2	2	8	793850	59.94	1.24	0.21
A11	Sample 11	2	2	9	868050	59.94	1.24	0.21
A11	Sample 11	2	2	10	942250	59.94	1.24	0.21
A11	Sample 11	2	2	11	1016460	59.94	1.24	0.21
A11	Sample 11	2	2	12	1090550	59.91	1.25	0.21
A11	Sample 11	2	2	13	1164840	59.94	1.25	0.21
A11	Sample 11	2	2	14	1239050	59.94	1.25	0.21
A11	Sample 11	2	2	15	1313250	59.94	1.25	0.21
A11	Sample 11	2	2	16	1387460	59.94	1.25	0.21
A11	Sample 11	2	2	17	1461750	59.94	1.25	0.21
A11	Sample 11	2	2	18	1536060	59.94	1.26	0.21
A11	Sample 11	2	2	19	1610250	59.94	1.25	0.21
A11	Sample 11	2	2	20	1684550	59.94	1.26	0.21
A11	Sample 11	2	2	21	1758760	59.94	1.26	0.21
A11	Sample 11	2	2	22	1833060	59.94	1.26	0.21
A11	Sample 11	2	2	23	1907250	59.94	1.26	0.21
A11	Sample 11	2	2	24	1981560	59.94	1.26	0.21
A11	Sample 11	2	2	25	2055860	59.94	1.26	0.21
A11	Sample 11	2	2	26	2130160	59.94	1.26	0.21
A11	Sample 11	2	2	27	2204360	59.94	1.26	0.21
A11	Sample 11	2	2	28	2278660	59.94	1.26	0.21
A11	Sample 11	2	2	29	2352960	59.91	1.26	0.21
A11	Sample 11	2	2	30	2427250	59.91	1.27	0.21
A11	Sample 11	2	2	31	2501560	59.94	1.26	0.21
A11	Sample 11	2	2	32	2575760	59.94	1.26	0.21
A11	Sample 11	2	2	33	2650050	59.94	1.27	0.21
