Raw Data 		Experiment - JMM_ScreenSeq_CellFree_10_7_2022 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	618-660	
F4	Sample 64	2	2	3	416440	59.91	0.95	0.34
F4	Sample 64	2	2	4	489230	59.94	0.96	0.33
F4	Sample 64	2	2	5	561930	59.94	0.96	0.34
F4	Sample 64	2	2	6	634650	59.94	0.98	0.34
F4	Sample 64	2	2	7	707430	59.94	0.97	0.34
F4	Sample 64	2	2	8	780150	59.94	0.98	0.35
F4	Sample 64	2	2	9	852940	59.94	0.98	0.35
F4	Sample 64	2	2	10	925740	59.91	0.99	0.35
F4	Sample 64	2	2	11	998530	59.91	0.99	0.35
F4	Sample 64	2	2	12	1071250	59.91	0.99	0.35
F4	Sample 64	2	2	13	1144050	59.94	1.00	0.35
F4	Sample 64	2	2	14	1216830	59.94	1.00	0.35
F4	Sample 64	2	2	15	1289540	59.94	1.00	0.35
F4	Sample 64	2	2	16	1362250	59.94	1.00	0.35
F4	Sample 64	2	2	17	1435030	59.94	1.01	0.35
F5	Sample 65	2	2	1	270860	59.94	1.05	0.23
F5	Sample 65	2	2	2	343640	59.91	1.07	0.23
F5	Sample 65	2	2	3	416440	59.91	1.06	0.24
F5	Sample 65	2	2	4	489230	59.94	1.08	0.24
F5	Sample 65	2	2	5	561930	59.94	1.08	0.24
F5	Sample 65	2	2	6	634650	59.94	1.08	0.24
F5	Sample 65	2	2	7	707430	59.94	1.08	0.24
F5	Sample 65	2	2	8	780150	59.94	1.09	0.25
F5	Sample 65	2	2	9	852940	59.94	1.09	0.25
F5	Sample 65	2	2	10	925740	59.91	1.10	0.25
F5	Sample 65	2	2	11	998530	59.91	1.09	0.25
F5	Sample 65	2	2	12	1071250	59.91	1.10	0.25
F5	Sample 65	2	2	13	1144050	59.94	1.11	0.25
F5	Sample 65	2	2	14	1216830	59.94	1.10	0.25
F5	Sample 65	2	2	15	1289540	59.94	1.11	0.25
F5	Sample 65	2	2	16	1362250	59.94	1.10	0.26
F5	Sample 65	2	2	17	1435030	59.94	1.11	0.25
F6	Sample 66	2	2	1	270860	59.94	0.92	0.14
F6	Sample 66	2	2	2	343640	59.91	0.93	0.14
F6	Sample 66	2	2	3	416440	59.91	0.93	0.14
F6	Sample 66	2	2	4	489230	59.94	0.94	0.14
F6	Sample 66	2	2	5	561930	59.94	0.94	0.14
F6	Sample 66	2	2	6	634650	59.94	0.95	0.14
F6	Sample 66	2	2	7	707430	59.94	0.97	0.14
F6	Sample 66	2	2	8	780150	59.94	0.95	0.15
F6	Sample 66	2	2	9	852940	59.94	0.96	0.15
F6	Sample 66	2	2	10	925740	59.91	0.96	0.15
F6	Sample 66	2	2	11	998530	59.91	0.97	0.15
F6	Sample 66	2	2	12	1071250	59.91	0.97	0.15
F6	Sample 66	2	2	13	1144050	59.94	0.98	0.15
F6	Sample 66	2	2	14	1216830	59.94	0.97	0.15
F6	Sample 66	2	2	15	1289540	59.94	0.98	0.15
F6	Sample 66	2	2	16	1362250	59.94	0.97	0.15
F6	Sample 66	2	2	17	1435030	59.94	0.98	0.15
F7	Sample 67	2	2	1	270860	59.94	0.94	0.16
F7	Sample 67	2	2	2	343640	59.91	0.96	0.16
F7	Sample 67	2	2	3	416440	59.91	0.96	0.16
F7	Sample 67	2	2	4	489230	59.94	0.97	0.16
F7	Sample 67	2	2	5	561930	59.94	0.97	0.16
F7	Sample 67	2	2	6	634650	59.94	0.98	0.16
F7	Sample 67	2	2	7	707430	59.94	0.98	0.17
F7	Sample 67	2	2	8	780150	59.94	0.98	0.17
F7	Sample 67	2	2	9	852940	59.94	0.99	0.17
F7	Sample 67	2	2	10	925740	59.91	0.99	0.17
F7	Sample 67	2	2	11	998530	59.91	0.99	0.17
F7	Sample 67	2	2	12	1071250	59.91	1.00	0.17
F7	Sample 67	2	2	13	1144050	59.94	1.00	0.17
F7	Sample 67	2	2	14	1216830	59.94	1.00	0.17
F7	Sample 67	2	2	15	1289540	59.94	1.00	0.17
F7	Sample 67	2	2	16	1362250	59.94	1.00	0.18
F7	Sample 67	2	2	17	1435030	59.94	1.01	0.17
F8	Sample 68	2	2	1	270860	59.94	0.95	0.26
F8	Sample 68	2	2	2	343640	59.91	0.97	0.27
F8	Sample 68	2	2	3	416440	59.91	0.98	0.28
F8	Sample 68	2	2	4	489230	59.94	0.98	0.28
F8	Sample 68	2	2	5	561930	59.94	0.99	0.28
F8	Sample 68	2	2	6	634650	59.94	0.99	0.28
F8	Sample 68	2	2	7	707430	59.94	1.00	0.29
F8	Sample 68	2	2	8	780150	59.94	1.00	0.29
F8	Sample 68	2	2	9	852940	59.94	1.00	0.29
F8	Sample 68	2	2	10	925740	59.91	1.01	0.29
F8	Sample 68	2	2	11	998530	59.91	1.01	0.30
F8	Sample 68	2	2	12	1071250	59.91	1.02	0.30
F8	Sample 68	2	2	13	1144050	59.94	1.02	0.29
F8	Sample 68	2	2	14	1216830	59.94	1.02	0.30
F8	Sample 68	2	2	15	1289540	59.94	1.02	0.30
F8	Sample 68	2	2	16	1362250	59.94	1.03	0.30
F8	Sample 68	2	2	17	1435030	59.94	1.03	0.30
F9	Sample 69	2	2	1	270860	59.94	0.92	0.27
F9	Sample 69	2	2	2	343640	59.91	0.93	0.27
F9	Sample 69	2	2	3	416440	59.91	0.93	0.28
F9	Sample 69	2	2	4	489230	59.94	0.94	0.28
F9	Sample 69	2	2	5	561930	59.94	0.94	0.29
F9	Sample 69	2	2	6	634650	59.94	0.95	0.29
F9	Sample 69	2	2	7	707430	59.94	0.95	0.29
F9	Sample 69	2	2	8	780150	59.94	0.96	0.29
F9	Sample 69	2	2	9	852940	59.94	0.96	0.30
F9	Sample 69	2	2	10	925740	59.91	0.96	0.30
F9	Sample 69	2	2	11	998530	59.91	0.97	0.30
F9	Sample 69	2	2	12	1071250	59.91	0.97	0.30
F9	Sample 69	2	2	13	1144050	59.94	0.98	0.30
F9	Sample 69	2	2	14	1216830	59.94	0.97	0.30
F9	Sample 69	2	2	15	1289540	59.94	0.98	0.30
F9	Sample 69	2	2	16	1362250	59.94	0.98	0.30
F9	Sample 69	2	2	17	1435030	59.94	0.99	0.30
F10	Sample 70	2	2	1	270860	59.94	0.93	0.32
F10	Sample 70	2	2	2	343640	59.91	0.94	0.31
F10	Sample 70	2	2	3	416440	59.91	0.95	0.31
F10	Sample 70	2	2	4	489230	59.94	0.96	0.31
F10	Sample 70	2	2	5	561930	59.94	0.96	0.32
F10	Sample 70	2	2	6	634650	59.94	0.97	0.32
F10	Sample 70	2	2	7	707430	59.94	0.98	0.32
F10	Sample 70	2	2	8	780150	59.94	0.98	0.32
F10	Sample 70	2	2	9	852940	59.94	0.98	0.32
F10	Sample 70	2	2	10	925740	59.91	0.98	0.33
F10	Sample 70	2	2	11	998530	59.91	0.99	0.32
F10	Sample 70	2	2	12	1071250	59.91	1.00	0.32
F10	Sample 70	2	2	13	1144050	59.94	1.00	0.32
F10	Sample 70	2	2	14	1216830	59.94	1.00	0.33
F10	Sample 70	2	2	15	1289540	59.94	1.00	0.33
F10	Sample 70	2	2	16	1362250	59.94	1.00	0.33
F10	Sample 70	2	2	17	1435030	59.94	1.01	0.32
F11	Sample 71	2	2	1	270860	59.94	0.81	0.10
F11	Sample 71	2	2	2	343640	59.91	0.82	0.10
F11	Sample 71	2	2	3	416440	59.91	0.82	0.11
F11	Sample 71	2	2	4	489230	59.94	0.84	0.10
F11	Sample 71	2	2	5	561930	59.94	0.83	0.10
F11	Sample 71	2	2	6	634650	59.94	0.84	0.11
F11	Sample 71	2	2	7	707430	59.94	0.84	0.11
F11	Sample 71	2	2	8	780150	59.94	0.84	0.11
F11	Sample 71	2	2	9	852940	59.94	0.84	0.11
F11	Sample 71	2	2	10	925740	59.91	0.85	0.11
F11	Sample 71	2	2	11	998530	59.91	0.84	0.11
F11	Sample 71	2	2	12	1071250	59.91	0.85	0.11
F11	Sample 71	2	2	13	1144050	59.94	0.86	0.11
F11	Sample 71	2	2	14	1216830	59.94	0.86	0.11
F11	Sample 71	2	2	15	1289540	59.94	0.86	0.11
F11	Sample 71	2	2	16	1362250	59.94	0.86	0.11
F11	Sample 71	2	2	17	1435030	59.94	0.87	0.11
F12	Sample 72	2	2	1	270860	59.94	0.59	0.22
F12	Sample 72	2	2	2	343640	59.91	0.60	0.23
F12	Sample 72	2	2	3	416440	59.91	0.61	0.24
F12	Sample 72	2	2	4	489230	59.94	0.61	0.23
F12	Sample 72	2	2	5	561930	59.94	0.61	0.24
F12	Sample 72	2	2	6	634650	59.94	0.61	0.24
F12	Sample 72	2	2	7	707430	59.94	0.62	0.25
F12	Sample 72	2	2	8	780150	59.94	0.62	0.24
F12	Sample 72	2	2	9	852940	59.94	0.62	0.25
F12	Sample 72	2	2	10	925740	59.91	0.62	0.25
F12	Sample 72	2	2	11	998530	59.91	0.62	0.25
F12	Sample 72	2	2	12	1071250	59.91	0.62	0.25
F12	Sample 72	2	2	13	1144050	59.94	0.63	0.24
F12	Sample 72	2	2	14	1216830	59.94	0.63	0.24
F12	Sample 72	2	2	15	1289540	59.94	0.63	0.24
F12	Sample 72	2	2	16	1362250	59.94	0.63	0.25
F12	Sample 72	2	2	17	1435030	59.94	0.63	0.24
G1	Sample 73	2	2	1	270860	59.94	0.44	0.09
G1	Sample 73	2	2	2	343640	59.91	0.45	0.09
G1	Sample 73	2	2	3	416440	59.91	0.45	0.09
G1	Sample 73	2	2	4	489230	59.94	0.45	0.09
G1	Sample 73	2	2	5	561930	59.94	0.46	0.09
G1	Sample 73	2	2	6	634650	59.94	0.46	0.09
G1	Sample 73	2	2	7	707430	59.94	0.46	0.09
G1	Sample 73	2	2	8	780150	59.94	0.46	0.09
G1	Sample 73	2	2	9	852940	59.94	0.46	0.09
G1	Sample 73	2	2	10	925740	59.91	0.46	0.09
G1	Sample 73	2	2	11	998530	59.91	0.46	0.09
G1	Sample 73	2	2	12	1071250	59.91	0.46	0.09
G1	Sample 73	2	2	13	1144050	59.94	0.46	0.09
G1	Sample 73	2	2	14	1216830	59.94	0.46	0.09
G1	Sample 73	2	2	15	1289540	59.94	0.47	0.09
G1	Sample 73	2	2	16	1362250	59.94	0.46	0.09
G1	Sample 73	2	2	17	1435030	59.94	0.46	0.09
G2	Sample 74	2	2	1	270860	59.94	0.57	0.35
G2	Sample 74	2	2	2	343640	59.91	0.57	0.35
G2	Sample 74	2	2	3	416440	59.91	0.58	0.36
G2	Sample 74	2	2	4	489230	59.94	0.58	0.36
G2	Sample 74	2	2	5	561930	59.94	0.58	0.35
G2	Sample 74	2	2	6	634650	59.94	0.58	0.36
G2	Sample 74	2	2	7	707430	59.94	0.58	0.36
G2	Sample 74	2	2	8	780150	59.94	0.59	0.36
G2	Sample 74	2	2	9	852940	59.94	0.58	0.36
G2	Sample 74	2	2	10	925740	59.91	0.59	0.36
G2	Sample 74	2	2	11	998530	59.91	0.58	0.35
G2	Sample 74	2	2	12	1071250	59.91	0.59	0.36
G2	Sample 74	2	2	13	1144050	59.94	0.58	0.35
G2	Sample 74	2	2	14	1216830	59.94	0.59	0.36
G2	Sample 74	2	2	15	1289540	59.94	0.59	0.35
G2	Sample 74	2	2	16	1362250	59.94	0.58	0.35
G2	Sample 74	2	2	17	1435030	59.94	0.59	0.35
G3	Sample 75	2	2	1	270860	59.94	0.78	0.31
G3	Sample 75	2	2	2	343640	59.91	0.79	0.32
G3	Sample 75	2	2	3	416440	59.91	0.79	0.33
G3	Sample 75	2	2	4	489230	59.94	0.79	0.32
G3	Sample 75	2	2	5	561930	59.94	0.79	0.32
G3	Sample 75	2	2	6	634650	59.94	0.80	0.33
G3	Sample 75	2	2	7	707430	59.94	0.80	0.33
G3	Sample 75	2	2	8	780150	59.94	0.80	0.33
G3	Sample 75	2	2	9	852940	59.94	0.80	0.33
G3	Sample 75	2	2	10	925740	59.91	0.80	0.33
G3	Sample 75	2	2	11	998530	59.91	0.80	0.33
G3	Sample 75	2	2	12	1071250	59.91	0.81	0.33
G3	Sample 75	2	2	13	1144050	59.94	0.81	0.33
G3	Sample 75	2	2	14	1216830	59.94	0.81	0.33
G3	Sample 75	2	2	15	1289540	59.94	0.81	0.33
G3	Sample 75	2	2	16	1362250	59.94	0.81	0.33
G3	Sample 75	2	2	17	1435030	59.94	0.82	0.33
G4	Sample 76	2	2	1	270860	59.94	0.91	0.19
G4	Sample 76	2	2	2	343640	59.91	0.91	0.19
G4	Sample 76	2	2	3	416440	59.91	0.91	0.20
G4	Sample 76	2	2	4	489230	59.94	0.92	0.19
G4	Sample 76	2	2	5	561930	59.94	0.92	0.20
G4	Sample 76	2	2	6	634650	59.94	0.94	0.20
G4	Sample 76	2	2	7	707430	59.94	0.94	0.20
G4	Sample 76	2	2	8	780150	59.94	0.93	0.20
G4	Sample 76	2	2	9	852940	59.94	0.94	0.20
G4	Sample 76	2	2	10	925740	59.91	0.94	0.20
G4	Sample 76	2	2	11	998530	59.91	0.94	0.20
G4	Sample 76	2	2	12	1071250	59.91	0.94	0.20
G4	Sample 76	2	2	13	1144050	59.94	0.94	0.20
G4	Sample 76	2	2	14	1216830	59.94	0.95	0.20
G4	Sample 76	2	2	15	1289540	59.94	0.95	0.20
G4	Sample 76	2	2	16	1362250	59.94	0.95	0.20
G4	Sample 76	2	2	17	1435030	59.94	0.95	0.20
G5	Sample 77	2	2	1	270860	59.94	1.01	0.23
G5	Sample 77	2	2	2	343640	59.91	1.03	0.23
G5	Sample 77	2	2	3	416440	59.91	1.04	0.23
G5	Sample 77	2	2	4	489230	59.94	1.03	0.23
G5	Sample 77	2	2	5	561930	59.94	1.05	0.23
G5	Sample 77	2	2	6	634650	59.94	1.05	0.23
G5	Sample 77	2	2	7	707430	59.94	1.05	0.23
G5	Sample 77	2	2	8	780150	59.94	1.05	0.23
G5	Sample 77	2	2	9	852940	59.94	1.05	0.23
G5	Sample 77	2	2	10	925740	59.91	1.07	0.24
G5	Sample 77	2	2	11	998530	59.91	1.07	0.23
G5	Sample 77	2	2	12	1071250	59.91	1.07	0.23
G5	Sample 77	2	2	13	1144050	59.94	1.07	0.23
G5	Sample 77	2	2	14	1216830	59.94	1.08	0.23
G5	Sample 77	2	2	15	1289540	59.94	1.08	0.23
G5	Sample 77	2	2	16	1362250	59.94	1.08	0.23
G5	Sample 77	2	2	17	1435030	59.94	1.08	0.23
G6	Sample 78	2	2	1	270860	59.94	0.84	0.13
G6	Sample 78	2	2	2	343640	59.91	0.85	0.13
G6	Sample 78	2	2	3	416440	59.91	0.87	0.14
G6	Sample 78	2	2	4	489230	59.94	0.86	0.14
G6	Sample 78	2	2	5	561930	59.94	0.87	0.14
G6	Sample 78	2	2	6	634650	59.94	0.88	0.14
G6	Sample 78	2	2	7	707430	59.94	0.88	0.14
G6	Sample 78	2	2	8	780150	59.94	0.87	0.14
G6	Sample 78	2	2	9	852940	59.94	0.88	0.14
G6	Sample 78	2	2	10	925740	59.91	0.88	0.14
G6	Sample 78	2	2	11	998530	59.91	0.89	0.14
G6	Sample 78	2	2	12	1071250	59.91	0.89	0.14
G6	Sample 78	2	2	13	1144050	59.94	0.90	0.14
G6	Sample 78	2	2	14	1216830	59.94	0.90	0.14
G6	Sample 78	2	2	15	1289540	59.94	0.90	0.14
G6	Sample 78	2	2	16	1362250	59.94	0.90	0.14
G6	Sample 78	2	2	17	1435030	59.94	0.90	0.14
G7	Sample 79	2	2	1	270860	59.94	0.75	0.07
G7	Sample 79	2	2	2	343640	59.91	0.76	0.07
G7	Sample 79	2	2	3	416440	59.91	0.76	0.07
G7	Sample 79	2	2	4	489230	59.94	0.76	0.07
G7	Sample 79	2	2	5	561930	59.94	0.77	0.07
G7	Sample 79	2	2	6	634650	59.94	0.77	0.07
G7	Sample 79	2	2	7	707430	59.94	0.77	0.07
G7	Sample 79	2	2	8	780150	59.94	0.78	0.07
G7	Sample 79	2	2	9	852940	59.94	0.78	0.07
G7	Sample 79	2	2	10	925740	59.91	0.78	0.07
G7	Sample 79	2	2	11	998530	59.91	0.78	0.07
G7	Sample 79	2	2	12	1071250	59.91	0.78	0.07
G7	Sample 79	2	2	13	1144050	59.94	0.79	0.07
G7	Sample 79	2	2	14	1216830	59.94	0.79	0.08
G7	Sample 79	2	2	15	1289540	59.94	0.79	0.07
G7	Sample 79	2	2	16	1362250	59.94	0.79	0.07
G7	Sample 79	2	2	17	1435030	59.94	0.79	0.08
G8	Sample 80	2	2	1	270860	59.94	0.89	0.13
G8	Sample 80	2	2	2	343640	59.91	0.90	0.13
G8	Sample 80	2	2	3	416440	59.91	0.90	0.13
G8	Sample 80	2	2	4	489230	59.94	0.91	0.13
G8	Sample 80	2	2	5	561930	59.94	0.91	0.14
G8	Sample 80	2	2	6	634650	59.94	0.91	0.13
G8	Sample 80	2	2	7	707430	59.94	0.92	0.14
G8	Sample 80	2	2	8	780150	59.94	0.92	0.13
G8	Sample 80	2	2	9	852940	59.94	0.91	0.13
G8	Sample 80	2	2	10	925740	59.91	0.92	0.14
G8	Sample 80	2	2	11	998530	59.91	0.92	0.14
G8	Sample 80	2	2	12	1071250	59.91	0.93	0.14
G8	Sample 80	2	2	13	1144050	59.94	0.93	0.14
G8	Sample 80	2	2	14	1216830	59.94	0.93	0.14
G8	Sample 80	2	2	15	1289540	59.94	0.93	0.13
G8	Sample 80	2	2	16	1362250	59.94	0.93	0.14
G8	Sample 80	2	2	17	1435030	59.94	0.93	0.14
G9	Sample 81	2	2	1	270860	59.94	0.91	0.11
G9	Sample 81	2	2	2	343640	59.91	0.92	0.11
G9	Sample 81	2	2	3	416440	59.91	0.92	0.11
G9	Sample 81	2	2	4	489230	59.94	0.93	0.11
G9	Sample 81	2	2	5	561930	59.94	0.93	0.11
G9	Sample 81	2	2	6	634650	59.94	0.94	0.11
G9	Sample 81	2	2	7	707430	59.94	0.94	0.11
G9	Sample 81	2	2	8	780150	59.94	0.94	0.11
G9	Sample 81	2	2	9	852940	59.94	0.94	0.11
G9	Sample 81	2	2	10	925740	59.91	0.95	0.11
G9	Sample 81	2	2	11	998530	59.91	0.94	0.11
G9	Sample 81	2	2	12	1071250	59.91	0.96	0.11
G9	Sample 81	2	2	13	1144050	59.94	0.95	0.11
G9	Sample 81	2	2	14	1216830	59.94	0.95	0.11
G9	Sample 81	2	2	15	1289540	59.94	0.95	0.11
G9	Sample 81	2	2	16	1362250	59.94	0.96	0.11
G9	Sample 81	2	2	17	1435030	59.94	0.95	0.11
G10	Sample 82	2	2	1	270860	59.94	0.88	0.11
G10	Sample 82	2	2	2	343640	59.91	0.88	0.10
G10	Sample 82	2	2	3	416440	59.91	0.89	0.11
G10	Sample 82	2	2	4	489230	59.94	0.90	0.11
G10	Sample 82	2	2	5	561930	59.94	0.90	0.10
G10	Sample 82	2	2	6	634650	59.94	0.90	0.11
G10	Sample 82	2	2	7	707430	59.94	0.90	0.11
G10	Sample 82	2	2	8	780150	59.94	0.90	0.11
G10	Sample 82	2	2	9	852940	59.94	0.90	0.11
G10	Sample 82	2	2	10	925740	59.91	0.90	0.11
G10	Sample 82	2	2	11	998530	59.91	0.91	0.11
G10	Sample 82	2	2	12	1071250	59.91	0.91	0.11
G10	Sample 82	2	2	13	1144050	59.94	0.91	0.10
G10	Sample 82	2	2	14	1216830	59.94	0.91	0.11
G10	Sample 82	2	2	15	1289540	59.94	0.91	0.11
G10	Sample 82	2	2	16	1362250	59.94	0.91	0.11
G10	Sample 82	2	2	17	1435030	59.94	0.91	0.11
G11	Sample 83	2	2	1	270860	59.94	0.54	0.05
G11	Sample 83	2	2	2	343640	59.91	0.54	0.04
G11	Sample 83	2	2	3	416440	59.91	0.54	0.05
G11	Sample 83	2	2	4	489230	59.94	0.55	0.05
G11	Sample 83	2	2	5	561930	59.94	0.55	0.05
G11	Sample 83	2	2	6	634650	59.94	0.55	0.05
G11	Sample 83	2	2	7	707430	59.94	0.56	0.05
G11	Sample 83	2	2	8	780150	59.94	0.56	0.05
G11	Sample 83	2	2	9	852940	59.94	0.55	0.05
G11	Sample 83	2	2	10	925740	59.91	0.56	0.05
G11	Sample 83	2	2	11	998530	59.91	0.55	0.05
G11	Sample 83	2	2	12	1071250	59.91	0.56	0.05
G11	Sample 83	2	2	13	1144050	59.94	0.56	0.05
G11	Sample 83	2	2	14	1216830	59.94	0.56	0.05
G11	Sample 83	2	2	15	1289540	59.94	0.56	0.05
G11	Sample 83	2	2	16	1362250	59.94	0.56	0.05
G11	Sample 83	2	2	17	1435030	59.94	0.56	0.05
G12	Sample 84	2	2	1	270860	59.94	0.23	0.07
G12	Sample 84	2	2	2	343640	59.91	0.23	0.07
G12	Sample 84	2	2	3	416440	59.91	0.23	0.07
G12	Sample 84	2	2	4	489230	59.94	0.23	0.07
G12	Sample 84	2	2	5	561930	59.94	0.24	0.07
G12	Sample 84	2	2	6	634650	59.94	0.23	0.08
G12	Sample 84	2	2	7	707430	59.94	0.24	0.07
G12	Sample 84	2	2	8	780150	59.94	0.23	0.08
G12	Sample 84	2	2	9	852940	59.94	0.23	0.07
G12	Sample 84	2	2	10	925740	59.91	0.24	0.07
G12	Sample 84	2	2	11	998530	59.91	0.23	0.07
G12	Sample 84	2	2	12	1071250	59.91	0.24	0.07
G12	Sample 84	2	2	13	1144050	59.94	0.24	0.07
G12	Sample 84	2	2	14	1216830	59.94	0.24	0.07
G12	Sample 84	2	2	15	1289540	59.94	0.23	0.07
G12	Sample 84	2	2	16	1362250	59.94	0.23	0.07
G12	Sample 84	2	2	17	1435030	59.94	0.24	0.07
H1	Sample 85	2	2	1	270860	59.94	0.38	0.18
H1	Sample 85	2	2	2	343640	59.91	0.39	0.18
H1	Sample 85	2	2	3	416440	59.91	0.39	0.17
H1	Sample 85	2	2	4	489230	59.94	0.39	0.17
H1	Sample 85	2	2	5	561930	59.94	0.39	0.18
H1	Sample 85	2	2	6	634650	59.94	0.39	0.18
H1	Sample 85	2	2	7	707430	59.94	0.39	0.17
H1	Sample 85	2	2	8	780150	59.94	0.39	0.17
H1	Sample 85	2	2	9	852940	59.94	0.39	0.18
H1	Sample 85	2	2	10	925740	59.91	0.39	0.18
H1	Sample 85	2	2	11	998530	59.91	0.39	0.17
H1	Sample 85	2	2	12	1071250	59.91	0.40	0.18
H1	Sample 85	2	2	13	1144050	59.94	0.39	0.17
H1	Sample 85	2	2	14	1216830	59.94	0.40	0.17
H1	Sample 85	2	2	15	1289540	59.94	0.39	0.17
H1	Sample 85	2	2	16	1362250	59.94	0.39	0.17
H1	Sample 85	2	2	17	1435030	59.94	0.40	0.17
H2	Sample 86	2	2	1	270860	59.94	0.30	0.18
H2	Sample 86	2	2	2	343640	59.91	0.31	0.18
H2	Sample 86	2	2	3	416440	59.91	0.31	0.18
H2	Sample 86	2	2	4	489230	59.94	0.31	0.18
H2	Sample 86	2	2	5	561930	59.94	0.31	0.18
H2	Sample 86	2	2	6	634650	59.94	0.31	0.18
H2	Sample 86	2	2	7	707430	59.94	0.31	0.18
H2	Sample 86	2	2	8	780150	59.94	0.31	0.18
H2	Sample 86	2	2	9	852940	59.94	0.31	0.18
H2	Sample 86	2	2	10	925740	59.91	0.32	0.18
H2	Sample 86	2	2	11	998530	59.91	0.32	0.18
H2	Sample 86	2	2	12	1071250	59.91	0.31	0.18
H2	Sample 86	2	2	13	1144050	59.94	0.31	0.18
H2	Sample 86	2	2	14	1216830	59.94	0.31	0.18
H2	Sample 86	2	2	15	1289540	59.94	0.31	0.18
H2	Sample 86	2	2	16	1362250	59.94	0.31	0.18
H2	Sample 86	2	2	17	1435030	59.94	0.31	0.18
H3	Sample 87	2	2	1	270860	59.94	0.48	0.12
H3	Sample 87	2	2	2	343640	59.91	0.49	0.12
H3	Sample 87	2	2	3	416440	59.91	0.49	0.12
H3	Sample 87	2	2	4	489230	59.94	0.49	0.12
H3	Sample 87	2	2	5	561930	59.94	0.50	0.12
H3	Sample 87	2	2	6	634650	59.94	0.50	0.12
H3	Sample 87	2	2	7	707430	59.94	0.50	0.12
H3	Sample 87	2	2	8	780150	59.94	0.50	0.12
H3	Sample 87	2	2	9	852940	59.94	0.50	0.12
H3	Sample 87	2	2	10	925740	59.91	0.50	0.12
H3	Sample 87	2	2	11	998530	59.91	0.50	0.12
H3	Sample 87	2	2	12	1071250	59.91	0.50	0.12
H3	Sample 87	2	2	13	1144050	59.94	0.50	0.12
H3	Sample 87	2	2	14	1216830	59.94	0.51	0.12
H3	Sample 87	2	2	15	1289540	59.94	0.50	0.11
H3	Sample 87	2	2	16	1362250	59.94	0.51	0.12
H3	Sample 87	2	2	17	1435030	59.94	0.51	0.12
H4	Sample 88	2	2	1	270860	59.94	0.83	0.16
H4	Sample 88	2	2	2	343640	59.91	0.84	0.16
H4	Sample 88	2	2	3	416440	59.91	0.84	0.16
H4	Sample 88	2	2	4	489230	59.94	0.84	0.16
H4	Sample 88	2	2	5	561930	59.94	0.84	0.16
H4	Sample 88	2	2	6	634650	59.94	0.85	0.16
H4	Sample 88	2	2	7	707430	59.94	0.85	0.16
H4	Sample 88	2	2	8	780150	59.94	0.85	0.16
H4	Sample 88	2	2	9	852940	59.94	0.84	0.16
H4	Sample 88	2	2	10	925740	59.91	0.86	0.16
H4	Sample 88	2	2	11	998530	59.91	0.86	0.16
H4	Sample 88	2	2	12	1071250	59.91	0.86	0.16
H4	Sample 88	2	2	13	1144050	59.94	0.86	0.16
H4	Sample 88	2	2	14	1216830	59.94	0.86	0.16
H4	Sample 88	2	2	15	1289540	59.94	0.86	0.16
H4	Sample 88	2	2	16	1362250	59.94	0.87	0.16
H4	Sample 88	2	2	17	1435030	59.94	0.87	0.16
H5	Sample 89	2	2	1	270860	59.94	0.80	0.46
H5	Sample 89	2	2	2	343640	59.91	0.82	0.47
H5	Sample 89	2	2	3	416440	59.91	0.82	0.47
H5	Sample 89	2	2	4	489230	59.94	0.82	0.46
H5	Sample 89	2	2	5	561930	59.94	0.82	0.46
H5	Sample 89	2	2	6	634650	59.94	0.83	0.47
H5	Sample 89	2	2	7	707430	59.94	0.83	0.47
H5	Sample 89	2	2	8	780150	59.94	0.83	0.47
H5	Sample 89	2	2	9	852940	59.94	0.83	0.47
H5	Sample 89	2	2	10	925740	59.91	0.84	0.46
H5	Sample 89	2	2	11	998530	59.91	0.83	0.46
H5	Sample 89	2	2	12	1071250	59.91	0.83	0.47
H5	Sample 89	2	2	13	1144050	59.94	0.83	0.46
H5	Sample 89	2	2	14	1216830	59.94	0.84	0.47
H5	Sample 89	2	2	15	1289540	59.94	0.84	0.47
H5	Sample 89	2	2	16	1362250	59.94	0.84	0.47
H5	Sample 89	2	2	17	1435030	59.94	0.84	0.46
H6	Sample 90	2	2	1	270860	59.94	0.70	0.25
H6	Sample 90	2	2	2	343640	59.91	0.71	0.24
H6	Sample 90	2	2	3	416440	59.91	0.71	0.25
H6	Sample 90	2	2	4	489230	59.94	0.71	0.25
H6	Sample 90	2	2	5	561930	59.94	0.71	0.25
H6	Sample 90	2	2	6	634650	59.94	0.72	0.25
H6	Sample 90	2	2	7	707430	59.94	0.72	0.25
H6	Sample 90	2	2	8	780150	59.94	0.73	0.25
H6	Sample 90	2	2	9	852940	59.94	0.72	0.25
H6	Sample 90	2	2	10	925740	59.91	0.73	0.25
H6	Sample 90	2	2	11	998530	59.91	0.72	0.24
H6	Sample 90	2	2	12	1071250	59.91	0.73	0.25
H6	Sample 90	2	2	13	1144050	59.94	0.73	0.25
H6	Sample 90	2	2	14	1216830	59.94	0.73	0.25
H6	Sample 90	2	2	15	1289540	59.94	0.73	0.24
H6	Sample 90	2	2	16	1362250	59.94	0.73	0.24
H6	Sample 90	2	2	17	1435030	59.94	0.73	0.24
H7	Sample 91	2	2	1	270860	59.94	0.47	0.09
